Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume82article10_1_1,"Anhydrous magnesium dichloride, paraformaldehyde, triethylamine, 2-Bromophenol","9.52 g (100 mmol), 4.50 g (150 mmol), 10.12 g (100 mmol), 8.65 g (50 mmol)",3-bromosalicylaldehyde,6.80-6.94 g,tetrahydrofuran,75°C,4 hours,68-69%
volume82article11_1_1,"4-methoxyphenol, 1-methyl-2-pyrrolidinone, cesium carbonate, 2-bromoanisole, 2,2,6,6-tetramethylheptane-3,5-dione, copper (I) chloride","14.0 g (113 mmol), 95 mL, 36.8 g (113 mmol), 10.5 g (56.1 mmol), 1.0 g (5.4 mmol), 2.8 g (28 mmol)",1-methoxy-2-(4-methoxyphenoxy)benzene,9.9-10.1 g,1-methyl-2-pyrrolidinone,120°C,25 hours,78%
volume82article12_1_1,"D-ribose, sodium bicarbonate, bromine","100 g (0.67 mol), 112 g (1.3 mol), 112 g (0.70 mol)",D-Ribonolactone,"125 g (crude), 35 g (crude)","water, EtOH, toluene","Room temperature, 5°C","15 min, 1 hr, 50 min",N/A
volume82article12_2_1,"crude ribonolactone, dry acetone, 2,2-dimethoxypropane, conc. H2SO4, silver carbonate","160 g, 700 mL, 100 mL, 1 mL, 20 g","2,3-Isopropylidene(D-ribonolactone)",91.2 g,acetone,room temperature,50 min,73%
volume82article13_1_1,"4-acetamido-TEMPO, HBF4, sodium hypochlorite","25.0 g (0.117 mol), 17.7 mL (0.135 mol), 65.5 mL (0.058 mol)","4-Acetylamino-2,2,6,6-tetramethylpiperidine-1-oxoammonium Tetrafluoroborate",27.4 g,"water, dichloromethane",0°C,2 hours,78%
volume82article13_2_1,"geraniol, 4-acetylamino-2,2,6,6-tetramethylpiperidine-1-oxoammonium tetrafluoroborate","7.70 g (50.0 mmol), 16.5 g (55.0 mmol)",geranial,7.08 g,dichloromethane,room temperature,6 hours,93%
volume82article14_1_1,"potassium t-butoxide, (R)-Camphor, isoamyl nitrite","46.0 g (410 mmol), 50.0 g (328 mmol), 55.0 mL (409 mmol)",Camphorquinone oxime,52.8 g,Et2O,-30°C to room temperature,16 hours,89%
volume82article14_2_1,camphorquinone oximes,12.1 g (66.8 mmol),(2S)-(−)-3-exo-Aminoisoborneol,10.4 g,THF,"0°C, reflux",30 min,92%
volume82article14_3_1,"(2S)-(−)-3-exo-aminoisoborneol, Et3N, Bis(2-bromoethyl) ether","6.53 g (38.6 mmol), 16.3 mL (117 mmol), 6.50 mL (46.5 mmol)",(2S)-(−)-exo-(Morpholino)isoborneol,5.23 g,DMSO,Ambient temperature,72 hours,57%
volume82article15_1_1,"1-(4-chlorophenyl)ethanone, absolute ethanol, hydrazine hydrate","13.0 mL (0.1 mol), 100 mL, 9.7 mL (0.2 mol)",1-(4-chlorophenyl)ethanone hydrazone,13.6-14.8 g,ethanol,reflux,3 hours,81-88%
volume82article15_2_1,"1-(4-chlorophenyl)ethanone hydrazone, ammonium hydroxide, copper (I) chloride","8.4 g (0.05 mol), 16.8 mL (0.25 mol), 500 mg","1-Chloro-4-(2,2-dichloro-1-methylvinyl)benzene",8.64-8.85 g,"dimethyl sulfoxide, carbon tetrachloride",15-20°C,overnight,78-80%
volume82article16_1_1,"dioxane, lead tetraacetate","200 mL (2.35 mol), 91.9 g (207 mmol)","2-acetoxy-1,4-dioxane",22.0 g,N/A,80°C,1 hour,73%
volume82article16_2_1,"2-acetoxy-1,4-dioxane",18.0-18.1 g (0.123-0.124 mol),"1,4-Dioxene",4.7-6.5 g,N/A,425°C,N/A,44-61%
volume82article17_1_1,"(2R,5R)-(+)-trans-dihydrocarvone, methanol, copper(II) acetate monohydrate, ferrous sulfate heptahydrate","10.4 g (68 mmol), 200 mL, 27.2 g (136 mmol), 22.7 g (82 mmol)",(R)-(+)-6-methylcyclohex-2-en-1-one,4.26 g,methanol,"-30°C, ambient temperature","7 hours at -20°C, 3 hours at ambient temperature",57%
volume82article17_2_1,"(R)-(+)-6-methylcyclohex-2-en-1-one, methyllithium-lithium bromide complex","4.16 g (38 mmol), 27.4 mL (1.5 M, 41 mmol)","(6R)-(+)-1,6-dimethylcyclohex-2-en-1-ol",4.79 g,diethyl ether,"-78°C, ambient temperature, 0°C",3 hours,100%
volume82article17_3_1,"pyridinium chlorochromate, (6R)-(+)-1,6-dimethylcyclohex-2-en-1-ol","16.4 g (76 mmol), 4.79 g (38 mmol)","(R)-(+)-3,4-Dimethylcyclohex-2-en-1-one",3.71-3.85 g,dichloromethane,ambient temperature,3 hours,79-82%
volume82article18_1_1,"3,5-bis(trifluoromethyl)bromobenzene, i-PrMgCl in THF, acetic anhydride, deionized water","20.0 g (11.8 mL, 68.3 mmol), 37.6 mL (2 M, 75.2 mmol), 24.4 mL (258 mmol), 35 mL","3,5-bis(trifluoromethyl)acetophenone",15.1-15.2 g,THF,"-5°C, 0-10°C, 0°C","1 hour, 30 minutes",86-87%
volume82article19_1_1,"quinidine, endo-bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic anhydride, benzyl alcohol","7.14 g (22 mmol), 3.28 g (20 mmol), 6.2 mL (6.49 g, 60 mmol)",benzyl hemiester,4.97-5.20 g,toluene,-55°C,96 hours,91-95%
volume82article20_1_1,"[Ir(OMe)(COD)]2, dtbpy, bis(pinacolato)diboron, 1-chloro-3-iodobenzene","33 mg, 27 mg, 2.67 g, 4.75 g","1-Chloro-3-iodo-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzene",6.11-6.20 g,hexane,50°C,6 hours,84-86%
volume82article20_2_1,"[Ir(OMe)(COD)]2, dtbpy, pinacolborane, indole","50 mg, 40 mg, 4.79 mL, 3.51 g","2-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)indole",5.33-5.40 g,hexane,25°C,4 hours,73-74%
volume82article21_1_1,"trans-2-hexen-1-ol, 1,8-diazabicyclo[5.4.0]undec-7-ene, trichloroacetonitrile","3.3 mL, 0.84 mL, 4.2 mL","(E)-2,2,2-trichloroacetimidic acid hex-2-enyl ester",6.48 g,methylene chloride,4°C,1 hour,95%
volume82article21_2_1,"(E)-2,2,2-trichloroacetimidic acid hex-2-enyl ester, (S)-COP-Cl","6.81 g (27.8 mmol), 816 mg (0.56 mmol)","(S)-2,2,2-trichloro-N-(1-propylallyl)acetamide",6.61 g,methylene chloride,38°C,24 hours,97%
volume82article22_1_1,"(methoxycarbonylmethylene)triphenylphosphorane, sodium amide, bis(trimethylsilyl)amine","167 g (0.5 mol), 19.5 g (0.5 mol), 81 g (105 mL, 0.5 mol)",(triphenylphosphoranylidene)-ketene,106.8-114.9 g,toluene,70-80°C,"2-4 hours, 24-30 hours",74-76%
volume82article23_1_1,"2,2,2-trifluoroethanol, triethylamine, ethylphosphonic dichloride","24.1 mL (336 mmol), 51.3 mL (369 mmol), 17.9 mL (167 mmol)","Ethylphosphonic acid bis-(2,2,2-trifluoroethyl) ester",40.85 g,THF,0°C,2.25 hours,89%
volume82article23_2_1,"triphosgene, N,O-dimethylhydroxylamine hydrochloride, pyridine","10.1 g (34.1 mmol), 8.33 g (85.4 mmol), 13.7 mL (171 mmol)",N-Methoxy-N-methylcarbamoyl chloride,8.87-9.18 g,dichloromethane,-78°C,12.5 hours,84-87%
volume82article23_3_1,"ethylphosphonic acid bis-(2,2,2-trifluoroethyl) ester, N-methoxy-N-methylcarbamoyl chloride, n-butyllithium, 1,1,1,3,3,3-hexamethyldisilazane","14.5 g (52.9 mmol), 9.00 g (72.9 mmol), 51.0 mL (128 mmol), 29.2 mL (139 mmol)","[1-(Methoxymethylcarbamoyl)ethyl] phosphonic acid bis-(2,2,2-trifluoroethyl) ester",15.6-16.8 g,THF,"-20 ± 3 °C, -75 °C",2.5 hours,82-88%
volume82article24_1_1,"(1S,2R)-(−)-cis-1-amino-2-indanol, 3,5-di-tert-butyl salicylaldehyde","0.77 g (5.17 mmol), 1.21 g (5.16 mmol)","(1S,2R)-1-[(2-Hydroxy-3,5-di-tert-butylbenzylidene)amino]indan-2-ol",1.85 g,ethanol,N/A,2 hours,98%
volume82article24_2_1,"ligand, vanadyl bis-acetylacetonate, di-tert-butyl disulfide, 30% aq hydrogen peroxide, saturated aqueous sodium thiosulfate","1.85 g, 1.33 g, 178 g, 110 mL, 50 mL",(RS)-(+)-tert-Butyl tert-butanethiosulfinate,216-231 g,acetone,0°C,20 hours,N/A
volume82article24_3_1,"Fe(NO3)3·9H2O, lithium ribbon, (RS)-(+)-tert-butyl tert-butanethiosulfinate, chloroacetic acid","1.0 g, 17.4 g, 1.00 mol, 104 g",(RS)-(+)-tert-Butanesulfinamide,84.9-86.9 g,THF,"-78 to -72°C, room temperature","15 minutes, overnight",70-72%
volume82article25_1_1,"1-Butyl-3-methylimidazolium chloride, NaBF4","30.00 g (172 mmol), 20.00 g (182 mmol)",1-Butyl-3-methylimidazolium tetrafluoroborate,34.2-34.3 g,"water, CH2Cl2","14°C, ambient temperature",10-15 min,89%
volume82article26_2_1,"(S)-N-trifluoromethylsulfonyl-2-isopropylaziridine, benzylamine","16.9 g (77.8 mmol), 4.03 mL (37.0 mmol)","(2S,6S)-4-Benzyl-1,7-bis(trifluoromethylsulfonyl)-2,6-diisopropyl-1,4,7-triazaheptane",15.6-16.0 g,"ethyl acetate, hexane",100°C,12 hours,78-80%
volume82article26_3_1,"triamine 2, trimethylaluminum, diisopropylethylamine, acetyl bromide, hydrocinnamaldehyde","4.00 g (7.40 mmol), 3.70 mL, 22.0 mL, 10.4 mL, 9.75 mL",(4S)-4-(2-phenethyl)oxetan-2-one,10.4 g (80%),dichloromethane,-50°C,16 hours,80%
volume82article27_1_1,"2,5-dimethoxy-2,5-dihydrofuran, bromine","50 g (0.384 mol), 61.4 g (0.384 mol)","3,4-Dibromo-2,5-dimethoxytetrahydrofuran",110-111 g,dichloromethane,10°C,N/A,99%
volume82article27_2_1,"crude 3,4-dibromo-2,5-dimethoxytetrahydrofuran, methanol, sulfuric acid, triethylamine","110-111 g, 2 L, 37.7 g (0.384 mol), 49 mL (0.352 mol)","2,3-dibromo-1,1,4,4-tetramethoxybutane",99-100 g,"methanol, heptane",reflux,72 hours,<79%
volume82article27_3_1,"tetrahydrofuran, tris[2-(2-methoxyethoxy)-ethyl]amine, 2,3-dibromo-1,1,4,4-tetramethoxybutane, potassium hydroxide pellets","300 mL, 10.1 g, 99 g, 70 g","1,1,4,4-tetramethoxybut-2-yne",50-51 g,N/A,Reflux,24 hours,97-99%
volume82article27_4_1,"1,1,4,4-tetramethoxybut-2-yne, formic acid, dichloromethane, H2O","50 g (287 mmol), 280 g (6 mol), 150 mL, 1.5 mL","4,4-Dimethoxybut-2-ynal",25.5 g,dichloromethane,0°C,60 hours,"69% from 4, 52% from 1"
volume82article28_1_1,"Ru3(CO)12, acenaphthylene, heptane","639 mg (1 mmol), 182 mg (1.2 mmol), 75 mL","(μ3, η3: η3: η5-Acenaphthylene)Ru3(CO)7",620 mg (95%),heptane,reflux,36 hours,95%
volume82article28_2_1,"N,N-dimethyl-3-phenylpropionamide, triruthenium carbonyl cluster, tetrahydropyran, phenyldimethylsilane, conc. HCl, KOH pellets","10 mL (56 mmol), 365 mg (0.557 mmol), 4.5 mL, 19 mL (123 mmol), 84 mL (12 M), 84 g","N,N-Dimethyl-3-phenylpropylamine",8.32 g,THP,Room temperature,75 min,91%
volume83article1_1_1,"(R,R)-Me-DuPHOS, THF, BH3·DMS 10 M, H2O2 35% wt., Na2SO3, DABCO","1 g (3.26 mmol), 32 mL, 360 µL (3.6 mmol), 3 × 1.15 mL (39.2 mmol), 40 mL, 550 mg (4.9 mmol)","(2R,5R)-1-{2-[(2R,5R)-2,5-dimethylphospholan-1-yl]phenyl}-2,5-dimethylphospholane 1-oxide",977 mg,"THF, ethyl acetate, benzene","0°C, room temperature, 50°C","45 min, 45 min, 30 min, 5 h",93%
volume83article2_1_1,"1, benzaldehyde, p-toluenesulfinic acid","9.55 g (43.97 mmol), 6.7 mL (65.96 mmol), 10.3 g (65.96 mmol)","N-[(4-Methylphenyl)sulfonyl(phenyl)methyl]-P,P-diphenyl-phosphinic amide",18.12-18.45 g,"dichloromethane, diethyl ether",room temperature,48 hours,89-91%
volume83article2_2_1,"2, anhydrous potassium carbonate","18.00 g (39.00 mmol), 26.95 g (195.0 mmol)","N-[(Phenyl)methylene]-P,P-diphenylphosphinic amide",10.88 g,acetonitrile,room temperature,12 hours,91%
volume83article2_3_1,"Cu(OTf)2, (R,R)-BozPHOS, diethylzinc, 3","745 mg, 332 mg, 7.05 mL, 10.50 g","N-[(1S)-1-Phenylpropyl]-P,P-diphenylphosphinic amide",185.7 mg,toluene,0°C,21 hours,"92.9% recovery, 97% ee"
volume83article2_4_1,4,"11.62 g (92.9% purity, 32.19 mmol)",(1S)-1-Phenylpropan-1-amine hydrochloride,4.89 g,"methanol, concentrated aqueous HCl, diethyl ether, dichloromethane, Na2SO4, HCl in diethyl ether",Room temperature,16.5 hours,88%
volume83article3_1_1,"acetonitrile, (Z)-3,7-dimethyl-2,6-octadien-1-ol, aqueous pH 7.0 buffer solution, 2,2,6,6-tetramethylpiperidin-1-oxyl, iodobenzene diacetate","28 mL, 5.70 mL (32.5 mmol), 8 mL, 490 mg (3.24 mmol), 11.49 g (35.71 mmol)","(Z)-3,7-dimethyl-2,6-octadien-1-al",4.30-4.39 g,acetonitrile,0°C,Until nerol is no longer detectable,87-89%
volume83article4_1_1,"Ethyl methacrylate, absolute ethanol, iodine, benzenesulfinic acid sodium salt","7.50 mL (60 mmol), 120 mL, 18.1 g (71 mmol), 22.7 g (126 mmol)",2-(Ethoxycarbonyl)prop-2-en-1-yl phenyl sulfone,13.45-13.85 g,"dichloromethane, water, saturated sodium hydrogen carbonate solution, sodium dithionite","0°C, room temperature","5 hours, 9 hours",88-90%
volume83article4_2_1,"(+)-α-Pinene, N,N-dimethylacetamide, dichloromethane, catecholborane, methanol, 2-(Ethoxycarbonyl)prop-2-en-1-yl phenyl sulfone 1","7.14 mL (45 mmol), 0.42 mL (4.5 mmol), 30 mL, 12.0 mL (113 mmol), 3.0 mL (74 mmol), 13.7 g (54 mmol)","Ethyl 2-{[(1S,2R,3R,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-3-yl]methyl}acrylate",8.70-8.75 g,"dichloromethane, methanol",reflux,5 hours,77-78%
volume83article5_1_1,"benzoyl peroxide, dipotassium hydrogen phosphate, N,N-dimethylformamide, morpholine","12.11 g (50 mmol), 13.06 g (75 mmol), 125 mL, 5.20 mL (59.4 mmol)",4-benzoyloxymorpholine,7.28-8.03 g,"N,N-dimethylformamide",ambient temperature,1 hour,70.3-77.5%
volume83article5_2_1,"zinc chloride, tetrahydrofuran, phenylmagnesium bromide, 4-benzoyloxy-morpholine, copper(II) chloride","2.04 g, 27 mL, 30 mL, 5.18 g, 0.084 g",4-phenylmorpholine,2.73 g,tetrahydrofuran,ice-bath,1.5 hours,67%
volume83article6_1_1,"InCl3, benzil, dichloromethane, ethyl 3-hydroxy-3-phenylpropanoate, chlorodimethylsilane","0.775 g (3.5 mmol), 14.7 g (70 mmol), 140 mL, 13.6 g (70 mmol), 7.28 g (77 mmol)",Ethyl 3-chloro-3-phenylpropanoate,14.0 g,"dichloromethane, hexane, ethyl acetate",Room temperature,40 minutes,94%
volume83article7_1_1,"N-(2-bromophenyl)acetamide, ethylene glycol dimethyl ether, tetrakis(triphenylphosphine)palladium(0), potassium carbonate, 2,4,6-trivinylcyclotriboroxane-pyridine complex","10.0 g (46.6 mmol), 180 mL, 1.08 g (0.9 mmol), 6.44 g (46.6 mmol), 5.6 g (23.3 mmol)",N-(2-vinylphenyl)acetamide,5.30 g (71%),"distilled water, diethyl ether, cyclohexane, dichloromethane",reflux,20 hours,71%
volume83article8_1_1,"crotonic acid, isopropanol, concentrated sulfuric acid","17.00 g (197.5 mmol), 106 mL (1.39 mol), 2.5 mL",isopropyl (E)-but-2-enoate,17.98-18.00 g,benzene,reflux,18 hours,71%
volume83article8_2_1,"ester 1, phosphoric acid, phosphorus pentoxide","10.0 g (78.0 mmol), 32.0 g, 48.0 g","3,4-Dimethylcyclopent-2-enone",5.61-5.63 g,"diethyl ether, saturated aqueous NaHCO3","100°C, 0°C","1 hour, 3 minutes",65-66%
volume83article9_1_1,"1,8-nonadiyne, methyl(triphenylphosphine)gold, sulfuric acid, methanol","6.3 mL (5.0 g, 42 mmol), 0.042 g (0.088 mmol), 2.08 g (21.2 mmol), 120 mL","2,8-Nonanedione",5.57 g (86%),methanol,reflux (70-75°C),2 hours,86%
volume83article10_1_1,"pyruvic aldehyde dimethyl acetal, benzyl alcohol, p-toluenesulfonic acid monohydrate","12.1 mL, 22.8 mL, 0.95 g","1,1-Bis(benzyloxy)propan-2-one",22.3 g,cyclohexane,reflux,2 hours,83%
volume83article10_2_1,"BuLi, diisopropylamine, dibenzyl acetal, chloro-triethylsilane, triethylamine","22.5 mL, 5.1 mL, 8.1 g, 7.5 mL, 18.8 mL","[1,1-(Bis-benzyloxymethyl)vinyloxy]triethylsilane",8.9 g,THF,-78°C,16 hours,77%
volume83article10_3_1,"silyl enol ether 3, furan, TMSOTf","9.2 g (24 mmol), 1.8 mL (24 mmol), 0.46 mL (2.4 mmol)",2α-Benzyloxy-8-oxabicyclo[3.2.1]oct-6-en-3-one,2.87 g,"dichloromethane, sodium bicarbonate",-78°C,30 min,54-70%
volume83article11_1_1,"(S)-N-tert-butoxycarbonylproline, dihydroisoindole, dicyclohexylcarbodiimide","5.05 g (23.5 mmol), 2.54 g (21.3 mmol), 5.1 g (24.7 mmol)",(S)-N-(N-tert-butoxycarbonylprolyl)dihydroisoindole,4.1 g,dichloromethane,0°C to room temperature,overnight,61%
volume83article11_2_1,"(S)-N-(N-tert-butoxycarbonylprolyl)dihydroisoindole, lithium aluminum hydride","3.96 g (12.5 mmol), 0.96 g (25.3 mmol)",(S)-1-methyl-2-[(dihydroisoindol-2-yl)methyl]pyrrolidine,1.56 g,THF,reflux,3 hours,58%
volume83article12_1_1,"[60]fullerene, 1,2-dichlorobenzene, copper(I) bromide-dimethyl sulfide complex, tetrahydrofuran, methylmagnesium bromide, 1,3-dimethyl-2-imidazolidinone, degassed saturated aqueous ammonium chloride solution","2.00 g (2.78 mmol), 90 mL, 6.84 g (33.3 mmol), 47 mL, 11.1 mL (33.3 mmol), 3.62 mL (33.3 mmol), 3.0 mL, N/A","6,9,12,15,18-Pentamethyl-1,6,9,12,15,18-hexahydro(C60-Ih)[5,6]fullerene",2.08 g (2.61 mmol),"1,2-dichlorobenzene, tetrahydrofuran, methanol, hexane","23°C, 35°C",40 min,94%
volume83article13_1_1,"Ni(acac)2, THF, isoprene, benzaldehyde, triethylborane","180 mg, 100 mL, 5 mL, 2.65 g, 50 mL",3-Methyl-1-phenyl-4-penten-1-ol,3.89-4.05 g,THF,Ambient temperature,30 hours,88-92%
volume83article13_2_1,"Ni(acac)2, THF, diethylzinc, isoprene, dihydrocinnamaldehyde, triethylborane","192 mg (0.75 mmol), 100 mL, 0.75 mL (1 M hexane solution), 7.5 mL, 3.4 g, 60 mL (1 M hexane solution)",5-Methyl-1-phenyl-6-hepten-3-ol,3.50-3.59 g,THF,Ambient temperature,8 hours,68-70%
volume83article14_1_1,"(L)-valinol, triethylamine, 2,2-Dimethylpropanedioyl dichloride","5.13 g (0.050 mol), 17.4 mL (0.124 mol), 3.3 mL (0.25 mol)","(−)-(S,S)-N,N'-Bis(1-hydroxymethyl-2-methylpropyl)-2,2-dimethyl-malonamide",6.40 g,dichloromethane,0°C to room temperature,45 minutes,84%
volume83article14_2_1,"(−)-(S,S)-N,N'-bis-(1-hydroxymethyl-2-methylpropyl)-2,2-dimethylmalonamide, 4-dimethylaminopyridine, triethylamine, tosyl chloride","5.5 g (18.4 mmol), 0.204 g (1.67 mmol), 10.25 mL (73.4 mmol), 7.10 g (37 mmol)","(−)-(S,S)-Bis(4-isopropyloxazoline)",4.05 g (15.2 mmol),dichloromethane,Room temperature,27 hours,83%
volume83article15_1_1,"2-iodoaniline, glacial acetic acid, 2,5-dimethoxytetrahydrofuran","12.5 g (57.1 mmol), 12.5 mL, 7.8 mL (59.0 mmol)",1-(2-iodophenyl)pyrrole,9.78-10.12 g,acetic acid,reflux,5 min,64-66%
volume83article15_2_1,"1-(2-iodophenyl)pyrrole, piperidine, (PPh3)2PdCl2, CuI, propyne","8.98 g (33.4 mmol), 10 mL, 1.20 g (1.67 mmol), 318 mg (1.67 mmol), N/A",1-(2-(1-propynyl)phenyl)pyrrole,4.56-4.72 g,toluene,"0.1 L/min, 90 min",N/A,75-78%
volume83article15_3_1,"1-(2-(1-propynyl)phenyl)pyrrole, InCl3","4.53 g (25 mmol), 277 mg (1.25 mmol)","4-Methylpyrrolo[1,2-a]quinoline",3.05 g,toluene,80°C,4 hours,67%
volume83article16_1_1,"2,2,2-trifluoroethyl p-toluenesulfonate, butyllithium, tributylborane, trimethylamine oxide, triphenylphosphine, tris(dibenzylideneacetone)dipalladium-chloroform, o-iodoaniline, tetrabutylammonium fluoride","15.3 g (60 mmol), 76.8 mL (1.64 M), 66.0 mL (1.0 M), 10.9 g (145 mmol), 2.52 g (9.60 mmol), 2.48 g (2.40 mmol), 9.20 g (42.0 mmol), 168 mL (1.0 M)","o-(1,1-difluorohex-1-en-2-yl)aniline",5.63 g,tetrahydrofuran,-78°C to 60°C,13 hours,63%
volume83article16_2_1,"o-(1,1-difluorohex-1-en-2-yl)aniline, pyridine, p-toluenesulfonyl chloride","4.94 g (23.4 mmol), 50 mL, 6.69 g (35.1 mmol)","o'-(1,1-Difluorohex-1-en-2-yl)-p-toluenesulfonanilide",8.77 g,N/A,0°C,15 hours,N/A
volume83article16_3_1,"o'-(1,1-difluorohex-1-en-2-yl)-p-toluenesulfonanilide, sodium hydride","8.77 g, 0.65 g (27 mmol)",3-Butyl-2-fluoro-1-tosylindole,6.43 g,"N,N-dimethylformamide","0°C, 80°C",7 hours,80%
volume83article17_1_1,pyrrolidine,160 mL,"(R∗,R∗)-2,2'-Bispyrrolidine, (R∗,S∗)-2,2'-Bispyrrolidine",67.6 g (50%),N/A,Reflux,7 days,50%
volume83article17_2_1,"d,l- and meso-2,2'-bispyrrolidine, (L)-(+)-tartaric acid, acetic acid","67.0 g, 36.0 g, 27.4 mL","(R,R)-2,2'-Bispyrrolidine·(L)-Tartrate",21.4 g,H2O,90°C,N/A,62%
volume83article17_2_2,"(R,R)-2,2'-Bispyrrolidine·(L)-Tartrate",9.1 g,"(R,R)-2,2'-Bispyrrolidine",3.61 g,water,0°C,30 min,83%
volume83article17_2_3,"d,l- and meso-2,2'-bispyrrolidine, (S)-(−)-tartaric acid, acetic acid",N/A,"(S,S)-2,2'-Bispyrrolidine·(D)-Tartrate",18.4 g,H2O,90°C,N/A,55%
volume83article17_2_4,"(S,S)-2,2'-Bispyrrolidine·(D)-Tartrate",9.3 g,"(S,S)-2,2'-Bispyrrolidine",3.51 g,water,0°C,30 min,80%
volume83article18_1_1,"(1S,2R)-(−)-cis-1-Amino-2-indanol, 2,4,6-trimethylbenzenesulfonyl chloride, sodium carbonate","15.0 g (0.1 mol), 21.3 g (0.097 mol), 21.34 g (0.2 mol)","(1S,2R)-(+)-N-(2-Hydroxyindan-1-Yl)-2,4,6-Trimethylbenzenesulfonamide",30.9 g,"water, ethyl acetate, tetrahydrofuran, n-hexane",Ambient temperature,7 hours,92%
volume83article18_2_1,"1, tetrahydrofuran, thionyl chloride, 3,5-lutidine","30.0 g (0.090 mol), 180 mL, 9.9 mL, 25.8 mL","3-(2,4,6-Trimethylbenzenesulfonyl)-3,3a,8,8a-Tetrahydro-2H-1-Oxa-2λ4-Thia-3-Aza-Cyclopenta[a]inden-2-Ol",27.5 g,"ethyl acetate, n-heptane",-45°C,16 hours,81%
volume83article18_3_1,2-mesitylmagnesium bromide,"58.4 mL (1.0 M solution in tetrahydrofuran, 0.058 mol)","(RS,1S,2R)-(−)-2,4,6-Trimethylbenzenesulfinic Acid 1-(2,4,6-Trimethylbenzenesulfonylamino)-2-Indan-2-Yl Ester",26.8 g,tetrahydrofuran,-78°C,3 hours,Quantitative
volume83article18_4_1,"ammonia, iron(III) nitrate, lithium wire, foam 3","400 mL, 0.1 g, 10.0 g, 20.0 g","(S)-(+)-2,4,6-Trimethylphenylsulfinamide",4.25 g,"THF, Et2O","-78°C, room temperature","90 min, 4 h",58%
volume83article19_1_1,"Laburnum anagyroides seeds, dichloromethane, methanol, ammonium hydroxide","598 g, 837 mL, 239 mL, 90 mL",(−)-Cytisine,5.25 g,"dichloromethane, methanol",Room temperature,69 hours,0.9%
volume83article19_2_1,"(−)-cytisine, CH2Cl2, triethylamine, methyl chloroformate","5.25 g (27.5 mmol), 80 mL, 4.21 mL (30.2 mmol), 2.34 mL (30.2 mmol)","(−)-Methyl (1R,9R)-6-Oxo-7,11-Diazatricyclo[7.3.1.02,7]Trideca-2,4-Diene-11-Carboxylate",6.45 g,CH2Cl2:MeOH,"0°C, room temperature","1 hour at 0°C, 3 hours at room temperature",94%
volume83article19_3_1,"cytisine methyl carbamate, MeOH, platinum(IV) oxide","6.50 g (26.2 mmol), 100 mL, 600 mg","(+)-(1R,2S,9S)-11-Methyl-7,11-Diazatricyclo[7.3.1.02,7]Tridecane",5.93 g,MeOH,N/A,5-12 hours,90%
volume83article19_3_2,"crude hydrogenation product, lithium aluminium hydride, tetrahydrofuran","5.93 g (23.5 mmol), 5.12 g (134.6 mmol), 150 mL","(+)-(1R,2S,9S)-11-Methyl-7,11-Diazatricyclo[7.3.1.02,7]Tridecane",2.65 g,THF,reflux,16 hours,52%
volume83article20_1_1,"2-indanol, imidazole, tert-butyldimethylsilyl chloride","13.42 g (100 mmol), 8.17 g (120 mmol), 16.32 g (108 mmol)","2,3-dihydro-2-tert-butyldimethysiloxy-1H-indene",22.5 g,"N,N-dimethylformamide, n-heptane","Below 10°C, ambient temperature",45 min,91%
volume83article20_2_1,"2,3-dihydro-2-tert-butyldimethysiloxy-1H-indene, acetonitrile, bismuth tribromide, triethylsilane, trimethylacetaldehyde","10.6 g (42.66 mmol), 75 mL, 1.32 g (2.94 mmol), 8.2 mL (51.34 mmol), 5.1 mL (46.96 mmol)","2-(2',2'-Dimethylpropoxy)-2,3-Dihydro-1H-Indene",7.51 g,acetonitrile,Reflux,N/A,86%
volume83article21_1_1,"Methyl acrylate, aqueous sodium hypochlorite solution","58.5 g (0.680 mol), 940 mL (0.755 mol)",(±)-Methyl Glycidate,30.3-31.6 g,dichloromethane,"0°C, 20-25°C","30 min, 1.5 h",44-46%
volume83article21_2_1,"(R,R)-(−)-N,N'-bis(3,5-di-tert-butylsalicylidene)-1,2-cyclohexanediaminocobalt(II), p-toluenesulfonic acid monohydrate, racemic methyl glycidate, distilled water","0.916 g (1.52 mmol), 0.304 g (1.60 mmol), 31.0 g (0.304 mol), 3.85 mL (0.214 mol)",(S)-Methyl Glycidate,11.1-11.4 g,dichloromethane,"Room temperature, 85-90 °C","24 hours, 2 hours",36-37%
volume83article22_1_1,"dodecylbenzenesulfonic acid, 2-Allyl-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, 3-Phenylpropionaldehyde","1.307 g (4.0 mmol), 8.120 g (9.0 mL, 48.3 mmol), 5.328 g (5.3 mL, 39.7 mmol)",1-Phenylhex-5-en-3-amine,6.680 g,28% aqueous ammonia,"0°C, 23-25°C","30 min, 6 hours",96%
