Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume14article17_1_1,"u.s.p. salicylic acid, potassium carbonate","100 g (0.725 mole), 60 g (0.43 mole)",p-Hydroxybenzoic acid,35-40 g,water,240°C,1.5 hours,70-80%
volume14article18_1_1,"salicylic acid, iodine monochloride","25 g (0.18 mole), 62 g (0.38 mole)","2-hydroxy-3,5-diiodobenzoic acid",64-64.5 g,"glacial acetic acid, water",80°C,40 minutes,91-92%
volume14article19_1_1,"methyl isothiourea sulfate, sodium hydroxide, sodium, ethylene chlorohydrin","556 g (2 moles), 800 cc, 80.5 g (3.5 gram atoms), 302 g (3.75 moles)",β-Hydroxyethyl methyl sulfide,238-265 g,absolute alcohol,N/A,N/A,74-82%
volume14article20_1_1,"Ethyl phthalimidomalonate, sodium, β-chloroethyl methyl sulfide, 5N sodium hydroxide, concentrated hydrochloric acid, pyridine","126 g (0.41 mole), 9.2 g (0.4 gram atom), 43 g (0.39 mole), 70 cc, 75 cc, 18 cc",dl-Methionine,7.9-8.0 g,"absolute alcohol, absolute ether","0°C, 160-165°C, steam bath","4-5 days, 1.5-2 hours, 2 hours, 1.5 hours, 45 minutes",84-85%
volume14article21_1_1,"32% hydrochloric acid, powdered sugar, stannous chloride crystals","6 L, 1 kg (2.9 moles), 600 g (2.67 moles)",5-methylfurfural,63-70 g,"water, benzene",70-72°C,24 hours,20-22%
volume14article22_1_1,"Phenol, potassium hydroxide, p-nitrochlorobenzene","160 g (1.7 moles), 80 g (1.43 moles), 78.8 g (0.5 mole)",p-Nitrodiphenyl ether,173-177 g,water,150-160°C,30 minutes,80-82%
volume14article23_1_1,"mesitylene, acetic anhydride, fuming nitric acid, glacial acetic acid","40 g (0.333 mole), 60 g (55.5 cc), 31.5 g (20.8 cc), 20 g (19.1 cc)",nitromesitylene,41-42 g,ice water,"15-20°C, 50°C","2 hours, 10 minutes",74-76%
volume14article24_1_1,"p-nitroaniline, phosgene","150 g (1.09 moles), N/A",p-nitrophenyl isocyanate,152-170 g,ethyl acetate,Room temperature,3-4 hours,85-95%
volume14article25_1_1,"Thiophene, acetic anhydride, fuming nitric acid","84 g (1 mole), 340 cc, 80 g (1.2 moles)",2-Nitrothiophene,90-110 g,glacial acetic acid,Room temperature,2 hours,70-85%
volume15article1_1_1,"sodium cyanide, acetone, sulfuric acid","500 g (9.7 moles), 900 cc (713 g, 12.3 moles), 2.1 l (8.5 moles)",acetone cyanohydrin,640-650 g,water,10-20°C,3 hours,77-78%
volume15article2_1_1,"nitrosomethylurea, potassium hydroxide","20.6 g (0.2 mole), 60 cc",Diazomethane,5.3-5.9 g,ether,50°C,N/A,63-70%
volume15article3_1_1,"p-nitrophenol, bromine","278 g (2 moles), 750 g (240 cc, 4.7 moles)","2,6-dibromo-4-nitrophenol",570-583 g,glacial acetic acid,"Room temperature, steam bath (85°C)","3 hours, 1 hour",96-98%
volume15article4_1_1,"2,6-dibromo-4-nitrophenol, concentrated hydrochloric acid, water, mossy tin","148.5 g (0.5 mole), 300 cc (3.7 moles), 300 cc, 185 g (1.56 gram atoms)","2,6-dibromo-4-aminophenol Chlorostannate",214-220 g,water,85°C,N/A,N/A
volume15article4_1_2,"2,6-dibromo-4-aminophenol Chlorostannate, sodium hydroxide, chlorine gas","110 g (0.127 mole), 115 g (2.9 moles), 108 g (1.52 moles)","2,6-Dibromoquinone-4-chloroimide",126-130 g,water,15-17°C,N/A,84-87%
volume15article5_1_1,"magnesium turnings, n-butyl bromide, ethyl formate, concentrated sulfuric acid","36.5 g (1.5 gram atoms), 206 g (1.5 moles), 55.5 g (0.75 mole), 85 g (46 cc., 0.85 mole)",DI-n-BUTYLCARBINOL,90-92 g,"absolute ether, water","Reflux, 50°C, Boiling","15 minutes, 30-40 minutes, 10 minutes, 3 hours",83-85%
volume15article6_1_1,"Sodium, absolute alcohol, ethyl malonate, mesityl oxide, potassium hydroxide","23 g (1 gram atom), 400 cc, 170 g (1.06 moles), 100 g (1.02 moles), 125 g (2.2 moles)","5,5-dimethyl-1,3-cyclohexanedione",96-122 g,"absolute alcohol, water",Reflux,"2 hours, 6 hours",67-85%
volume15article7_1_1,"ethyl acetoacetate, sodium nitrite, zinc dust","390 g (3 moles), 107 g (1.47 moles), 196 g (3 gram atoms)","2,4-dimethyl-3,5-dicarbethoxypyrrrole",205-230 g,"glacial acetic acid, water","5-7°C, reflux","4 hours, 1 hour",57-64%
volume15article8_1_1,"potassium hydroxide, crude 2,4-dimethyl-3,5-dicarbethoxypyrrole","270 g (4.8 moles), 120 g (0.5 mole)","2,4-dimethylpyrrole",27-30 g,"water, ether","130°C, 160-200°C","2-3 hours, 1-2 hours",57-63%
volume15article9_1_1,"2,4-dinitrochlorobenzene, ammonium acetate","50 g (0.25 mole), 18 g (0.23 mole)","2,4-dinitroaniline",31-35 g,"alcohol, water",170°C,6 hours,68-76%
volume15article10_1_1,n-dodecyl alcohol,186 g (1 mole),n-dodecyl bromide,220 g,"water, concentrated sulfuric acid, 50% methyl alcohol",100-120°C,N/A,88%
volume15article11_1_1,"glacial acetic acid, zinc dust, cetyl iodide","915 cc, 327 g (5 gram atoms), 352 g (1 mole)",n-hexadecane,192 g,"hydrogen chloride, acetic acid",Steam bath,25 hours,85%
volume15article12_1_1,"cetyl alcohol, red phosphorus, iodine","242 g (1 mole), 10 g (0.32 gram atom), 134 g (1.06 gram atoms)",n-hexadecyl iodide,275 g,ether,145-150°C,5 hours,78%
volume15article13_1_1,"azlactone of α-benzoylamino-β-(3,4-dimethoxyphenyl) acrylic acid, sodium hydroxide, hydrogen peroxide, hydrochloric acid","200 g (0.65 mole), 85 cc, 75 cc, 450 cc",Methyl Homoveratrate,76-82 g,"water, methyl alcohol, benzene","reflux, 5 hours",N/A,56-60%
volume15article13_1_2,"Methyl Homoveratrate, sodium hydroxide, hydrochloric acid","76 g (0.36 mole), 250 cc, 125 cc",Homoveratric Acid,65 g,"water, benzene, ligroin, petroleum ether","reflux, N/A","20 minutes, N/A",51%
volume15article14_1_1,"Bromine, Hydrogen",N/A,Hydrogen Bromide,300 g per hour,N/A,38°C,N/A,N/A
volume15article15_1_1,"p-aminophenol, sulfuric acid, sodium nitrite, potassium iodide","109 g (1 mole), 65 cc (120 g, 1.2 moles), 72 g (1 mole), 200 g (1.2 moles)",p-iodophenol,153-159 g,"water, chloroform","0°C, 75-80°C","20 minutes, until evolution of nitrogen ceases",69-72%
volume15article16_1_1,"Dry pyridine, methyl sulfate, potassium ferricyanide, sodium hydroxide","145 g (1.83 moles), 231 g (1.83 moles), 1.2 kg (3.65 moles), 300 g (7.5 moles)",1-methyl-2-pyridone,130-140 g,"water, isoamyl alcohol","Boiling water bath, 0°C","2 hours, 5 hours",65-70%
volume15article17_1_1,"di-o-nitrophenyl disulfide, chlorine","154 g (0.5 mole), N/A",o-Nitrophenylsulfur chloride,183-184 g,carbon tetrachloride,50-60°C,2-2.5 hours,96-97%
volume15article18_1_1,"24% aqueous methylamine solution, concentrated hydrochloric acid, urea, 95% sodium nitrite","200 g (1.5 moles), N/A, 300 g (5 moles), 110 g (1.5 moles)",Nitrosomethylurea,105-115 g,water,"reflux, 0°C","2.75 hours, 0.25 hours",66-72%
volume15article18_2_1,"acetamide, bromine, sodium hydroxide","59 g (1 mole), 88 g (0.55 mole), 40 g (1 mole)",acetyl methylurea,49-52 g,water,Steam bath,2-3 minutes,84-90%
volume15article18_2_2,"acetyl methylurea, concentrated hydrochloric acid, sodium nitrite","49 g (0.42 mole), 50 cc, 38 g (0.55 mole)",nitrosomethylurea,33-36 g,water,Steam bath,8-12 minutes,76-82%
volume15article19_1_1,"Butyl alcohol, butyl oleate, sodium","3 L, 507 g (1.5 moles), 180 g (7.8 gram atoms)",Oleyl alcohol,330-340 g,butyl alcohol,Boiling point of butyl alcohol,N/A,82-84%
volume15article20_1_1,"di-o-nitrophenyl disulfide, hydrochloric acid, nitric acid","200 g (0.65 mole), 1 l, 200 cc",o-Nitrobenzenesulfonyl Chloride,240 g,glacial acetic acid,50-60°C,N/A,84%
volume15article20_1_2,"o-Nitrobenzenesulfonyl Chloride, anhydrous sodium carbonate, water, iron filings, concentrated hydrochloric acid","200 g (0.90 mole), 100 g, 600 cc, 350 g, 95 cc",Orthanilic Acid,89 g,water,Boiling,4 hours,57%
volume15article21_1_1,"anhydrous sodium carbonate, arsenious oxide, copper sulfate, benzenediazonium chloride, aniline, concentrated hydrochloric acid, sodium nitrite","500 g (4.7 moles), 250 g (1.26 moles), 11 g, N/A, 186 g (2 moles), 400 cc (4.8 moles), 145 g (2 moles)",phenylarsonic acid,160-182 g,water,"15°C, 0°C",N/A,39-45%
volume15article22_1_1,"benzil hydrazone, yellow mercuric oxide, anhydrous sodium sulfate","30 g (0.134 mole), 60 g (0.28 mole), 15 g",phenylbenzoyldiazomethane,26-28 g,absolute ether,N/A,10-15 minutes,87-94%
volume15article23_1_1,"β-benzoylpropionic acid, amalgamated zinc, mercuric chloride, hydrochloric acid","50 g (0.28 mole), 120 g, 12 g, 175 cc",γ-phenylbutyric acid,38-41 g,"water, toluene, ether",Boiling,25-30 hours,82-89%
volume15article24_1_1,"acetophenone, selenium dioxide, water","120 g (1 mole), 111 g (1 mole), 20 cc",phenylglyoxal,93-96 g,dioxane,reflux,4 hours,69-72%
volume15article25_1_1,"phloroglucinol, anhydrous acetonitrile, anhydrous ether, zinc chloride","20 g (0.16 mole), 13 g (0.32 mole), 80 cc, 4 g",phloroacetophenone,20-23.5 g,water,N/A,"24 hours, 2 hours, 3 days, 2 hours, 2 hours, 5 minutes",74-87%
volume15article26_1_1,"sodium, absolute alcohol, hydrogen sulfide, n-propyl bromide","50.6 g (2.2 gram atoms), 800 cc, N/A, 246 g (2 moles)",n-propyl sulfide,80-100 g,absolute alcohol,reflux,8 hours,68-85%
volume15article27_1_1,"ammonium thiocyanate, ammonium dichromate","800 g (10.5 moles), 170 g (0.675 mole)",Reinecke salt,250-275 g,water,"145-150°C, 160°C",N/A,52-57%
volume15article27_1_2,"ammonium thiocyanate, ammonium dichromate","200 g (2.6 moles), 170 g (0.675 mole)",Morland salt,130-135 g,water,60°C,N/A,33-34%
volume15article28_1_1,"γ-phenylbutyric acid, thionyl chloride, aluminum chloride","32.8 g (0.2 mole), 20 cc (32 g, 0.27 mole), 30 g (0.23 mole)",α-tetralone,21.5-26.5 g,"carbon disulfide, benzene","Boiling, 0°C","25-30 minutes, 10 minutes, 10 minutes, 2-3 minutes",74-91%
volume15article29_1_1,"Anhydrous chloral, anhydrous alcohol, pure aluminum ethoxide","250 g (1.7 moles), 650 cc, 75 g (0.46 mole)",Trichloroethyl alcohol,215 g,N/A,135°C,23-24 hours,84%
volume15article30_1_1,"Veratraldehyde, hydroxylamine hydrochloride, sodium hydroxide","83 g (0.5 mole), 42 g (0.6 mole), 30 g (0.75 mole)",Veratronitrile,57-62 g,"95% alcohol, water",Room temperature,2.5 hours,70-76%
