Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume80article17_1_1,"1,3-dichloroacetone, neopentyl glycol, p-toluenesulfonic acid","152 g (1.20 mol), 138 g (1.32 mol), 4.6 g (0.024 mol)","2,2-Bis-(chloromethyl)-5,5-dimethyl-1,3-dioxane",249 g,benzene,reflux,19 hours,97%
volume80article17_2_1,"sodium amide, ammonia, Fe(NO3)3·9H2O, sodium, 2,2-bis-(chloromethyl)-5,5-dimethyl-1,3-dioxane, iodomethane, ammonium chloride",N/A,"1,6,6-Trimethyl-4,8-dioxaspiro[2.5]oct-1-ene",32.3 g (70%),"liquid ammonia, dry ether, dry pentane","-35°C, 25-30°C, 58-61°C","3 hours, 1 hour, N/A",70%
volume80article17_3_1,"potassium tert-butoxide, tert-butyl alcohol, 1,6,6-trimethyl-4,8-dioxaspiro[2.5]oct-1-ene","1.32 g (11.8 mmol), 7.11 g (96 mmol), 46.3 g (0.30 mol)","6,6-Dimethyl-1-methylene-4,8-dioxaspiro[2.5]octane",36.49 g,Et2O,-78°C to room temperature,4 hours,79%
volume80article17_4_1,"6,6-dimethyl-1-methylene-4,8-dioxaspiro[2.5]octane, 2-cyclopenten-1-one","8.48 g (55 mmol), 4.52 g (55 mmol)","cis-5-(5,5-Dimethyl-1,3-dioxan-2-ylidene)hexahydro-1(2H)-pentalen-2-one",10.0 g (42.3 mmol),acetonitrile,60°C,12 hours,77%
volume80article18_1_1,"benzaldehyde, p-anisidine","3.00 mL (0.030 mol), 3.50 g (0.028 mol)",N-Benzylidene-p-anisidine,5.31 g (88%),"dichloromethane, ethanol, water","ice-water bath, room temperature, 80°C water bath",2 hours,88%
volume80article18_2_1,"1,1,1,3,3,3-hexamethyldisilazane, n-butyllithium, S-phenyl thioacetate, 2,2,2-trifluoroethyl trifluoroacetate, dodecylbenzenesulfonyl azide, water, triethylamine","12.0 mL (0.057 mol), 20.7 mL (0.052 mol), 7.00 mL (0.052 mol), 8.50 mL (0.063 mol), 26.9 g (0.076 mol), 0.95 mL (0.053 mol), 10.0 mL (0.072 mol)",S-Phenyl diazothioacetate,7.16 g,"tetrahydrofuran, acetonitrile","-78°C, room temperature","30 min, 16 hours",77%
volume80article18_3_1,"N-benzylidene-p-anisidine, S-phenyl diazothioacetate, rhodium(II) acetate dimer","3.50 g (0.016 mol), 4.43 g (0.025 mol), 0.045 g (0.10 mmol)",trans-1-(4-methoxyphenyl)-4-phenyl-3-(phenylthio)azetidin-2-one,5.50 g,"CH2Cl2, ethyl acetate, hexane","Reflux, 80°C, -20°C","1 hour, 5 min, 2 hours",91%
volume80article19_1_1,"2-fluorosulfonyl-2,2-difluoroacetic acid, chlorotrimethylsilane","150 g (0.84 mol), 363 g (3.2 mol)","Trimethylsilyl 2-fluorosulfonyl-2,2-difluoroacetate",175 g,N/A,Room temperature,24 hours,83%
volume80article19_2_1,"n-butyl acrylate, sodium fluoride, trimethylsilyl 2-fluorosulfonyl-2,2-difluoroacetate","20 g (0.156 mol), 0.4 g, 62.5 g (0.31 mol)","n-Butyl 2,2-difluorocyclopropanecarboxylate",15.4 g,toluene,reflux,8 hours,55%
volume80article20_1_1,"(−)-bornyl acetate, diisobutylaluminum hydride, pyridine, 4-dimethylaminopyridine (DMAP), acetic anhydride","5.5 g (28.1 mmol), 54.4 mL of a 1.0M solution, 6.6 mL, 6.5 g, 15.4 mL",endo-1-bornyloxyethyl acetate,6.4 g,dichloromethane,-78°C,12 hours,95%
volume80article21_1_1,"benzenethiol, trifluoroethanol, 30% aqueous hydrogen peroxide","11.0 g (10.25 ml, 0.1 mol), 50 mL, 12.5 mL (3.73 g, 0.11 mol)",Diphenyl disulfide,10.6 g,trifluoroethanol,Room temperature,24 hours,97%
volume80article21_1_2,"thioanisole, trifluoroethanol, 30% aqueous hydrogen peroxide","12.4 g (0.1 mol), 50 mL, 12.5 mL (3.73 g, 0.11 mol)",Methyl phenyl sulfoxide,12.8 g,trifluoroethanol,Room temperature,8 hours,91%
volume80article22_1_1,"acetonitrile, 3-phenyl-2-propyn-1-ol, KOH, 1-propanethiol","150 mL, 19.8 g (0.15 mol), 2.84 g (15.2 mmol), 14.0 mL (0.16 mol)",3-phenyl-2-(propylthio)-2-propen-1-ol,30.83 g,tert-butyl methyl ether,60°C,6 hours,99%
volume80article22_2_1,"3-phenyl-2-(propylthio)-2-propen-1-ol, ethanol, sulfuric acid","30.1 g (0.14 mol), 150 mL, 150 mL",1-Hydroxy-3-phenyl-2-propanone,18.9 g,"ethanol, sulfuric acid",65°C,4 hours,87%
volume80article23_1_1,"citronellal, 3-buten-2-one, diethylaminotrimethylsilane","18.1 mL (100 mmol), 12.5 mL (150 mmol), 1.9 mL (10 mmol)","(3R)-3,7-dimethyl-2-(3-oxobutyl)-6-octenal",21.6 g,acetonitrile,reflux,46 hours,96%
volume80article24_1_1,"DMF, chloroacetyl chloride, phosphorus oxychloride, sodium hexafluorophosphate, 5N aqueous NaOH solution","60 mL, 14.13 g (0.125 mol), 19.20 g (0.125 mol), 33.15 g (0.135 mol), 37 mL","2-chloro-1,3-bis(dimethylamino)trimethinium hexafluorophosphate",29.1 g,"water, 2-propanol",70°C,3 hours,77%
volume80article25_1_1,"(S)-1-phenylethylamine, acetonitrile, diisopropylethylamine, bromoacetonitrile","10.17 g (83.92 mmol), 170 mL, 29.2 mL (168 mmol), 6.43 mL (92.3 mmol)",(S)-[(1-phenylethyl)amino]acetonitrile,13.62 g,CH2Cl2,Ambient temperature,N/A,101%
volume80article25_2_1,"(S)-[(1-phenylethyl)amino]acetonitrile, m-Chloroperbenzoic acid","10.34 g (64.54 mmol), ca. 77% (34.3 g, 153 mmol)",[(1S)-1-Phenylethyl]imino]acetonitrile N-oxide,11.5 g,CH2Cl2,Ambient temperature,N/A,N/A
volume80article25_3_1,"crude nitrone, methanol, hydroxylamine hydrochloride","11.5 g, 130 mL, 20.8 g",N-Hydroxy-(S)-1-phenylethylamine oxalate,12.6 g (71% for two steps),"CH2Cl2, MeOH",60°C,2 hours,86% for two steps
volume80article26_1_1,"dibenzyl phosphate, 1,3-dicyclohexylcarbodiimide","15.24 g (54.8 mmol), 26 mL (28.2 mmol)",tetrabenzyl pyrophosphate,13.0-14.15 g,"isopropyl acetate, heptane","3 ± 3°C, room temperature","1 hour, overnight",88-96%
volume80article27_1_1,"9,10-phenanthrenequinone, tetrabutylammonium bromide, sodium dithionite, dimethyl sulfate, sodium hydroxide","26 g (0.125 mol), 13 g (0.04 mol), 65 g (0.37 mol), 62 mL (0.65 mol), 64 g (1.6 mol)","9,10-dimethoxyphenanthrene",23.7 g (80%),"tetrahydrofuran, water, ethyl acetate, dichloromethane, hexane",N/A,"5 min, 10 min",80%
volume80article27_2_1,"9,10-dimethoxyphenanthrene, acetyl chloride, aluminum chloride","23.7 g, 120 mL, 44 g (0.33 mol)","3,6-diacetyl-9,10-dimethoxyphenanthrene",24.8 g,CH2Cl2,Ambient temperature,15 min,"77% (based on dimethoxyphenanthrene), 62% (based on phenanthrenequinone)"
volume80article28_1_1,"3,6-diacetyl-9,10-dimethoxyphenanthrene, triethylamine, triisopropylsilyl triflate","8 g (0.025 mol), 28 mL, 14 mL (0.052 mol)","3,6-Bis[1-(triisopropylsiloxy)ethenyl]-9,10-dimethoxyphenanthrene",14.4 g (91%),"dichloromethane, hexane","Ice bath, ambient temperature",1 hour,91%
volume80article28_2_1,"Material obtained in Step A, 1,4-benzoquinone","N/A, 34 g (0.31 mol)","6,13-Bis(triisopropylsiloxy)-9,10-dimethoxy[7]helicenebisquinone",4.5 g,heptane,120°C,3.5 days,"25% (based on enol ether), 22% (based on 3,6-diacetyl-9,10-dimethoxyphenanthrene)"
volume84article13_1_1,"N-p-toluenesulfinamide, acetophenone, Ti(OEt)4","5.2 g (33.5 mmol), 8.0 mL (68.5 mmol), 35 mL (168 mmol)",N-p-Tolylsulfinyl-(E)-1-phenylethylideneimine,5.78 g,CH2Cl2,Reflux (external bath temperature 80 °C and internal temperature 40 °C),36 hours,67%
volume84article13_2_1,"N-p-tolylsulfinylketimine, m-CPBA","5.2 g (20 mmol), 4.5 g (20 mmol)",N-p-Tolylsulfonyl (E)-1-phenylethylideneimine,4.23 g,CH2Cl2,0°C to room temperature,5 minutes,77%
volume84article14_1_1,"sodium cyclopentadienide, dimethyl carbonate, toluene, chlorotris(triphenylphosphine)cobalt(I), diphenylacetylene","20 mL (2.0 M in THF), 10.2 mL, 160 mL, 30.8 g, 14.2 g",(η5-carbomethoxycyclopentadienyl)-(η4-tetraphenylcyclobutadiene)cobalt,12.7 g,"tetrahydrofuran, toluene",reflux,"4 hours, 5 hours",67%
volume84article14_2_1,"(η5-carbomethoxycyclopentadienyl)-(η4-tetraphenylcyclobutadiene)cobalt, lithium iodide, 2,4,6-collidine","10 g (18.6 mmol), 4.95 g (37.2 mmol), 100 mL",(η5-(S)-2-(4-methylethyl)oxazolinylcyclo-pentadienyl)-(η4-tetraphenylcyclobutadiene)cobalt,8.2 g (13.9 mmol),methylene chloride,"reflux, room temperature",16 hours,75%
volume84article15_1_1,"(η5-(S)-2-(4-methylethyl)oxazolinylcyclopentadienyl)-(η4-tetraphenylcyclobutadiene)-cobalt, palladium(II) acetate","9.6 g (16.2 mmol), 3.6 g (16.2 mmol)","di-μ-acetatobis[(η5-(S)-(pR)-2-(2'-(4'-methylethyl)oxazolinyl)cyclopentadienyl, 1-C, 3'-N)(η4-tetraphenylcyclobutadiene)cobalt]dipalladium",8.9 g (5.9 mmol),glacial acetic acid,95°C,30 min,73%
volume84article15_2_1,"di-μ-acetatobis[(η5-(S)-(pR)-2-(2'-(4'-methylethyl)oxazolinyl)cyclopentadienyl, 1-C, 3'-N)(η4-tetraphenylcyclobutadiene)cobalt]dipalladium, aqueous sodium chloride","8.9 g (5.9 mmol), 30 mL","di-μ-chlorobis[(η5-(S)-(pR)-2-(2'-(4'-methylethyl)oxazolinyl)cyclopentadienyl, 1-C, 3'-N)(η4-tetraphenyl-cyclobutadiene)cobalt]dipalladium",8.2 g (5.6 mmol),acetone,Room temperature,4 hours,95%
volume84article15_3_1,"[COP-OAc]2, sodium hexafluoroacetylacetonate","1.0 g (0.66 mmol), 1.6 g (6.8 mmol)","hexafluoroacetylacetonate[(η5-(S)-(pR)-2-(2'-(4'-methylethyl)oxazolinyl)-cyclopentadienyl, 1-C, 3'-N)(η4-tetraphenylcyclobutadiene)cobalt]-palladium",1.1 g (1.2 mmol),"acetone, water",room temperature,9 hours,91%
volume84article16_1_1,"2,3-dihydrofuran, t-butyllithium, 1,3-dichloroacetone, lithium naphthalenide","7.8 mL (102 mmol), 60 mL, 10.0 g (78.8 mmol), 197 mL",5-Oxaspiro[3.4]octan-1-one,6.9 g,"tetrahydrofuran, ether","-78°C, 0°C, room temperature","4-5 hours, overnight",70%
volume84article17_1_1,"sodium tert-butoxide, 2-(dicyclohexylphosphino)biphenyl, [Pd2(dba)3], tert-butylamine, 5-bromo-1,3-dimethylbenzene","19.22 g (0.20 mol), 0.50 g (1.4 mmol), 0.65 g (0.71 mmol), 18.0 mL (0.17 mol), 19.4 mL (0.14 mol)","N-(3,5-Dimethylphenyl)-tert-butylamine",21.8 g,"toluene, tert-butyl methyl ether",80°C,12 hours,86%
volume84article17_2_1,"substituted aniline, n-BuLi, ether, n-hexane","11.3 g (63.7 mmol), 48 mL (76.8 mmol), 25 mL, 220 mL","Lithium N-(3,5-dimethylphenyl)-tert-butylamide etherate","9.41 g, 3.48 g","n-hexane, ether","-78°C to room temperature, -30°C",12 hours,"57%, 21%"
volume84article17_3_1,"MoCl5, acetonitrile","51.17 g (160 mmol), 250 mL",MoCl4(MeCN)2,47.5 g,acetonitrile,Ambient temperature,20 hours,93%
volume84article17_3_2,"MoCl4(MeCN)2, THF, tin shot","53.30 g (140 mmol), 300 mL, 107.3 g (0.904 mol)",MoCl3(THF)3,51.2 g,THF,30 minutes,N/A,88%
volume84article17_4_1,"[MoCl3(THF)3], anilide 2","7.96 g (19.0 mmol), 9.79 g (38.0 mmol)","Tris[N-(tert-butyl)(3,5-dimethylphenyl)-amido]molybdenum(III)",4.28 g,Et2O,-30°C to room temperature,3 hours,55%
volume84article17_5_1,"Molybdenum trisamide, magnesium turnings, 1,1-dichloropropane","5.31 g (8.48 mmol), 2.54 g (106 mmol), 1.7 mL (17 mmol)","Tris[N-(tert-butyl)(3,5-dimethylphenyl)-amido]molybdenum(VI) propylidyne",3.08 g,"THF, pentane",Room temperature,2.5 hours,54%
volume84article18_1_1,"carbazole, 1-bromotetradecane, THF, DMF, NaH","12.5 g (0.072 mol), 24.3 mL (0.079 mol), 60 mL, 20 mL, 4.32 g (0.11 mol)",9-Tetradecylcarbazole,25.8 g,"THF, DMF",Room temperature,2 hours,98%
volume84article18_2_1,"carbazole, N-iodosuccinimide","14.5 g (0.040 mol), 19.1 g (0.081 mol)","3,6-Diiodo-9-tetradecylcarbazole",23.8 g (97%),"CHCl3, acetic acid",Room temperature,16 hours,97%
volume84article18_3_1,"Iodinated carbazole 2, CuI, Pd(PPh3)2Cl2, THF, piperidine, 1-trimethylsilylacetylene","23.7 g (0.038 mol), 0.147 g, 1.35 g, 90 mL, 55 mL, 45.7 mL","3,6-Bis[(trimethylsilyl)ethynyl]-9-tetradecylcarbazole",19.9 g,THF,Room temperature,23 hours,93%
volume84article18_4_1,"diyne substituted carbazole 3, NaOH","19.5 g (0.035 mol), 4.21 g (0.11 mol)","3,6-Diethynyl-9-tetradecylcarbazole",14.0 g,"THF, ethanol",Room temperature,2 hours,97%
volume84article18_5_1,"CuI, Pd2(dba)3, PPh3, 4-benzoyl-4'-bromobiphenyl, diyne-substituted carbazole 4, triethylamine","0.058 g, 1.68 g, 3.21 g, 21.7 g, 12.6 g, 70 mL","3,6-Bis(benzoylbiphenyl)ethynyl-9-tetradecylcarbazole",26.9 g,"DMF, dichloromethane, methanol",70°C,16 hours,95%
volume84article18_6_1,"4-nitrophenol, trisamidomolybdenum(VI) propylidyne, monomer 5","0.680 g (4.89 mmol), 1.09 g (1.63 mmol), 15.1 g (16.3 mmol)",Carbazole-based tetrakismacrocycle,3.80 g,"CCl4, CH2Cl2, methanol",50°C,24 hours,61%
volume84article19_1_1,"Schwartz's reagent, tetrahydrofuran, 1-hexyne, trans–4-phenyl-3-buten-2-one, copper(I) iodide-dimethyl sulfide complex","9.36 g (36.3 mmol), 25.0 mL, 3.71 mL (33.0 mmol), 4.82 g (33.0 mmol), 782 mg (3.30 mmol)",4-phenyl-5(E)-decen-2-one,5.55 g (24.1 mmol),tetrahydrofuran,40°C,"6 h, 12 h",73%
volume84article20_1_1,"4-ethynyltoluene, lithium diisopropylamide solution, DMSO, 4-bromostyrene oxide","4.08 mL (32.2 mmol), 16.1 mL (32.2 mmol), 75 mL, 4.94 g (24.8 mmol)",1-(4-Bromophenyl)-4-methylphenyl)but-3-yn-1-ol,6.01 g (19.1 mmol),THF,Room temperature,2 hours,77%
volume84article20_2_1,"1-(4-Bromophenyl)-4-methylphenyl)but-3-yn-1-one, Jones reagent","6.01 g (19.1 mmol), 8.0 mL (3.0 M solution, 24 mmol)",1-(4-Bromophenyl)-4-methylphenyl)but-3-yn-1-one,5.56 g (17.8 mmol),acetone,0°C,15 min,93%
volume84article20_3_1,"2, N-iodosuccinimide","5.10 g (16.3 mmol), 3.85 g (17.1 mmol)",5-(4-Bromophenyl)-3-iodo-2-(4-methylphenyl)furan,5.80 g,acetone,Room temperature,2 hours,81%
volume84article21_1_1,"tert-Butyl phenyl carbonate, 1,2-ethanediamine","64.62 g (61.6 mL, 0.33 mol), 20.0 g (22.3 mL, 0.33 mol)",(2-Aminoethyl)carbamic acid tert-butyl ester,27.0 g,absolute EtOH,reflux,overnight (18 h),51%
volume84article22_1_1,"Pd(OAc)2, rac. BINAP, 2-chloro-5-iodopyridine, ethyl 4-aminobenzoate, Cs2CO3","0.135 g, 0.374 g, 7.183 g, 5.947 g, 48.873 g",Ethyl 4-[(6-chloropyridin-3-yl)amino]benzoate,7.068 g,"toluene, EtOAc, CH2Cl2, MeOH",130°C,20 hours,85%
volume84article24_1_1,"Benzoic acid, carbonyldiimidazole, N-methylhydroxylamine hydrochloride","18.32 g (150.0 mmol), 24.32 g (150.0 mmol), 15.87 g (190.0 mmol)",N-Methyl-O-benzoylhydroxylamine hydrochloride,17.45 g,methylene chloride,"0°C, ambient temperature, 25°C","15 minutes, 40 minutes",62%
volume84article24_2_1,"1,4-cyclohexanedione mono-ethylene ketal, dimethyl sulfoxide, N-Methyl-O-benzoyl-hydroxylamine hydrochloride","4.68 g (30.0 mmol), 7.5 mL, 5.63 g (30.0 mmol)","(2-Benzoyloxy)-1,4-cyclohexanedione (mono)ethylene ketal",6.38 g,ethyl acetate,Ambient temperature,1 hour,77%
volume84article25_1_1,"3,5-bis(trifluoromethyl)bromobenzene, isopropylmagnesium chloride, diethyl phosphite","59.2 mL (343 mmol), 171.5 mL (343 mmol), 13.7 mL (104 mmol)","Bis[3,5-bis(trifluoromethyl)phenyl]-phosphine oxide",36.0-37.1 g,THF,"-60°C to 9°C, 1 hour at ambient temperature",N/A,73-75%
volume84article25_2_1,"Phosphine oxide 2, MTBE, DIBAL-H","10.0 g (21.0 mmol), 50 mL, 42.2 mL (42.2 mmol)","Bis[3,5-bis(trifluoromethyl)phenyl]phosphine",6.7-6.9 g,"cyclohexane, MTBE",Ambient temperature,1 hour,68-70%
volume84article26_1_1,"methyl bromoacetate, sodium azide","51.5 mL (0.528 mol), 42.3 g (0.649 mol)",methyl azidoacetate,53.9-54.5 g,MeOH,reflux,2 hours,89-90%
volume84article26_2_1,"2-chloro-3-pyridine carboxaldehyde, MeOH, methyl azidoacetate, NaOMe","20.0 g (141 mmol), 200 mL, 32 mL (349 mmol), 80 mL",Methyl (2Z)-2-azido-3-(2-chloropyridin-3-yl)acrylate,17.7-18.8 g,MeOH,-10 to -12°C,2.5 hours,53-56%
volume84article26_3_1,Product (4) from Step B,17.7 g (74.2 mmol),"Methyl 4-chloro-1H-pyrrolo[3,2-c]pyridine-2-carboxylate",10.7 g,mesitylene,185°C,1 hour,69%
volume84article27_1_1,"resorcinol, iodine, sodium bicarbonate","7.27 g (66.0 mmol), 17.92 g (70.6 mmol), 6.16 g (73.3 mmol)",2-iodoresorcinol,"9.12 g (58%), 1.18 g (8%, 66% combined yield)","water, ethyl acetate, chloroform","0°C, room temperature, -10°C",N/A,"58%, 8% (66% combined yield)"
volume84article27_2_1,"2-iodoresorcinol, N,N-Diisopropylethylamine, trifluoromethanesulfonic anhydride","11.49 g (48.7 mmol), 20.4 mL, 18.0 mL",3-benzyloxy-2-iodophenyl trifluoromethanesulfonate,16.5-17.4 g,"dichloromethane, diethyl ether, hexanes","-78°C to 0°C, room temperature, 80°C","10 min, 1 h, 4 h, 5 h, 1 h",74-78%
volume84article27_3_1,"3-benzyloxy-2-iodophenyl trifluoromethanesulfonate, tetrahydrofuran, 1-(tert-butyldimethylsilyloxy)-1-methoxyethene, butyllithium, water","12.6 g (27.5 mmol), 76 mL, 8.99 mL (41.2 mmol), 20.63 mL (33.0 mmol), N/A","5-benzyloxybicyclo[4.2.0]octa-1,3,5-trien-7-one",3.72-4.34 g,acetonitrile,-78°C,"10 min, 20 min",60-70%
volume84article28_1_1,"octanoic acid, acetonitrile, N,N-Dimethylaminopyridine (DMAP), 1-ethyl-3-(3-dimethylaminopropyl)carbodiimide hydrochloride (EDC), ethanethiol","7.50 g (52.0 mmol), 80 mL, 0.60 g (4.9 mmol), 10.0 g (52.2 mmol), 3.9 mL (53 mmol)",S-Ethyl Octanethioate,9.44-9.49 g,ethyl acetate,25°C,22 hours,96-97%
volume84article28_2_1,"zinc powder, 1,2-dibromoethane, chlorotrimethylsilane, ethyl 5-iodopentanoate","7.09 g (108 mmol), 240 μL (2.79 mmol), 240 μL (1.88 mmol), 13.8 g (53.9 mmol)",5-Ethoxy-5-oxopentylzinc iodide,N/A,tetrahydrofuran,65°C,"3 min (heating), 15 min (stirring)",N/A
volume84article28_3_1,"S-ethyl octanethioate, anhydrous toluene, Pearlman's catalyst, N,N-dimethylformamide","5.04 g (26.8 mmol), 16 mL, 345 mg (0.162 mmol), 2 mL",Ethyl 6-Oxotridecanoate,5.35 g,toluene,30-35°C,14 hours,78%
volume84article29_1_1,"benzyl alcohol, 2-chloropyridine, potassium hydroxide, toluene","11.7 g (0.108 mol), 13.5 g (0.119 mol), 20.0 g (0.356 mol), 210 mL",2-benzyloxypyridine,19.0-19.2 g,toluene,reflux,1 hour,95-96%
volume84article29_2_1,"2-benzyloxypyridine, methyl trifluoromethanesulfonate","10.6 g (57.3 mmol), 6.80 mL (60.1 mmol)",2-Benzyloxy-1-methylpyridinium trifluoromethanesulfonate,19.6-19.8 g,toluene,"0°C, ambient temperature",1 hour,98.5-99%
volume84article29_3_1,"2-Benzyloxy-1-methylpyridinium trifluoromethanesulfonate, magnesium oxide, α,α,α-trifluorotoluene, methyl (R)-(-)-3-hydroxy-2-methyl propionate","16.7 g (48.0 mmol), 1.94 g (48.0 mmol), 48 mL, 2.65 mL (23.8 mmol)",Methyl (R)-(-)-3-benzyloxy-2-methyl propanoate,3.77-4.10 g,"α,α,α-trifluorotoluene",83°C,24 hours,76-82%
volume84article30_1_1,"CH2Cl2, aqueous glyoxal solution, magnesium sulfate, (R)-(+)-phenylethylamine, PhMgCl","180 mL, 9.40 mL, 40.0 g, 21.0 mL, 162 mL","1(S),2(S)-Diphenyl-N,N'-bis-[1(R)-phenyl-ethyl]-ethane-1,2-diamine",13.8-14.7 g,Et2O,-78°C to room temperature,"overnight, 2 hours",40-43%
volume84article30_2_1,"cyclohexanedicarboxylic anhydride, glacial acetic acid, 2-(3,4-dimethoxyphenyl)ethylamine","8.50 g (55.1 mmol), 100 mL, 10.1 g (55.4 mmol)","(3aS,7aR)-2-[2-(3,4-Dimethoxyphenyl)-ethyl]-hexahydro-isoindole-1,3-dione",14.2 g,"diethyl ether, Na2CO3 solution, light petroleum ether/ethyl acetate",reflux (120°C),13 hours,81%
volume84article30_3_1,"diamine 2, n-BuLi, imide 3, methyl cyanoformate","8.79 g (20.9 mmol), 8.50 mL (2.5 M in hexanes, 21.3 mmol), 6.00 g (18.9 mmol), 3.00 mL (37.8 mmol)","(3aS,7aS)-2-[2-(3,4-Dimethoxyphenyl)-ethyl]-1,3-dioxo-octahydro-isoindole-3a-carboxylic acid methyl ester",6.20 g,THF,"-78°C, room temperature","30 min, 1 h",87%
volume84article31_1_1,"trimethyl borate, phenethylmagnesium chloride, potassium hydrogen fluoride","10.0 mL (89.2 mmol), 60.0 mL (60.0 mmol), 80.0 mL (360 mmol)",Potassium 2-Phenethyltrifluoroborate,9.84 g,"THF, methanol, acetone, diethyl ether","Dry ice/isopropyl alcohol bath, ice/water bath, 60°C water bath","1.5 hours, 1 hour, 36 hours, 5-10 minutes",77%
volume84article31_2_1,"potassium 2-phenethyltrifluoroborate, 4-bromoacetophenone, potassium carbonate, triphenylphosphine, palladium acetate","7.77 g (36.6 mmol), 6.97 g (35.0 mmol), 14.5 g (105 mmol), 0.275 g (1.05 mmol), 0.118 g (0.53 mmol)",1-(4-Acetylphenyl)-2-phenylethane,5.79 g (74%),"toluene, H2O",95°C,N/A,N/A
volume84article32_1_1,"2-bromo-2-methylpropanoyl bromide, aqueous ammonium hydroxide","50.0 g (217.5 mmol), 28.0-30.0% aqueous ammonium hydroxide (35.7 mL)",2-Bromo-2-methylpropanamide,33.0-33.5 g,water,Below 5°C,1 hour,91.4-93.8%
volume84article32_2_1,"3,4-dihydro-6-hydroxy-1(2H)-naphthalenone, sodium hydroxide, N,N-dimethylacetamide, 2-Bromo-2-methylpropanamide","10.0 g (61.7 mmol), 7.40 g (185 mmol), 90 mL, 30.7 g (185 mmol)","6-Amino-3,4-dihydro-1(2H)-naphthalenone",6.28 g,"N,N-dimethylacetamide","20-30°C, 25-35°C, 50-60°C, reflux","1 hour, 5 hours, 1 hour, 1 hour",63.2%
volume84article33_1_1,"3-Chloropropionic acid, triphenylphosphine","16.3 g (150 mmol), 43.3 g (165 mmol)",2-Carboxyethyltriphenylphosphonium chloride,46.6-46.7 g,"xylenes, acetonitrile","reflux, 60-70°C",3 hours,84%
volume84article33_2_1,"Magnesium turnings, iodomethane, α-tetralone","3.65 g (150 mmol), 9.98 mL (22.7 g, 160 mmol), 14.6 g (100 mmol)","1-Methyl-3,4-dihydronaphthalene",13.1-13.2 g,diethyl ether,Reflux,15 min after each addition,91-92%
volume84article33_3_1,"2-Carboxyethyl-triphenylphosphonium chloride, benzaldehyde, potassium tert-butoxide, dimethyl sulfate, para-acetamidobenzenesulfonyl azide, DBU","26.7 g (72.0 mmol), 6.07 mL (6.37 g, 60.0 mmol), 16.8 g (150 mmol), 11.4 mL (15.1 g, 120 mmol), 18.7 g (78.0 mmol), 11.7 mL (11.9 g, 78.0 mmol)",(E)-Methyl 2-diazo-4-phenylbut-3-enoate,9.3-9.7 g,THF,"0°C, ambient temperature",4 hours,77-80%
volume84article33_4_1,"1-Methyl-3,4-dihydronaphthalene, Rh2(S-DOSP)4, (E)-methyl 2-diazo-4-phenylbut-3-enoate","5.34 g (37.0 mmol), 7.0 mg (0.0037 mmol), 8.23 g (40.7 mmol)","(S,E)-Methyl 2-((R)-4-methyl-1,2-dihydronaphthalen-2-yl)-4-phenylbut-3-enoate",8.0-8.3 g,"2,2-dimethylbutane",Room temperature,10 hours,68-70%
volume84article34_1_1,"60% sodium hydride, dimethyl carbonate, β-Tetralone","8.0 g (200 mmol), 120 mL, 13.3 mL (100 mmol)","Methyl 2-oxo-1,2,3,4-tetrahydronaphthalene-1-carboxylate",16.9-17.8 g,hexanes,"5°C, reflux",12 hours,83-87%
volume84article34_2_1,"diisopropylamine, n-butyllithium, methyl 2-hydroxy-3,4-dihydronaphthalene-1-carboxylate, 1-chloro-3-iodopropane","15.1 mL, 45 mL, 10.0 g, 6.22 mL","3-(3'-chloropropyl)-3,4-dihydronaphthalen-2(1H)-one",8.1-8.2 g,THF,0°C,1 hour,73-74%
volume84article34_3_1,"3-(3-chloropropyl)-3,4-dihydronaphthalen-2(1H)-one, sodium iodide, sodium azide","5.0 g (22 mmol), 3.96 g (26.4 mmol), 2.86 g (44.0 mmol)","3-(3'-azidopropyl)-3,4-dihydronaphthalen-2(1H)-one",4.10-4.24 g,"N,N-dimethylformamide",60°C,12 hours,81-84%
volume84article34_4_1,"3-(3'-Azidopropyl)-3,4-dihydronaphthalen-2(1H)-one",4.0 g (17.44 mmol),"2,3,11,11a-Tetrahydro-1H-benzo[d]pyrrolo[1,2-a]azepin-5(6H)-one",2.87-3.09 g,"trifluoroacetic acid, water, chloroform, sodium bicarbonate","0°C, room temperature","30 min, additional 30 min",82-88%
volume84article35_1_1,"triisopropylsilylacetylene, n-BuLi, Br2","22.0 g (120.6 mmol), 50.7 mL (126.7 mmol), 6.80 mL (132.7 mmol)",1-Bromo-2-triisopropylsilyl-ethyne,30.22-30.24 g,THF,-78°C,30 min,96%
volume84article35_2_1,"1-bromo-2-triisopropylsilylacetylene, R-phenyloxazolidinone, K2CO3, CuSO4•5H2O, 1,10-phenanthroline","28.19 g (107.9 mmol), 17.60 g (107.9 mmol), 29.81 g (215.7 mmol), 2.69 g (10.8 mmol), 3.89 g (21.6 mmol)",(R)-4-Phenyl-3-(2-triisopropylsilyl-ethynyl)oxazolidin-2-one,29.5-32.7 g,toluene,75°C,48 hours,81-88%
