Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume23article15_1_1,"Sodium, absolute ethanol, ethyl acetoacetate, ethyl benzoate, concentrated sulfuric acid","46 g (2 gram atoms), 600 ml, 267 g (260 ml, 2.05 moles), 600 g (570 ml, 4 moles), 100 g",Ethyl benzoylacetate,190-210 g,ethanol,"140-150°C, gradually raised to 180°C",6 hours,50-55%
volume23article16_1_1,"Glacial acetic acid, acetic anhydride, pyridine, bromine","1 l (17.5 moles), 200 ml, 1 ml, 1124 g (360 ml, 7.03 moles)",Bromoacetic acid,845-895 g,N/A,Boiling,N/A,N/A
volume23article16_2_1,"Bromoacetic acid, ethanol, benzene, sulfuric acid",N/A,Ethyl bromoacetate,818 g,"ethanol, benzene",Reflux,N/A,65-70%
volume23article17_1_1,"tert-butyl alcohol, metallic potassium, o-formotoluide","600 ml, 29 g (0.75 gram atom), 68 g (0.5 mole)",Indole,23 g,"water, ether",350-360°C,20 minutes,79%
volume23article18_1_1,"tert-butyl alcohol, potassium, bromoacetal","650 g (820 ml), 39.1 g (1 gram atom), 198 g (1 mole)",Ketene diethylacetal,78-87 g,N/A,"Reflux, 120-130°C, 160°C",16-18 hours,67-75%
volume23article19_1_1,"acetophenone, chlorine","240 g (2 moles), N/A",dichloroacetophenone,340-370 g,glacial acetic acid,60°C,5 hours,90-97%
volume23article19_2_1,"sodium hydroxide, water, dichloroacetophenone, hydrochloric acid","156 g (3.9 moles), 1.4 l, 200 g (1.06 moles), 170 ml",Mandelic acid,136-144 g,"ether, benzene",60°C,"2 hours, 1 hour, 24-48 hours",85-90%
volume23article20_1_1,"l-menthol, sodium, monochloroacetic acid","400 g (2.56 moles), 70 g (3.04 gram atoms), 95 g (1.01 moles)",l-menthoxyacetic acid,166-180 g,toluene,"Reflux, 85-90°C","15 hours, 48 hours",78-84%
volume23article21_1_1,"l-menthoxyacetic acid, thionyl chloride","125 g (0.58 mole), 325 g (198 ml, 2.73 moles)",l-menthoxyacetyl chloride,115-118 g,N/A,reflux,5 hours,85-87%
volume23article22_1_1,"mesitylene, zinc cyanide, aluminum chloride","102 g (118 ml, 0.85 mole), 147 g (1.25 moles), 293 g (2.2 moles)",mesitaldehyde,95-102 g,tetrachloroethane,67-72°C,3 hours,75-81%
volume23article22_2_1,mesitoyl chloride,90 g (0.49 mole),mesitaldehyde,53-60 g,xylene,reflux,N/A,70-80%
volume23article23_1_1,"cyanoacetamide, acetaldehyde, piperidine","520 g (6.2 moles), 137.5 g (3.1 moles), 20 ml","α,α'-Dicyano-β-methylglutaramide",420-425 g,water,"10°C, room temperature","2 hours, 1 hour",71%
volume23article23_2_1,"amide, concentrated hydrochloric acid","400 g, 1 L",β-Methylglutaric acid,238-240 g,water,reflux,8 hours,80%
volume23article24_1_1,"anhydrous stannous chloride, β-naphthonitrile","76 g (0.4 mole), 30.6 g (0.2 mole)",β-naphthaldehyde,23-25 g,ether,110-120°C,overnight,73-80%
volume23article24_2_1,β-naphthoyl chloride,57 g (0.30 mole),β-naphthaldehyde,34.5-38 g,xylene,140-150°C,3 hours,74-81%
volume23article25_1_1,"sodium peroxide, p-nitrobenzoyl chloride","10 g (0.13 mole), 37 g (0.2 mole)",p-nitrobenzoyl peroxide,25-26 g,"water, dry toluene",0-5°C,1.5 hours,86-89%
volume23article26_1_1,"bromine, water, sulfur dioxide, tetrahydropyran","120 g (37.7 ml, 0.75 mole), 50 ml, N/A, 21.5 g (0.25 mole)",pentamethylene bromide,46-47 g,hydrobromic acid,reflux,3 hours,80-82%
volume23article27_1_1,"Acetophenone, Raney nickel catalyst, liquid ammonia","720 g (6 moles), 1 tablespoon, 700 ml (30 moles)",α-phenylethylamine,320-380 g,N/A,150°C,4-6 hours,44-52%
volume23article28_1_1,"benzyl cyanide, liquid ammonia","1 kg (8.55 moles), 150 ml",β-phenylethylamine,860-890 g,ether,120-130°C,<1 hour,83-87%
volume23article29_1_1,"phthalide, bromine","134 g (1 mole), 160 g (53.5 ml, 1 mole)",2-Bromophthalide,175-178 g,carbon dioxide,135-150°C,10-13 hours,82-83%
volume23article29_2_1,2-bromophthalide,N/A,Phthalaldehydic acid,97-102 g,water,N/A,"30 minutes, overnight","78-83% (based on bromo compound), 65-68% (based on phthalide)"
volume23article30_1_1,"Commercial citral, anhydrous sodium sulfite, sodium bicarbonate, 10% aqueous sodium hydroxide","270 g (304 ml, 1.78 moles), 450 g, 320 g, 800 ml",Citral,200-215 g,"water, ether",N/A,5-6 hours,N/A
volume23article30_2_1,"Citral, acetone, sodium, tartaric acid, sodium bisulfite, sodium hydroxide","203 g (230 ml, 1.33 moles), 800 g (110 ml, 13.8 moles), 9.2 g (0.4 mole), 30 g (0.2 mole), N/A, N/A",Pseudoionone,120-130 g,"acetone, ethanol, water, ether",-5°C,5-6 hours,45-49%
volume23article31_1_1,"dry bromobenzene, lithium, α-picoline, acetaldehyde","79 g (0.5 mole), 6.9 g (1 gram atom), 46 g (0.5 mole), 20 g",1-(α-pyridyl)-2-propanol,30-34 g,"dry ether, chloroform","Room temperature, ice-salt bath","1 hour, 15 minutes",44-50%
volume23article32_1_1,"mercuric chloride, zinc dust, ethanol, benzoin, hydrochloric acid","50 g, 200 g (3.06 gram atoms), 500 ml, 100 g (0.48 mole), 500 ml",trans-STILBENE,45-48 g,"water, ethanol",<15°C,4-5 hours,53-57%
volume23article33_1_1,"phosphorus tribromide, tetrahydrofurfuryl alcohol, pyridine","96 g (56.5 ml, 0.36 mole), 102 g (1 mole), 20 g",tetrahydrofurfuryl bromide,90-102 g,benzene,-5°C to room temperature,24-48 hours,53-61%
volume23article34_1_1,"Dihydropyran, Raney nickel catalyst","50.5 g (0.6 mole), 8 g",Tetrahydropyran,Practically quantitative,Ether,N/A,15-20 minutes,N/A
volume23article35_1_1,"benzil, dibenzyl ketone, potassium hydroxide","21 g (0.1 mole), 21 g (0.1 mole), 3 g",tetraphenylcyclopentadienone,35-37 g,ethanol,Reflux,15 minutes,91-96%
volume23article36_1_1,"tetraphenylcyclopentadienone, maleic anhydride, bromobenzene, bromine","35 g (0.094 mole), 9.3 g (0.095 mole), 25 ml, 7 ml",tetrphenylphthalic anhydride,37-38 g,bromobenzene,"reflux, 0-10°C","3.5 hours, 3 hours, 2-3 hours",87-89%
volume23article37_1_1,"p-chlorobiphenyl, ethyl carbonate, sodium","188.5 g (1 mole), 47.2 g (0.4 mole), 30 g",tribiphenylcarbinol,57-65 g,benzene,Reflux,2 hours,35-40%
volume23article38_1_1,"magnesium, bromobenzene, ethyl benzoate","27 g (1.1 gram atoms), 181 g (122 ml, 1.15 moles), 75 g (71.5 ml, 0.5 mole)",triphenylcarbinol,"110-115 g, 116-121 g","anhydrous ether, dry benzene",reflux,1 hour,89-93%
volume23article39_1_1,"Triphenylcarbinol, acetyl chloride","250 g, 50 ml",Triphenylchloromethane,"212-224 g (first crop), 30-37 g (second crop)","Benzene, petroleum ether","Reflux, ice bath","30 minutes (reflux), 1-2 hours (cooling)","79-83% (first crop), 93-95% (total yield)"
volume23article39_2_1,"p,α,α-tribromoacetophenone, aluminum chloride","2 kg (2.28 l, 25.6 moles), 600 g (4.51 moles)",Triphenylchloromethane,"870-940 g (first crop), 70-80 g (second crop from filtrate), 50-135 g (second crop from washings)","benzene, carbon tetrachloride","Ice bath, reflux, 25°C","2 hours (addition of aluminum chloride), 2 hours (reflux)",84-86%
volume24article1_1_1,"Acenaphthene, ceric acetate, sodium bichromate dihydrate","100 g (0.65 mole), 5 g, 325 g (1.1 mole)",Acenaphthenequinone,45-70 g,glacial acetic acid,"40°C, room temperature","2 hours, 8 hours",38-60%
volume24article2_1_1,chloroacetal,38.2 g (0.25 mole),aminoacetal,23-24 g,methanol,-78°C to 140°C,10 hours,71-74%
volume24article3_1_1,"potassium methoxide, acetonitrile","70 g (1 mole), 41 g (1 mole)","4-amino-2,6-dimethylpyrimidine",27.5-28.7 g,purified kerosene,140°C,5 hours,67-70%
volume24article4_1_1,"Sodium cyanide, ammonium chloride, aqueous ammonia, acetophenone","50 g (1 mole), 58.9 g (1.1 moles), 134 ml (2 moles), 120 g (1 mole)",dl-α-amino-α-phenylpropionic acid,66 g (40%),"water, ethanol",60°C,5 hours,40%
volume24article5_1_1,"ethyl formate, hydrazine hydrate","148 g (2 moles), 120 g (2 moles)","4-amino-1,2,4-triazole",55-60 g,95% ethanol,reflux,18 hours,65-71%
volume24article6_1_1,"cuprous cyanide, benzoyl chloride","110 g (1.2 moles), 143 g (118 ml, 1.02 moles)",benzoyl cyanide,80-86 g,N/A,"220-230°C, 305-310°C","1.5 hours, N/A",60-65%
volume24article7_1_1,"benzoyl cyanide, hydrochloric acid","50 g (0.38 mole), 500 ml",benzoylformic acid,42-44 g,"water, ether, carbon tetrachloride",room temperature,5 days,73-77%
volume24article8_1_1,"tert-butyl alcohol, acetic anhydride, anhydrous zinc chloride","200 ml (2.1 moles), 200 ml (2.1 moles), 0.5 g",tert-butyl acetate,129-148 g,N/A,"Reflux, 110°C",2 hours,53-60%
volume24article8_2_1,"tert-butyl alcohol, dimethylaniline, acetyl chloride","147 ml (114 g, 1.5 moles), 212 ml (202 g, 1.67 moles), 113 ml (124 g, 1.58 moles)",tert-butyl acetate,110-119 g,dry ether,reflux,1 hour,63-68%
volume24article8_3_1,"magnesium powder, tert-butyl alcohol, acetyl chloride","12 g (0.5 gram atom), 37 g (0.5 mole), 55 g (0.7 mole)",tert-butyl acetate,37-45 g,ether,"Room temperature, 40-45°C","1 hour, 1 hour, 30 minutes",45-55%
volume24article9_1_1,"o-chloroaniline, hydrobromic acid, sodium nitrite, cuprous bromide","127.5 g (1 mole), 300 ml (2.5 moles), 70 g (1 mole), 79 g (0.55 mole)",o-chlorobromobenzene,170-183 g,water,"0°C, boiling",30 minutes,89-95%
volume24article10_1_1,"phenacyl chloride, n-butyl nitrite, hydrogen chloride","15.4 g (0.1 mole), 10.3 g (11.8 ml, 0.1 mole), N/A",ω-Chloroisonitrosoacetophenone,15-15.7 g,dry ether,N/A,1-2 hours,82-86%
volume24article11_1_1,"4-methylcarbostyril, phosphorus oxychloride","119 g (0.75 mole), 138 g (82.5 ml, 0.9 mole)",2-chlorolepidine,114-118 g,ether,80-85°C,30 minutes,86-89%
volume24article12_1_1,"naphthalene, paraformaldehyde, glacial acetic acid, phosphoric acid, hydrochloric acid","256 g (2 moles), 110 g, 260 ml, 165 ml, 428 g (362 ml, 4.2 moles)",1-chloromethylnaphthalene,195-204 g,"water, potassium carbonate solution, ether",80-85°C,6 hours,74-77%
volume24article13_1_1,"coumarin, bromine","146 g (1 mole), 160 g (1 mole)",coumarin dibromide,215 g,chloroform,room temperature,3 hours,70%
volume24article13_2_1,"potassium hydroxide, coumarin dibromide","450 g (8 moles), 215 g (0.7 mole)",Coumarilic acid,93-100 g,ethanol,"15°C, reflux",30 minutes,82-88%
volume24article14_1_1,"γ-chlorobutyronitrile, sodium hydroxide","103.5 g (1 mole), 150 g (3.75 moles)",Cyclopropanecarboxylic acid,63.5-68 g,"water, sulfuric acid","Steam bath, ice bath","1 hour, 2 hours, 1.5 hours",74-79%
volume24article15_1_1,"3,12-diacetoxy-bisnor-cholanyldiphenylethylene, chromium trioxide, methanol, potassium hydroxide, hydrochloric acid","59.6 g (0.1 mole), 37 g, N/A, N/A, 200 ml",nor-DESOXYCHOLIC ACID,25-30 g,"chloroform, glacial acetic acid, water, ether, acetone","50°C, reflux","10 minutes, 2 hours",57-68%
volume24article16_1_1,"desoxycholic acid, acetyl chloride","100 g (0.255 mole), 50 ml",Methyl desoxycholate,100-103 g,methanol,room temperature,overnight,97-100%
volume24article16_2_1,"phenylmagnesium bromide, bromobenzene, methyl desoxycholate","97.2 g (4 gram atoms), 675 g (450 ml, 4.3 moles), 102 g (0.25 mole)","3,12-Diacetoxy-bisnor-cholanyldiphenylethylene",95-105 g,"dry ether, dry benzene",reflux,3 hours,63.5-70.0%
volume24article17_1_1,"γ-bromopropylphthalimide, di-n-butylamine, hydrochloric acid, potassium hydroxide","107 g (0.40 mole), 107 g (140 ml, 0.83 mole), 120 ml, 80 g",γ-Di-n-butylaminopropylamine,57-60 g,xylene,140-150°C,"10 hours, 6 hours",77-80%
volume24article18_1_1,"sulfanilamide, hydrochloric acid, hydrogen peroxide","50 g (0.29 mole), 500 ml, 65 g (59 ml, 0.58 mole)","3,5-dichlorosulfanilamide",45-50 g,water,45-60°C,15 minutes,65-71%
volume24article18_2_1,"3,5-dichlorosulfanilamide, sulfuric acid",N/A,"2,6-dichloroaniline",23.5-26 g,water,165-195°C,2 hours,"75-80% (based on 3,5-dichlorosulfanilamide) or 50-55% (based on sulfanilamide)"
volume24article18_3_1,"sulfanilamide, hydrobromic acid, hydrogen peroxide","50 g (0.29 mole), 100 ml (0.68 mole), 65 g (59 ml, 0.58 mole)","3,5-dibromosulfanilamide",85-90 g,water,70-75°C,30 minutes,90-94%
volume24article18_4_1,"crude 3,5-dibromosulfanilamide, 70% sulfuric acid","50 g, 250 ml (5 ml/g)","2,6-dibromoaniline",25-30 g,steam,175-180°C,2 hours,66-79%
volume24article19_1_1,"benzophenone hydrazone, yellow oxide of mercury","19.6 g (0.1 mole), 22 g (0.1 mole)",diphenyldiazomethane,17.3-18.6 g,petroleum ether,room temperature,6 hours,89-96%
volume24article20_1_1,"glycine ethyl ester hydrochloride, sodium acetate, sodium nitrite, sulfuric acid","140 g (1 mole), 3 g, 80 g (1.15 moles), 3 ml",ethyl diazoacetate,98 g,"water, ethyl ether",0-2°C,N/A,85%
volume24article22_1_1,"Urethan, sodium wire, ethyl chlorocarbonate","450 g (5 moles), 218 g, 1050 g (9.6 moles)",Ethyl N-tricarboxylate,575-640 g,dry ether,"Reflux, room temperature","2 hours, overnight",51-57%
volume24article23_1_1,"selenious acid, paraldehyde, dioxane, acetic acid","222 g (1.72 moles), 270 ml, 540 ml, 40 ml",glyoxal bisulfite,350-360 g,water,reflux,6 hours,72-74%
volume24article24_1_1,"basic cupric carbonate, ammonia, formaldehyde, fructose, hydrochloric acid, hydrogen sulfide, picric acid","222 g (1 mole), 720 g (800 ml, 12 moles), 112 g (100 ml, 1.3-1.4 moles), 90 g (0.475 mole), N/A, N/A, 60 g (0.26 mole)",Hydroxymethylimidazole picrate,84-94 g,water,"Steam bath, ice bath","30 minutes, 2 hours, 2-3 hours",54-60%
volume24article24_2_1,"37% hydrochloric acid, water, picrate","120 g (100 ml, 1.2 moles), 250 ml, 100 g (0.306 mole)",Hydroxymethylimidazole hydrochloride,37-39 g,benzene,80°C,N/A,90-95%
volume24article25_1_1,"acetoacetanilide, concentrated sulfuric acid","177 g (1 mole), 185 ml",4-methylcarbostyril,138-144 g,"water, methanol","70-75°C, 95°C",N/A,86-91%
volume24article26_1_1,"phenol, ethyl acetoacetate, aluminum chloride","188 g (2 moles), 268 g (2 moles), 532 g (4 moles)",4-methylcoumarin,128-176 g,nitrobenzene,"100°C, 130°C",3 hours,40-55%
volume24article27_1_1,"Pyruvic acid, methanol, p-toluenesulfonic acid","88 g (1 mole), 128 g (4 moles), 0.2 g",Methyl pyruvate,66-73 g,benzene,Reflux (150-155°C),Overnight,65-71%
volume24article28_1_1,"o-nitrotoluene, glacial acetic acid, acetic anhydride, concentrated sulfuric acid, chromium trioxide","50 g (0.36 mole), 600 g (570 ml), 565 ml (612 g, 6 moles), 156 g (85 ml, 1.5 moles), 100 g (1 mole)",o-Nitrobenzaldiacetate,21-22 g,glacial acetic acid,5°C,5 hours,23-24%
volume24article28_2_1,diacetate,51.6 g,o-Nitrobenzaldehyde,23.7 g,"concentrated hydrochloric acid, water, ethanol",reflux,45 minutes,74%
volume24article29_1_1,"p-nitrobenzyl chloride, fused sodium acetate, glacial acetic acid","250 g (1.46 moles), 225 g (2.74 moles), 375 g (6.25 moles)",p-nitrobenzyl acetate,222-233 g,acetic acid,reflux,8-10 hours,78-82%
volume24article30_1_1,"p-nitrobenzyl acetate, sodium hydroxide","218 g (1.12 moles), 380 g (1.43 moles)",p-nitrobenzyl alcohol,110-121 g,methanol,hot,5 minutes,64-71%
volume24article31_1_1,"acetophenone, ethyl chloroacetate, sodium amide","120 g (118.5 ml, 1 mole), 123 g (109 ml, 1 mole), 47.2 g (1.2 moles)",phenylmethylglycidic ester,128-132 g,benzene,15-20°C,2 hours,62-64%
volume24article32_1_1,"bromobenzene, α-tetralone, magnesium","75 g (0.48 mole), 58.4 g (0.4 mole), 11 g (0.45 gram atom)",1-Phenyldialin,35-40 g,ether,"Reflux, steam bath","30 minutes, 1 hour",42-48%
volume24article32_2_1,"powdered sulfur, 1-phenyldialin","6 g (0.18 mole), 35 g (0.17 mole)",1-Phenylnaphthalene,32-33 g,N/A,250-270°C,30 minutes,91-94%
volume24article33_1_1,"sodium, ethanol, phenylmethylglycidic ester","15.5 g (0.67 gram atom), 300 ml, 133 g (0.64 mole)",α-phenylpropionaldehyde,56-60 g,"ethanol, hydrochloric acid","15°C, reflux","overnight, 1.5 hours",65-70%
volume24article34_1_1,"bromobenzene, magnesium, selenium","78.5 g (0.5 mole), 12 g (0.5 gram atom), 38 g (0.48 gram atom)","phenylmagnesium bromide, selenophenol",N/A,dry ether,reflux,30 minutes,57-71%
volume24article35_1_1,"crotonaldehyde, malonic acid, pyridine","80 g (93.2 ml, 1.14 moles), 120 g (1.15 moles), 120 g (122 ml, 1.52 moles)",sorbic acid,36-41 g,N/A,reflux,3 hours,28-32%
volume24article36_1_1,"Sodium azide, lauroyl chloride","46 g (0.7 mole), 109 g (0.5 mole)",Undecyl isocyanate,80-85 g,"water, acetone, benzene","10-15°C, 60-70°C",1 hour,81-86%
volume24article37_1_1,"Allyl cyanide, concentrated hydrochloric acid","67 g (80 ml, 1 mole), 100 ml (1.2 moles)",Vinylacetic acid,30-33 g,"water, chloroform","Reflux, 70-72°C/9 mm","15 minutes, N/A","52-62%, 75-82%"
volume25article1_1_1,"acrolein, ethanol, ammonium chloride","158 g (2.8 moles), 500 ml","β-Ethoxypropionaldehyde, β-Ethoxypropionaldehyde acetal","22-24 g, 166-193 g",absolute ethanol,"30°C, 80°C","1 hour, 3 hours, additional hour","7-8%, 31-39%"
volume25article2_1_1,"2,4-dinitrophenol, ammonium chloride, concentrated aqueous ammonia, sodium sulfide","300 g (1.63 moles), 600 g (11.6 moles), 100 ml, 700 g (5.4 moles)",2-amino-4-nitrophenol,147-153 g,water,70-85°C,N/A,58-61%
volume25article3_1_1,"ethyl benzoylacetate, aniline","42.2 g (0.22 mole), 18.2 ml (18.6 g, 0.20 mole)",benzoylacetanilide,35.5-36.5 g,xylene,145-150°C,30 minutes,74-76%
volume25article4_1_1,"o-nitrophenol, n-butyl bromide, anhydrous potassium carbonate","28 g (0.2 mole), 30 g (0.22 mole), 28 g (0.2 mole)",o-n-butoxynitrobenzene,29-31 g,acetone,reflux,48 hours,75-80%
volume25article5_1_1,"Sodium, n-butyl bromide, bromobenzene","161 g (7 gram atoms), 411 g (321 ml, 3 moles), 471 g (315 ml, 3 moles)",n-butylbenzene,261-281 g,"dry ether, methanol, water, ether",20°C,"2 days, 4 hours",65-70%
volume25article6_1_1,"di-n-butylamine, chlorine, sodium hydroxide, sulfuric acid, water, concentrated sodium hydroxide solution, benzenesulfonyl chloride, 20% sodium hydroxide solution","64.5 g (0.5 mole), N/A, 350 ml, 40 ml, 10 ml, 650 g, 23 g, N/A",1-n-butylpyrrolidine,44-51 g,"ligroin, 0°C, 4-5 days, 30-40 minutes, 120-95°C, 90-100°C, steam distillation",N/A,N/A,70-80%
volume25article7_1_1,"succinic anhydride, methanol","400 g (4 moles), 194 ml (4.8 moles)",Methyl hydrogen succinate,502-507 g,N/A,Reflux,"35 minutes, 15-30 minutes, 30-25 minutes",95-96%
volume25article7_1_2,"p,α,α-tribromoacetophenone, water, sodium hydroxide, hydrochloric acid","89 g (0.25 mole), 100-150 ml, 50 g, N/A",p-Bromomandelic acid,40-48 g,cold water,N/A,4-5 days,69-83%
volume25article7_1_3,"Acetate (R)-3b, lithium aluminum hydride","9.0 g (36.27 mmol), 1.81 g (47.79 mmol)",(3R)-1-(Dimethylphenylsilyl)-1-buten-3-ol,6.27 g (30.42 mmol),cooled Et2O,0°C,15 min,83%
volume25article7_1_4,"methyl (tert-butoxycarbonyl)-glycinate, 1-amino pyridinium iodide, methanol, potassium carbonate","6.80 g (36.0 mmol), 6.67 g (30.0 mmol), 225 mL, 9.95 g (72.0 mmol)",((tert-Butoxycarbonyl)glycyl)(pyridin-1-ium-1-yl)amide,6.39 g,methanol,22°C,64 hours,85%
volume25article7_1_5,"ammonium p-chlorophenyldithiocarbamate, chloroacetic acid, sodium carbonate, zinc chloride","N/A, 28.4 g (0.30 mole), 18.6 g (0.15 mole), 20.5 g (0.15 mole)",p-chlorophenyl isothiocyanate,33-35 g,concentrated aqueous ammonia,room temperature,N/A,65-68%
volume25article7_1_6,"3-chloro-2-buten-1-ol, sodium, ammonium chloride","134 g (1.26 moles), 65 g (2.8 g atoms), 148 g (2.8 moles)",2-butyn-1-ol,66-75 g,water,liquid ammonia,overnight,75-85%
volume25article7_1_7,"ethyl acetoacetate, hydroxyhydroquinone triacetate, sulfuric acid","60 g (0.45 mole), 114 g (0.45 mole), 450 cc",4-methylesculetin,80 g,sulfuric acid,80°C,30 minutes,92%
volume25article7_1_8,"iso-amyl alcohol, hydrobromic acid, sulfuric acid","880 g (10 moles), 2.1 kg (12.5 moles), 100 g",iso-amyl bromide,1330-1360 g,hydrobromic acid,reflux,5-6 hours,88-90%
volume25article7_1_9,"Primary alcohol, aqueous hydrobromic acid, sulfuric acid",N/A,Corresponding alkyl bromide,N/A,water,Reflux,N/A,N/A
volume25article7_2_1,"methyl hydrogen succinate, thionyl chloride","264 g (2 moles), 290 ml (4 moles)",β-Carbomethoxypropionyl chloride,270-278 g,N/A,30-40°C,3 hours,90-93%
volume25article8_1_1,"cyclohexanone, chlorine","294 g (3 moles), 215 g (slightly more than 3 moles)",2-chlorocyclohexanone,240-265 g,water,Ice bath,45 minutes,61-66%
volume25article9_1_1,"sodium, ammonia, benzyl cyanide, bromocyclohexane","8.1 g (0.35 gram atom), 200 ml, 41 g (0.35 mole), 65.2 g (0.4 mole)",α-cyclohexylphenylacetonitrile,45-53 g,"toluene, ether","Room temperature, reflux",2 hours,65-77%
volume25article10_1_1,"30% aqueous methylamine, mesityl oxide, glacial acetic acid, sodium nitrite","250 ml (2.1 moles), 196 g (2 moles), 125 ml, 300 ml",N-Nitroso-β-methylaminoisobutyl methyl ketone,221-257 g,"water, ether",5-35°C,6 hours or longer,70-80%
volume25article10_2_1,"Sodium, isopropyl alcohol, N-nitroso-β-methylaminoisobutyl methyl ketone","1 g, 100 ml, 15.8 g (0.1 mole)",Diazomethane,1.9-2.5 g,"isopropyl alcohol, anhydrous ether",70-75°C,N/A,45-60%
volume25article10_3_1,"sodium, cyclohexanol, N-nitroso-β-methylaminoisobutyl methyl ketone","4 g, 100 ml, 49 g (0.33 mole)",Diazomethane,10-11 g,"cyclohexanol, ether",10°C,N/A,77-84%
volume25article11_1_1,"ethyl oxomalonate, p-xylene, anhydrous stannic chloride","174 g (1 mole), 265 g (2.5 moles), 325 g (1.25 moles)","Ethyl 2,5-dimethylphenylhydroxymalonate",144.5-160 g,ether,"Ice-water bath, room temperature",3 hours,51.5-57%
volume25article11_2_1,"2,5-dimethylphenylhydroxymalonic ester, potassium hydroxide, hydrochloric acid","140 g (0.5 mole), 140 g, 300 ml","2,5-Dimethylmandelic acid",55-63 g,water,Steam bath,"5 hours (alkaline solution), 2 hours (acidification)",63-70%
volume25article12_1_1,"Acetamide, phosphorus pentasulfide, chloroacetone","300 g (5.08 moles), 200 g (0.9 mole), 400 ml (4.97 moles)","2,4-dimethylthiazole",210-230 g,benzene,Reflux,30 minutes,41-45%
volume25article13_1_1,"phenylhydrazine, carbon disulfide","128 ml (1.3 moles), 52 ml (0.86 mole)",Phenylhydrazine salt of β-phenyldithiocarbazic acid,181-185 g,ether,N/A,30 minutes,96-98%
volume25article13_2_1,"phenylhydrazine, N/A",N/A,diphenylthiocarbazide,100-125 g,absolute ethanol,96-98°C,20-30 minutes,60-75%
volume25article13_3_1,"diphenylthiocarbazide, potassium hydroxide, methanol, sulfuric acid, sodium hydroxide",N/A,Dithizone,43-54.8 g,"methanol, water, sodium hydroxide solution","Reflux, ice bath","5 minutes, N/A",50-64%
volume25article14_1_1,"ethyl malonate, benzaldehyde, piperidine","100 g (0.63 mole), 72-76 g, 2-7 ml",ethyl benzalmalonate,137-142 g,benzene,130-140°C,11-18 hours,89-91%
volume25article15_1_1,"sodium ethoxide, ethyl (1-ethylpropylidene) cyanoacetate, methyl iodide","9.2 g (0.40 mole), 72.4 g (0.40 mole), 62.5 g (0.44 mole)",Ethyl (1-ethylpropenyl)methylcyanoacetate,63.5-68 g,ethanol,"-5°C, reflux",15-30 minutes,81-87%
volume25article16_1_1,"ethyl cyanoacetate, diethyl ketone, ammonium acetate, glacial acetic acid","67.8 g (0.60 mole), 56.8 g (0.66 mole), 9.2 g (0.12 mole), 30 g (0.48 mole)",ETHYL (1-ETHYLPROPYLIDENE)CYANOACETATE,65.4-75 g,benzene,160-165°C,24 hours,60.5-68%
volume25article22_1_1,"phosphorus pentoxide, isobutyramide","308 g (2.1 moles), 174 g (2 moles)",isobutyronitrile,96-120 g,N/A,200-220°C,8-10 hours,69-86%
volume25article34_1_1,"cinnamic aldehyde, bromine, anhydrous potassium carbonate","44 g (0.33 mole), 17.1 ml (53.5 g, 0.33 mole), 23 g (0.17 mole)",α-Bromocinnamic aldehyde,52-60 g,"acetic acid, water, ethanol",reflux,30 minutes,75-85%
