Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume33article15_1_1,"benzilic acid, anhydrous aluminum chloride","45.6 g (0.2 mole), 80 g (0.6 mole)",9-fluorenecarboxylic acid,39-41 g,anhydrous thiophene-free benzene,Reflux,3 hours,93-97%
volume33article16_1_1,"acetic anhydride, sulfuric acid, furfural, anhydrous sodium acetate","102 g (1 mole), 0.1 ml, 96 g (1 mole), 0.4 g",furfural diacetate,129-139 g,N/A,10-35°C,20-30 minutes,65-70%
volume33article17_1_1,"phosphorus pentachloride, itaconic acid","234 g (1.1 mole), 65 g (0.5 mole)",itaconyl chloride,47-53 g,N/A,"Reflux, 45°/85 mm, 70-75°/2 mm",N/A,60-66%
volume33article18_1_1,"sodium phenolate, ethyl α-chloroacetoacetate","116 g (1 mole), 165 g (1 mole)",Ethyl 3-methylcoumarilate,188-200 g,thiophene-free benzene,Boiling,4 hours,85-90%
volume33article18_1_2,"Ethyl 3-methylcoumarilate, concentrated sulfuric acid","195 g, 195 ml",3-Methylcoumarilic acid,60-75 g,N/A,<5°C,1 hour,34-42%
volume33article18_1_3,3-Methylcoumarilic acid,50 g,3-Methylcoumarone,31.5-33 g,N/A,280°C,N/A,84-88%
volume33article19_1_1,"33% sulfuric acid, 1,5-naphthalenedisulfonyl chloride, zinc dust amalgam","600 g (2.0 moles), 20 g (0.06 mole), 100 g (1.5 g atoms)","1,5-naphthalenedithiol",7.1-9.1 g,ether,Reflux,6 hours,60-77%
volume33article20_1_1,"Chromium trioxide, naphthalene","120 g (1.2 moles), 64 g (0.5 mole)","1,4-Naphthoquinone",14-17 g,glacial acetic acid,"0°C, room temperature","overnight, 3 days",18-22%
volume33article21_1_1,"Nicotinamide, phosphorus pentoxide","100 g (0.82 mole), 100 g (0.70 mole)",Nicotinonitrile,71-72 g,N/A,N/A,15-20 minutes,83-84%
volume33article22_1_1,"crude m-nitrobenzoic acid, thionyl chloride","200 g (1.2 moles), 500 g (300 ml, 4.2 moles)",m-Nitrobenzoyl chloride,200-217 g,N/A,"Steam bath, reduced pressure","3 hours, N/A",90-98%
volume33article22_2_1,"sodium azide, m-nitrobenzoyl chloride","78 g (1.2 moles), 185.5 g (1 mole)",m-Nitrobenzazide,189 g,"water, acetone",20-25°C,1 hour,98%
volume33article23_1_1,"m-nitroaniline, hydrochloric acid, sodium nitrite, urea, sodium carbonate monohydrate, dimethylamine solution","276 g (2 moles), 250 ml, 144 g (2.09 moles), 8-10 g, 870 g (7 moles), 423 g (2.35 moles)","1-(m-nitrophenyl)-3,3-dimethyltriazene",348-365 g,"water, ethanol, benzene","0°C, 10°C, boiling","15-20 minutes, 25-35 minutes, 1-1.5 hours",89-94%
volume33article23_1_2,"1-(m-nitrophenyl)-3,3-dimethyltriazene, toluenesulfonic acid","116.4 g (0.6 mole), 148 g (0.8 mole)",m-nitrobiphenyl,40-50 g,benzene,reflux,1-1.5 hours,34-42%
volume33article24_1_1,"cinnamaldehyde, acetic anhydride, concentrated nitric acid","55.5 g (50 ml, 0.42 mole), 225 ml, 18 ml",o-nitrocinnamaldehyde,24-34 g,"acetic anhydride, glacial acetic acid",0-5°C,2 days,36-46%
volume33article25_1_1,"m-nitrobenzaldehyde, malonic acid, ethanol, pyridine","151 g (1 mole), 115 g (1.1 moles), 250 ml, 25 ml",m-Nitrocinnamic acid,144-155 g,ethanol,Reflux,6-8 hours,75-80%
volume33article25_1_2,"m-Nitrocinnamic acid, copper powder, quinoline","30 g (0.155 mole), 2 g, 60 ml",m-Nitrostyrene,13-14 g,chloroform,185-195°C,2-3 hours,56-60%
volume33article26_1_1,"Veratraldehyde, nitric acid","70 g (0.42 mole), 350 ml",6-Nitroveratraldehyde,55-60 g,"water, ethanol","18-22°C, boiling","10 minutes, overnight",73-79%
volume33article27_1_1,"sodium amide, liquid ammonia, hydrated ferric nitrate, sodium, tetrahydrofurfuryl chloride, ammonium chloride","80.5 g (3.5 g atoms), 1 L, 1 g, 80.5 g (3.5 g atoms), 120.5 g (1 mole), 177 g (3.3 moles)",4-pentyn-1-ol,63-71 g,ether,N/A,overnight,75-85%
volume33article28_1_1,"Benzaldehyde, phenylacetic acid, triethylamine, acetic anhydride","40.5 ml (42.4 g, 0.40 mole), 54.6 g (0.40 mole), 40 ml, 80 ml",α-phenylcinnamic acid,48-53 g,"water, ethanol",reflux,5 hours,54-59%
volume33article29_1_1,"37% formalin, sulfuric acid, styrene","675 g (8.3 moles), 48 g, 312 g (3 moles)",4-phenyl-m-dioxane,353-436 g,benzene,Reflux,7 hours,72-88%
volume33article30_1_1,"Catechol, sodium hydroxide, phosgene","110 g (1.0 mole), 88 g (2.2 moles), 200-225 g (2.0-2.3 moles)",o-Phenylene carbonate,107-116 g,"water, toluene",0-5°C,1 hour,79-85%
volume33article31_1_1,"dry toluene, sodium, 4-phenyl-m-dioxane, 1-butanol","800 g (925 ml), 168 g (7.3 g atoms), 328 g (2 moles), 311 g (4.2 moles)",3-phenyl-1-propanol,224-227 g,toluene,N/A,30-60 minutes,82.2-83.4%
volume33article32_1_1,"pyridine, peracetic acid","110 g (1.39 moles), 250 ml (285 g, 1.50 moles)",pyridine-N-oxide,N/A,N/A,85°C,N/A,N/A
volume33article32_2_1,"Acetate, hydrogen chloride",N/A,Pyridine-N-oxide hydrochloride,139-152 g,"isopropyl alcohol, ether",Reflux,30 minutes,76-83%
volume33article32_3_1,N/A,N/A,Pyridine-N-oxide,103-110 g,acetic acid,100-105°C,N/A,78-83%
volume33article33_1_1,"lithium aluminum hydride, ethyl α-(1-pyrrolidyl)propionate","21.3 g (0.56 mole), 157.3 g (0.92 mole)",2-(1-pyrrolidyl)propanol,95-106 g,dry ether,reflux,30 minutes,80-90%
volume33article34_1_1,"stearic acid, magnesium oxide","44 g, 20 g (0.5 mole)",Stearone,204-220 g,N/A,100-110°C,10 hours,81-87%
volume33article35_1_1,"α-phenylcinnamic acid, quinoline, copper chromite","46.0 g (0.205 mole), 280 ml (307 g, 2.38 moles), 4.0 g",cis-stilbene,23-24 g,quinoline,210-220°C,1.25 hours,62-65%
volume33article36_1_1,"Hexamethylenetetramine, 3-thenyl bromide","77 g (0.55 mole), 88 g (0.5 mole)",3-Thenaldehyde,30-40 g,chloroform,Reflux,30 minutes,54-72%
volume33article37_1_1,"silver nitrate, sodium hydroxide, 3-thenaldehyde","150 g (0.88 mole), 70 g (1.75 moles), 47.5 g (0.425 mole)",3-thenoic acid,52-53 g,water,Ice bath,5 minutes,95-97%
volume33article38_1_1,"3-methylthiophene, N-bromosuccinimide, benzoyl peroxide","220 g (2.24 moles), 356 g (2 moles), 4 g",3-thenyl bromide,250-280 g,benzene,Reflux,20 minutes,71-79%
volume33article39_1_1,"α,β-dibromohydrocinnamic acid, anhydrous aluminum bromide","308 g (1 mole), 294 g (1.1 moles)","α,β,β-triphenylpropionic acid",200-236 g,benzene,reflux,4 hours,66-78%
volume34article1_1_1,"p-aminoacetophenone, sodium nitrite, quinone, sodium bicarbonate, sodium hydrosulfite, acetic anhydride, sulfuric acid","27 g (0.2 mole), 13.8 g (0.2 mole), 20 g (0.185 mole), 34 g (0.4 mole), 40 g, N/A, 0.5 ml","p-Bromomandelic acid, 2-p-acetylphenylquinone, 2-p-acetylphenylhydroquinone, 2-p-acetylphenylhydroquinone diacetate, p-acetylphenylhydroquinone","40-41 g, 40-41 g, 32-37 g, 32-35 g, 24.8 g","water, chloroform, methanol","0°C, room temperature","15 min, 1 hour, 10 min, overnight, 2 hours","96-98%, 78-92%, 67-73%, quantitative"
volume34article2_1_1,"Silica gel, anhydrous ammonia, azelaic acid","74 g (110 ml), 3.9 moles per hour, 100 g (0.53 mole)",Azelanitrile,50-54 g,"water, ether",500°C,4 hours,63-68%
volume34article3_1_1,"β-naphthol, peracetic acid","20 g (0.14 mole), 88 g (78 ml, 0.46 mole)",o-Carboxycinnamic acid,17.9-18.7 g,glacial acetic acid,25-30°C,"4 hours (addition), 6-8 hours (standing), 4 days (standing)",67-70%
volume34article3_2_1,"o-carboxycinnamic acid, sodium hydroxide, nickel-aluminum alloy","18 g (0.094 mole), 550 ml, 54 g",β-(o-Carboxyphenyl)propionic acid,16.8-17.3 g,water,90-95°C,1 hour,92-95%
volume34article4_1_1,"Sodium, ethanol, diethyl oxalate, ethyl stearate, glacial acetic acid","23 g (1 g atom), 300 ml, 584 g (4 moles), 312 g (1 mole), 66 g (1.1 mole)",Cetylmalonic ester,265-275 g,ethanol,50-60°C,"2-3 hours, 1-1.5 hours",68.5-71%
volume34article5_1_1,"Sodium ethoxide, chlorotrifluoroethylene","2.5 g (0.11 g atom), 233 g (2 moles)","2-Chloro-1,1,2-trifluoroethyl ethyl ether",285-300 g,ethanol,Reflux,2-2.5 hours,88-92%
volume34article6_1_1,"Sodium, ethanol, cyclohexanone, nitromethane, glacial acetic acid, sodium nitrite, sodium bicarbonate","57.5 g (2.5 g atoms), 1.2 l, 245.5 g (258.5 ml, 2.5 moles), 198 g (175 ml, 3.25 moles), 184 g (175 ml, 3 moles), 290 g (4.2 moles), N/A",Cycloheptanone,112-118 g,"water, glacial acetic acid",45 ± 3°C,"3 hours, overnight, 1 hour, 1 hour",40-42%
volume34article6_2_1,"cyclohexanone, p-tolylsulfonylmethylnitrosamide, potassium hydroxide, hydrochloric acid, sodium bisulfite, sodium carbonate","49 g (0.5 mole), 125 g (0.58 mole), 15 g, N/A, 100 g, 125 g",cycloheptanone,18.5-20.2 g,"95% ethanol, water","0°C, 10-20°C","2 hours, 30 minutes, 10 hours",33-36%
volume34article7_1_1,"malonic acid, isobutylene","50.0 g (0.48 mole), 120 ml (about 1.5 moles)",di-tert-butyl malonate,60.0-62.0 g,ether,Room temperature,N/A,58-60%
volume34article7_2_1,"malonic acid, thionyl chloride","52 g (0.5 mole), 120 ml (about 1.65 mole)",malonyl dichloride,50.5-60 g,N/A,"45-50°C, 60°C","3 days, 5-6 hours",72-85%
volume34article7_2_2,"tert-butyl alcohol, dimethylaniline, malonyl dichloride","100 ml (about 1 mole), 80 ml (0.63 mole), 28.0 g (0.2 mole)",di-tert-butyl malonate,35.8-36.2 g,chloroform,reflux,4 hours,83-84%
volume34article8_1_1,"crotonaldehyde, methyl vinyl ether, hydroquinone","286 g (336 ml, 4.08 moles), 294 g (5.06 moles), 1.1 g","3,4-dihydro-2-methoxy-4-methyl-2H-pyran",270-297 g,N/A,200°C,12 hours,52-57%
volume34article9_1_1,"Commercial phenanthrene, maleic anhydride, xylene, sodium hydroxide, water, saturated sodium chloride solution, anhydrous magnesium sulfate, diethylene glycol, ethanol, Raney nickel catalyst","300 g, 90 g, 600 ml, N/A, N/A, N/A, N/A, 52 g, 400 ml, 9 g",Phenanthrene,115-120 g,"xylene, diethylene glycol, ethanol","reflux, N/A, reflux","20 hours, N/A, 3 hours",68-71%
volume34article9_2_1,"Phenanthrene, cyclohexane, copper chromium oxide catalyst","29.5 g (0.17 mole), 70 ml, 1.5 g","9,10-dihydrophenanthrene, phenanthrene",21-23 g,N/A,150°C,1.75-2 hours,70-77%
volume34article10_1_1,"p-nitrotoluene, methanolic potassium hydroxide","100 g (0.73 mole), 2 l","p,p'-dinitrobibenzyl",73-75 g,methanol,10°C,8 hours,74-76%
volume34article11_1_1,"silver nitrite, 1,4-diiodobutane","170 g (1.1 moles), 155 g (0.5 mole)","1,4-dinitrobutane",30-34 g,"absolute ether, benzene, concentrated sulfuric acid","0°C, 25°C, 0-5°C","3 hours, 2 hours, 24 hours, 10 minutes",41-46%
volume34article12_1_1,"succinic anhydride, dimethylglyoxime","100 g (1 mole), 116 g (1 mole)",dimethylfurazan,59-63 g,N/A,150-170°C,N/A,60-64%
volume34article13_1_1,"benzil, hydrazine hydrate","105.1 g (0.5 mole), 76 g (1.30 moles)",diphenylacetylene,60-65 g,"n-propyl alcohol, benzene",reflux,60 hours,67-73%
volume34article14_1_1,"succinic acid, phenol, phosphorus oxychloride","118 g (1 mole), 188 g (2 moles), 138 g (83 ml, 0.9 mole)",diphenyl succinate,167-181 g,benzene,Steam bath,"1.25 hours, additional hour",62-67%
volume34article15_1_1,"sodium, liquid ammonia, hydrated ferric nitrate, diethylchloroacetal","38 g (1.65 g atoms), 500 ml, 0.5 g, 76.5 g (0.50 mole)",ethoxyacetylene,20-21.2 g,"liquid ammonia, sodium chloride","-70°C, 100°C","15-20 minutes, 15 minutes",57-60%
volume34article16_1_1,"crude 2-chloro-1,1,2-trifluoroethyl ethyl ether, sulfuric acid","340 g (2.09 moles), 228 ml (420 g, 4.1 moles)",ethyl chlorofluoroacetate,190-200 g,N/A,5-15°C,2 hours,65-68%
volume34article17_1_1,"enanthaldehyde, ethyl maleate","228 g (2.0 moles), 172 g (1.0 mole)",ethyl enanthylsuccinate,202-216 g,trichloroethylene,reflux,18-24 hours,71-76%
volume34article18_1_1,"cyclohexanone, ethyl chloroacetate, potassium","14.50 g (0.148 mole), 18.15 g (0.148 mole), 6.0 g (0.153 g atom)","ETHYL β,β-PENTAMETHYLENEGLYCIDATE",22.5-26.0 g,"tert-butyl alcohol, ether",10-15°C,1-1.5 hours,83-95%
volume34article19_1_1,"2,3-dimethylbenzyltrimethylammonium iodide, sodium amalgam","100 g (0.33 mole), 2760 g",Hemimellitene,33.5-35.5 g,water,Steam bath,24 hours,85-90%
volume34article21_1_1,"N,N-dimethylbenzylamine, methyl iodide","135 g (1 mole), 190 g (1.34 moles)",Benzyltrimethylammonium iodide,260-274 g,ethanol,Reflux,30 minutes,94-99%
volume34article21_1_2,"Benzyltrimethylammonium iodide, sodium, ferric nitrate","277 g (1 mole), 27.8 g (1.2 g atoms)",2-Methylbenzyldimethylamine,134-141.5 g,liquid ammonia,Room temperature,2 hours,90-95%
volume34article22_1_1,"benzaldehyde, methylamine","31.9 g (0.3 mole), 14 g (0.45 mole)",N-Benzylidenemethylamine,31-34 g,benzene,10°C,1 hour,87-95%
volume34article22_1_2,"benzylmagnesium chloride, N-benzylidenemethylamine","19.5 g (0.8 g atom), 24.0 g (0.2 mole)","N-Methyl-1,2-diphenylethylamine",38.4-40.5 g,anhydrous ether or benzene,reflux,2 hours,91-96%
volume34article22_1_3,"N-methyl-1,2-diphenylethylamine",30 g (0.14 mole),"N-Methyl-1,2-diphenylethylamine hydrochloride",34.2-35.1 g,anhydrous ether,N/A,N/A,97-100%
volume34article23_1_1,"glacial acetic acid, water, calcium cyanamide","57 g (54 ml, 0.75 mole), 135 ml, 40 g (0.5 mole)",Cyanamide,10.5-15.8 g,ether,40-50°C,12-18 hours,50-75%
volume34article23_2_1,"Cyanamide, anhydrous methanol, anhydrous hydrogen chloride",N/A,Methylisourea hydrochloride,1.8-2.1 g per gram of cyanamide,methanol,Room temperature,3-4 days,69-80%
volume34article24_1_1,"3,4-dihydro-2-methoxy-4-methyl-2H-pyran, water, concentrated hydrochloric acid","336 g (2.62 moles), 630 ml, 24 ml","3-methyl-1,5-pentanediol",251-256 g,water,125°C,4 hours,81-83%
volume34article25_1_1,"Anhydrous disodium methylsuccinate, phosphorus heptasulfide","90 g (0.51 mole), 100 g (0.287 mole)",3-methylthiophene,26-30 g,mineral oil,"240-250°C, 275°C","1 hour, additional hour",52-60%
volume34article26_1_1,"phenanthrene, chromic acid, sulfuric acid","100 g (0.56 mole), 210 g (2.1 moles), 450 ml",phenanthrenequinone,52-56 g,water,reflux,20 minutes,44-48%
volume34article27_1_1,"Tetrahydropyran, aniline","258 g (3 mole), 559 g (6 mole)",1-Phenylpiperidine,403-435 g,Nitrogen gas,330-340°C,20-30 minutes,83-90%
volume34article28_1_1,"o-xylene, bromine","117 g (1.1 moles), 700 g (4.4 moles)","α,α,α',α'-Tetrabromo-o-xylene",344-370 g,chloroform,120-175°C,10-14 hours,74-80%
volume34article28_2_1,"α,α,α',α'-tetrabromo-o-xylene, potassium oxalate, ethanol, disodium monohydrogen phosphate dodecahydrate","344-370 g, 275 g, 4 l, 700 g",o-Phthalaldehyde,87-94 g,ethanol,reflux,50 hours,"74-80% based on tetrabromide, 59-64% based on o-xylene"
volume34article29_1_1,"sulfur trioxide, dioxane, styrene",N/A,Sodium β-styrenesulfonate,"380 g (first two crops), 100 g (third crop), 75 g (fourth crop)","ethylene chloride, dioxane, water","Below 10°C, reflux","1 hour (addition), overnight (standing), 2 hours (reflux)",58-65%
volume34article29_1_2,"sodium β-styrenesulfonate, phosphorus pentachloride","100 g, 120 g",β-Styrenesulfonyl chloride,81-86 g,chloroform,Steam bath,4 hours,83-88%
volume34article30_1_1,"Tetralin, oxygen","600 g (4.54 moles), N/A",Tetralin hydroperoxide,80-85 g,Toluene,70°C,24-48 hours,44-57%
volume34article31_1_1,"thionyl chloride, sodium p-toluenesulfinate dihydrate","179 g (109 ml, 1.5 moles), 42.8 g (0.2 mole)",p-toluenesulfinyl chloride,23-26 g,N/A,Room temperature,1.5-2 hours,66-74%
volume34article32_1_1,"p-toluenesulfonyl chloride, 33% aqueous methylamine, sodium hydroxide, sodium nitrite","320 g (1.68 moles), 210 ml (2.1 moles), 70 g, 124 g (1.8 moles)",p-tolylsulfonymethylnitrosamide,306-324 g,"water, glacial acetic acid","80-90°C, below 10°C","15 minutes, 45 minutes",85-90%
volume34article33_1_1,"o-Xylene, bromine","106 g (1 mole), 352 g (2.2 moles)",o-Xylylene dibromide,123-140 g,petroleum ether,"125°C, 60°C","1.5 hours, 30 minutes",48-53%
volume35article1_1_1,"mercuric oxide, concentrated sulfuric acid, water, 1-ethynylcyclohexanol","5 g, 8 ml, 190 ml, 49.7 g (0.40 mole)",1-acetylcyclohexanol,37-38 g,ether,60°C,10 minutes,65-67%
volume35article2_1_1,"o-toluidine, acetic anhydride, nitric acid","107 g (107 ml, 1 mole), 650 ml, 126 ml (2 moles)",2-amino-3-nitrotoluene,75-84 g,"acetic anhydride, nitric acid",12-13°C,1-2 hours,49-55%
volume35article3_1_1,"β-alanine, ethyl cyanoacetate, butanone, glacial acetic acid","0.45 g, 113 g (106 ml, 1.0 mole), 87 g (108 ml, 1.2 moles), 20 ml",Ethyl sec-butylidenecyanoacetate,135-146 g,benzene,Reflux,7-12 hours,81-87.5%
volume35article3_2_1,"Magnesium, benzyl chloride, ethyl sec-butylidenecyanoacetate","19.2 g (0.79 g atom), 100 g (91 ml, 0.79 mol), 110 g (0.66 mole)",Ethyl 3-benzyl-2-cyano-3-methylpentanoate,157-162 g,"ether, benzene","Boiling, reflux","1.5-2.0 hours, 15 minutes, 30 minutes, 1 hour",92-95%
volume35article3_3_1,"potassium hydroxide, ethylene glycol, ethyl 3-benzyl-2-cyano-3-methylpentanoate","67 g (1 mole), 360 ml, 155 g (0.6 mole)",3-Benzyl-3-methylpentanenitrile,102-105 g,ethylene glycol,reflux,3 hours,91-93%
volume35article3_4_1,"3-benzyl-3-methylpentanenitrile, potassium hydroxide, ethylene glycol","93.6 g (0.5 mole), 112 g (1.6 moles), 400 ml",3-Benzyl-3-methylpentanoic acid,94-96 g,ethylene glycol,Reflux,6 hours,91-93%
volume35article4_1_1,"p-bromoacetophenone, bromine, glacial acetic acid","100 g (0.5 mole), 26 ml (0.5 mole), 300 ml","p,α,α-Tribromoacetophenone",130-135 g,glacial acetic acid,20°C,N/A,73-75%
volume35article4_1_2,"p-bromoacetophenone, bromine, glacial acetic acid","100 g (0.5 mole), 26 ml (0.5 mole), 300 ml",p-Bromomandelic acid,40-48 g,water,10°C,4-5 days,69-83%
volume35article4_2_1,"p,α,α-tribromoacetophenone, sodium hydroxide, hydrochloric acid","89 g (0.25 mole), 50 g, N/A",p-Bromomandelic acid,40-48 g,water,Below 10°C,4-5 days,69-83%
volume35article5_1_1,"n-capronitrile, sec-butyl α-bromopropionate","38.9 g (0.40 mole), 125.4 g (0.60 mole)",sec-Butyl α-n-caproylpropionate,46.0-52.9 g,benzene,"Reflux, room temperature","45 minutes, 2 hours",50-58%
volume35article6_1_1,"di-n-butyl d-tartrate, lead tetraacetate","325 g (1.24 moles), 578 g (1.30 moles)",n-butyl glyoxylate,247-280 g,benzene,Below 30°C,1 hour,77-87%
volume35article7_1_1,"1,3-dichloro-2-butene, sodium carbonate, sodium amide, ammonium chloride","250 g (2 moles), 1.25 l, 65 g (2.8 g atoms), 148 g (2.8 moles)",2-butyn-1-ol,66-75 g,"ether, liquid ammonia","reflux, overnight","3 hours, overnight",75-85%
volume35article8_1_1,o-chloronitrobenzene,11.5 g (0.073 mole),o-chloroaniline,N/A,"acetic acid, concentrated sulfuric acid, water",30-45°C,N/A,N/A
volume35article8_1_2,o-chloroaniline,N/A,4-amino-3-chlorophenol,N/A,N/A,N/A,N/A,N/A
volume35article8_1_3,4-amino-3-chlorophenol,N/A,chloro-p-quinone,5.0-5.5 g,ether,Room temperature,N/A,48-53%
volume35article9_1_1,"Betaine hydrochloride, thionyl chloride","307 g (2 moles), 285 g (174 ml, 2.4 moles)",N-Chlorobetainyl chloride,337-344 g,"toluene, benzene, methylene chloride",68-70°C,1.5 hours,98-100%
volume35article10_1_1,"4-chlorophenylacetonitrile, ethyl phenylacetate, sodium","37.8 g (0.25 mole), 50.8 g (0.31 mole), 11.5 g (0.5 g atom)",α-(4-chlorophenyl)-γ-phenylacetoacetonitrile,58-62 g,ethanol,reflux,3 hours,86-92%
volume35article11_1_1,"α-(4-chlorophenyl)-γ-phenylacetoacetonitrile, sulfuric acid","25 g (0.093 mole), 75 ml",1-(p-chlorophenyl)-3-phenyl-2-propanone,12-13 g,ether,Reflux,N/A,53-57%
volume35article12_1_1,"2-aminopyrimidine, hydrochloric acid, sodium nitrite, sodium hydroxide","142 g (1.5 moles), 500 ml, 207 g (3.0 moles), 3.0 moles",2-chloropyrimidine,44-46 g,ether,-15°C to 0°C,"55 minutes, 1 hour",26-27%
volume35article13_1_1,"cholesterol, sodium dichromate dihydrate, acetic acid","25 g (0.065 mole), 64 g (10 oxygen equivalents), 450 ml","Δ4-Cholesten-3,6-dione","9.0-9.3 g (first crop), 0.7-1.2 g (second crop)","benzene, petroleum ether, Claisen's alkali, water, hydrochloric acid, ether, sodium carbonate solution, saturated sodium chloride solution, methanol","15°C, 0°C, room temperature, boiling",40-48 hours,39-40%
volume35article14_1_1,"Cholesterol, cyclohexanone, aluminum isopropoxide","100 g (0.26 mole), 500 ml, 28 g (0.14 mole)",Δ4-cholesten-3-one,81-93 g,toluene,Room temperature,N/A,81-93%
volume35article15_1_1,"cholesterol, bromine, sodium hydroxide, acetic acid, sodium dichromate dihydrate, zinc dust, pyridine, anhydrous oxalic acid","150 g, 68 g, 50 g, 1.2 L, 80 g, 5 g, 40 mL, 100 g","cholesterol dibromide, cholesterol, 5α,6β-dibromocholestan-3-one, Δ5-cholesten-3-one, Δ4-cholesten-3-one","197-199 g, 108-110 g, 171 g, 87-94 g, 88-92 g","ether, acetic acid, acetic acid, acetic acid, acetic acid, ether, acetic acid, U.S.P. ether, acetic acid, acetic acid, acetic acid, U.S.P. ether, acetic acid, methanol, acetic acid, U.S.P. ether, acetic acid, methanol, 95% ethanol","25°C, room temperature, 55-58°C, 15°C, 15-20°C, 25-30°C, 15°C, room temperature, 0-4°C, steam bath, 0-4°C, room temperature, 0-4°C, steam bath, 15 minutes, 10 minutes, 10 minutes, 15 minutes, 10 minutes, 4-5 days, 15 minutes, 64 hours, 15 minutes, 10 minutes, 10 minutes, 10 minutes, 10 minutes","N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A","84-85%, 78-80%, 96%, 71-72%, 68-69%"
volume35article16_1_1,"d-tartaric acid, concentrated sulfuric acid, acetic anhydride","40 g (0.27 mole), 1.2 ml, 136 g (126 ml, 1.33 moles)",diacetyl-d-tartaric anhydride,41-44.5 g,acetic anhydride,reflux,10 minutes,71-77%
volume35article17_1_1,"sodium sulfide enneahydrate, sulfur, diethyl bromoacetal","540 g (2.25 moles), 144 g (4.5 g atoms), 588 g (3 moles)","1,1,1',1'-Tetraethoxyethyl polysulfide",450-500 g,ethanol,Reflux,4 hours,N/A
volume35article17_2_1,"1,1,1'-tetraethoxyethyl polysulfide, sodium, ammonia","500 g (1.38 moles), 200 g (8.7 g atoms), 4.5-5.0 L",Diethyl mercaptoacetal,320-372 g,ether,-35 to -45°C,N/A,"77-90% (based on polysulfide), 71-83% (based on bromoacetal)"
volume35article18_1_1,"tetraethylthiuram disulfide, chlorine","74 g (0.25 mole), 18 g (0.25 mole)",diethylthiocarbamyl chloride,71-72 g,N/A,50-55°C,40 minutes,94-95%
volume35article19_1_1,"2-chloropyrimidine, anhydrous dimethylamine","45.6 g (0.4 mole), N/A",2-(dimethylamino)pyrimidine,40-42.5 g,ethanol,reflux,6 hours,81-86%
volume35article21_1_1,"Silver cyanide, ethyl iodide, potassium cyanide","454 g (3.40 moles), 530 g (3.40 moles), 610 g (9.37 moles)",Ethyl isocyanide,88-102 g,water,"Steam bath, reflux","1.7-2.3 hours, 10 minutes",47-55%
volume35article22_1_1,"Aniline, ethyl orthoformate, concentrated hydrochloric acid","94 g (1.01 moles), 222 g (1.50 moles), 1 ml",Ethyl N-phenylformimidate,118-127 g,ethanol,Room temperature,2.25 hours,78-84%
volume35article23_1_1,"thiourea, furfuryl alcohol, sodium hydroxide","380 g (5 moles), 490 g (434 ml, 5 moles), 225 g",2-furfuryl mercaptan,313-340 g,water,60°C,12 hours,55-60%
volume35article24_1_1,N-cyanoguanidine,42 g (0.5 mole),Guanylthiourea,29.5-32.5 g,water,"75°C for 12 hours, 65-70°C for 25-30 hours",N/A,50-55%
volume35article25_1_1,phenol,100 g (1.06 moles),hexamethylbenzene,112-115 g,methanol,530°C,N/A,65-67%
volume35article26_1_1,"o-methoxybenzaldehyde, nitroethane, n-butylamine","136 g (1.0 mole), 90 g (1.1 moles), 20 ml",1-(o-Methoxyphenyl)-2-nitro-1-propene,N/A,toluene,Rapid reflux,Until water separation ceases,N/A
volume35article26_1_2,"1-(o-Methoxyphenyl)-2-nitro-1-propene, water, powdered iron, ferric chloride, concentrated hydrochloric acid",N/A,o-Methoxyphenylacetone,102-117 g,toluene,75°C,"2 hours (hydrochloric acid addition), 30 minutes (heating and stirring)",63-71%
volume35article27_1_1,"Glacial acetic acid, 40% aqueous dimethylamine solution, 37% aqueous formaldehyde, 2-methylfuran","200 ml, 151 ml (54 g), 90 ml (36 g), 82 g (90 ml)",5-methylfurfuryldimethylamine,96-106 g,water,"Ice bath, steam bath",20 minutes,69-76%
volume35article28_1_1,"thiourea, ethyl acetoacetate, sodium methoxide","76 g (1 mole), 130 g (1 mole), 120 g",2-thio-6-methyluracil,98-119 g,methanol,"Gentle heating on steam bath, Evaporation to dryness",8 hours,69-84%
volume35article28_2_1,"2-thio-6-methyluracil, concentrated aqueous ammonia, Raney nickel catalyst","10 g (0.07 mole), 20 ml, 45 g",4-Methyl-6-hydroxypyrimidine,7.0-7.2 g,distilled water,Reflux,1.5 hours,90-93%
volume35article29_1_1,"styrene, concentrated sulfuric acid, water","50 g (0.48 mole), 100 ml, 150 ml",1-methyl-3-phenylindane,38.5-40.5 g,water,reflux,4 hours + 12 hours,77-81%
volume35article31_1_1,"3-methyl-1,5-pentanediol, copper chromite","197 g (1.67 moles), 10 g",β-methyl-δ-valerolactone,172-180 g,N/A,195-205°C,1.5-3.0 hours,90-95%
volume35article32_1_1,"o-nitrobenzaldehyde, phenylacetic acid, acetic anhydride, triethylamine","30.2 g (0.20 mole), 40 g (0.29 mole), 100 ml (1.08 moles), 20 g (0.20 mole)",trans-o-Nitro-α-phenylcinnamic acid,38-39 g,acetic anhydride,reflux,15 minutes,71-72%
