row_index,field,entry,classification,matched_with,csv_set_size,ann_set_size
290,REACTION_PRODUCT,title compound,TP,,1,2
290,REAGENT_CATALYST,CAS#87413-09-0,FN,,1,2
290,REAGENT_CATALYST,Dess-Martin periodinane,TP,Dess-Martin periodinane,1,2
290,SOLVENT,dichloromethane,TP,dichloromethane,1,1
290,STARTING_MATERIAL,[2-(tert-butyl)-4-methoxypyrimidin-5-yl]methanol,TP,[2-(tert-butyl)-4-methoxypyrimidin-5-yl]methanol,1,1
290,TEMPERATURE,0° C,TP,0° C,1,1
290,TIME,1 h,TP,1 hour,1,1
290,YIELD_OTHER,117 mg,TP,117 mg,1,1
290,YIELD_PERCENT,62%,TP,62%,1,1
291,REACTION_PRODUCT,4-(2-(4-chloro-3-nitrophenoxy)ethyl)morpholine,TP,4-(2-(4-chloro-3-nitrophenoxy)ethyl)morpholine,1,1
291,REAGENT_CATALYST,Cs2CO3,TP,Cs2CO3,2,2
291,REAGENT_CATALYST,KI,TP,KI,2,2
291,SOLVENT,dimethylformamide,TP,dimethylformamide,1,1
291,STARTING_MATERIAL,4-(2-chloro-ethyl)morpholine,TP,4-(2-chloro-ethyl)morpholine,2,2
291,STARTING_MATERIAL,4-chloro-3-nitrophenol,TP,4-chloro-3-nitrophenol,2,2
291,TEMPERATURE,80°C,TP,80°C,1,1
291,TIME,20 h,TP,20 hours,1,1
291,YIELD_OTHER,7.5 g,TP,7.5 g,1,1
291,YIELD_PERCENT,96%,TP,96%,1,1
292,REACTION_PRODUCT,6-Ethynyl-3-methyl-2-phenylquinoline-4-carboxylic acid,TP,6-Ethynyl-3-methyl-2-phenylquinoline-4-carboxylic acid,1,2
292,REACTION_PRODUCT,title compound,TP,,1,2
292,REAGENT_CATALYST,TFA,TP,TFA,2,2
292,REAGENT_CATALYST,sodium hydroxide,TP,sodium hydroxide,2,2
292,SOLVENT,DMSO,FP,,4,3
292,SOLVENT,THF,TP,THF,4,3
292,SOLVENT,aqueous,TP,aqueous,4,3
292,SOLVENT,methanol,TP,methanol,4,3
292,STARTING_MATERIAL,compound from Example 96A,TP,compound from Example 96A,1,1
292,TEMPERATURE,50° C,FN,,3,3
292,TEMPERATURE,50°C,FP,,3,3
292,TEMPERATURE,70° C,FN,,3,3
292,TEMPERATURE,70°C,FP,,3,3
292,TEMPERATURE,RT,TP,RT,3,3
292,TIME,1 h,TP,1 h,3,3
292,TIME,16 h,TP,16 h,3,3
292,TIME,24 h,TP,24 h,3,3
292,YIELD_OTHER,173 mg,TP,173 mg,2,1
292,YIELD_OTHER,purity 100%,FP,,2,1
292,YIELD_PERCENT,45%,TP,45%,1,1
297,REACTION_PRODUCT,"Ethyl 1-(2-methoxyethyl)-2,4-dioxo-3-(2-phenylethyl)-5-(trifluoromethyl)-1,2,3,4-tetrahydrothieno[2,3-d]pyrimidine-6-carboxylate",TP,"Ethyl 1-(2-methoxyethyl)-2,4-dioxo-3-(2-phenylethyl)-5-(trifluoromethyl)-1,2,3,4-tetrahydrothieno[2,3-d]pyrimidine-6-carboxylate",1,2
297,REACTION_PRODUCT,title compound,TP,,1,2
297,REAGENT_CATALYST,2-bromoethyl methyl ether,FP,,2,1
297,REAGENT_CATALYST,caesium carbonate,TP,caesium carbonate,2,1
297,SOLVENT,DMF,TP,DMF,1,1
297,STARTING_MATERIAL,2-bromoethyl methyl ether,FN,,1,2
297,STARTING_MATERIAL,compound from Ex. 164A,TP,compound from Ex. 164A,1,2
297,TEMPERATURE,80° C,TP,80° C,2,2
297,TEMPERATURE,RT,TP,RT,2,2
297,TIME,15 min,TP,15 min,2,2
297,TIME,5.5 h,TP,5.5 h,2,2
297,YIELD_OTHER,0.55 g,TP,0.55 g,3,3
297,YIELD_OTHER,2.28 g,TP,2.28 g,3,3
297,YIELD_OTHER,2.83 g,TP,2.83 g,3,3
297,YIELD_PERCENT,14%,TP,14%,3,3
297,YIELD_PERCENT,63%,TP,63%,3,3
297,YIELD_PERCENT,78%,TP,78%,3,3
299,REACTION_PRODUCT,"3-((3-(((7H-pyrrolo[2,3-d]pyrimidine-4-yl)oxy)methyl)piperidine-1-yl)sulfonyl)benzonitrile",TP,"3-((3-(((7H-pyrrolo[2,3-d]pyrimidine-4-yl)oxy)methyl)piperidine-1-yl)sulfonyl)benzonitrile",1,1
299,REAGENT_CATALYST,"N,N-diisopropylethylamine",TP,"N,N-diisopropylethylamine",1,1
299,SOLVENT,CH2Cl2,FN,,1,2
299,SOLVENT,dichloromethane,TP,dichloromethane,1,2
299,STARTING_MATERIAL,3-cyanobenzenesulfonyl chloride,TP,3-cyanobenzenesulfonyl chloride,2,2
299,STARTING_MATERIAL,"4-(piperidine-3-ylmethoxy)-7H-pyrrolo[2,3-d]pyrimidine",TP,"4-(piperidine-3-ylmethoxy)-7H-pyrrolo[2,3-d]pyrimidine",2,2
299,TEMPERATURE,room temperature,TP,room temperature,1,1
299,TIME,about 1 hour,TP,1 hour,1,1
299,YIELD_OTHER,30.1 mg,TP,30.1 mg,1,1
299,YIELD_PERCENT,about 54.0%,TP,54.0%,1,1
301,REACTION_PRODUCT,1-(4-(diethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1H-imidazol-2-yl)propan-1-one,TP,1-(4-(diethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1H-imidazol-2-yl)propan-1-one,1,2
301,REACTION_PRODUCT,compound of Example 2,FN,,1,2
301,REAGENT_CATALYST,methanol,FN,,1,2
301,REAGENT_CATALYST,sodium borohydride,TP,Sodium borohydride,1,2
301,SOLVENT,methanol,FP,,1,0
301,STARTING_MATERIAL,"1-(4-(diethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1,3-dione",TP,"1-(4-(diethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1,3-dione",1,1
301,TEMPERATURE,room temperature,TP,room temperature,1,1
301,TIME,3 h,TP,3 hours,1,1
301,YIELD_OTHER,0.0561 g,TP,0.0561 g,2,2
301,YIELD_OTHER,0.182 mmol,TP,0.182 mmol,2,2
301,YIELD_PERCENT,70%,TP,70%,1,1
302,REACTION_PRODUCT,1-(4-chlorophenyl)-5-oxopyrrolidine-3-carboxylic acid methyl ester (Compound 73-1),TP,1-(4-chlorophenyl)-5-oxopyrrolidine-3-carboxylic acid methyl ester,1,3
302,REACTION_PRODUCT,1-(4-chlorophenyl)-5-oxopyrrolidine-3-carboxylic acid methyl ester (Compound 73-1),TP,73-1,1,3
302,REACTION_PRODUCT,title compound,TP,,1,3
302,REAGENT_CATALYST,acetyl chloride,FN,,0,1
302,SOLVENT,methanol,FP,,1,0
302,STARTING_MATERIAL,1-(4-chlorophenyl)-5-oxopyrrolidine-3-carboxylic acid,TP,1-(4-chlorophenyl)-5-oxopyrrolidine-3-carboxylic acid,2,3
302,STARTING_MATERIAL,acetyl chloride,FP,,2,3
302,STARTING_MATERIAL,methanol,FN,,2,3
302,STARTING_MATERIAL,methyl orthoformate,FN,,2,3
302,TEMPERATURE,64 °C,TP,64 °C,1,2
302,TEMPERATURE,room temperature,FN,,1,2
302,TIME,1.5 h,TP,1.5 hours,1,1
302,YIELD_OTHER,8.2 g,TP,8.2 g,1,1
302,YIELD_PERCENT,65%,TP,65%,1,1
303,REACTION_PRODUCT,ethyl 4-fluoropiperidine-4-carboxylate hydrochloride,TP,ethyl 4-fluoropiperidine-4-carboxylate hydrochloride,1,1
303,REAGENT_CATALYST,hydrogen chloride,TP,hydrogen chloride,1,1
303,SOLVENT,dichloromethane,TP,dichloromethane,2,2
303,SOLVENT,dioxane,TP,dioxane,2,2
303,STARTING_MATERIAL,"1-tert-butyl 4-ethyl 4-fluoropiperidine-1,4-dicarboxylate",TP,"1-tert-butyl 4-ethyl 4-fluoropiperidine-1,4-dicarboxylate",1,1
303,TEMPERATURE,25° C,TP,25° C,1,1
303,TIME,overnight,FP,,1,0
303,YIELD_OTHER,11 g,TP,11 g,1,1
303,YIELD_PERCENT,95%,TP,95%,1,1
304,REACTION_PRODUCT,9-h,FN,,1,2
304,REACTION_PRODUCT,Intermediate 9-h,TP,Intermediate 9-h,1,2
304,REAGENT_CATALYST,pyridine,TP,Pyridine,2,1
304,REAGENT_CATALYST,trifluoromethane sulfonic anhydride,FP,,2,1
304,STARTING_MATERIAL,Intermediate 9-g,TP,Intermediate 9-g,1,2
304,STARTING_MATERIAL,trifluoromethane sulfonic anhydride,FN,,1,2
304,TEMPERATURE,0° C,TP,0° C,2,2
304,TEMPERATURE,room temperature,TP,room temperature,2,2
304,TIME,2 h,TP,2 hours,1,1
304,YIELD_OTHER,12.2 g,TP,12.2 g,1,1
304,YIELD_PERCENT,85%,TP,85%,1,1
305,REACTION_PRODUCT,"(3R)-3-((3R,5S,6R,7R,10S,13R)-6-ethyl-3,7-dihydroxy-10,13-dimethylhexadecahydr o-1H-cyclopenta[a]phenanthrene-17-yl)butane-1-sulfonic acid",FN,,1,2
305,REACTION_PRODUCT,"(3R)-3-((3R,5S,6R,7R,10S,13R)-6-ethyl-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-17-yl)butane-1-sulfonic acid",FP,,1,2
305,REACTION_PRODUCT,9-ii,FN,,1,2
305,REAGENT_CATALYST,pyridine,FN,,0,1
305,SOLVENT,pyridine,FP,,1,0
305,STARTING_MATERIAL,Compound 9-i,TP,9-i,1,2
305,STARTING_MATERIAL,acetic anhydride,FN,,1,2
305,TEMPERATURE,room temperature,TP,room temperature,1,1
305,TIME,overnight,FP,,1,0
305,YIELD_OTHER,700 mg,TP,700 mg,1,1
305,YIELD_PERCENT,42%,TP,42%,1,1
308,REACTION_PRODUCT,"6-[5-Bromo-6-(2,4-dimethoxy-benzylamino)-pyridin-2-ylmethyl]-5-methyl-[1,2,5]oxadiazolo[3,4-b]pyridin-7-ylamine",TP,"6-[5-Bromo-6-(2,4-dimethoxy-benzylamino)-pyridin-2-ylmethyl]-5-methyl-[1,2,5]oxadiazolo[3,4-b]pyridin-7-ylamine",1,1
308,REAGENT_CATALYST,diisopropylethylamine,TP,diisopropylethylamine,1,1
308,STARTING_MATERIAL,"2,4-dimethoxy-benzylamine",TP,"2,4-dimethoxy-benzylamine",2,3
308,STARTING_MATERIAL,"6-(5-Bromo-6-fluoro-pyridin-2-ylmethyl)-5-methyl-[1,2,5]oxadiazolo[3,4-b]pyridin-7-ylamine",TP,"6-(5-Bromo-6-fluoro-pyridin-2-ylmethyl)-5-methyl-[1,2,5]oxadiazolo[3,4-b]pyridin-7-ylamine",2,3
308,STARTING_MATERIAL,example 22,FN,,2,3
308,TEMPERATURE,120° C,TP,120° C,1,1
308,TIME,18 h,TP,18 hours,1,1
308,YIELD_OTHER,0.15 g,TP,0.15 g,1,1
308,YIELD_PERCENT,58%,TP,58%,1,1
309,REACTION_PRODUCT,Methyl 4-{[(6-bromo-3-hydroxy-2-phenylquinolin-4-yl)carbonyl]amino}bicyclo [2.2.2]octane-1-carboxylate,TP,Methyl 4-{[(6-bromo-3-hydroxy-2-phenylquinolin-4-yl)carbonyl]amino}bicyclo [2.2.2]octane-1-carboxylate,1,2
309,REACTION_PRODUCT,title compound,TP,,1,2
309,REAGENT_CATALYST,DIPEA,TP,DIPEA,2,2
309,REAGENT_CATALYST,HATU,TP,HATU,2,2
309,SOLVENT,DMF,TP,DMF,1,1
309,STARTING_MATERIAL,methyl 4-aminobicyclo[2.2.2]octane-1-carboxylate hydrochloride,TP,methyl 4-aminobicyclo[2.2.2]octane-1-carboxylate hydrochloride,2,2
309,STARTING_MATERIAL,the compound from Example 42A,TP,compound from Example 42A,2,2
309,TEMPERATURE,60° C,TP,60° C,2,2
309,TEMPERATURE,RT,TP,RT,2,2
309,TIME,30 min,TP,30 min,2,1
309,TIME,overnight,FP,,2,1
309,YIELD_OTHER,51 mg,TP,51 mg,2,1
309,YIELD_OTHER,purity 97%,FP,,2,1
309,YIELD_PERCENT,12%,TP,12%,1,1
310,REACTION_PRODUCT,4-(1-(R)-t-Butoxycarbonyl-1-aminomethyl)phenol,TP,4-(1-(R)-t-Butoxycarbonyl-1-aminomethyl)phenol,1,2
310,REACTION_PRODUCT,product,FN,,1,2
310,REAGENT_CATALYST,Sulfuric acid,TP,Sulfuric acid,1,1
310,SOLVENT,"1,4-dioxane",TP,"1,4-dioxane",1,1
310,STARTING_MATERIAL,D-(R)-4-hydroxyphenylglycine,TP,D-(R)-4-hydroxyphenylglycine,1,2
310,STARTING_MATERIAL,isobutylene,FN,,1,2
310,TEMPERATURE,-78°C,TP,-78°C,3,2
310,TEMPERATURE,ice,FP,,3,2
310,TEMPERATURE,room temperature,TP,room temperature,3,2
310,TIME,15 h,TP,15h,1,1
310,YIELD_OTHER,0.55 g,FP,,1,1
310,YIELD_OTHER,0.55g,FN,,1,1
310,YIELD_PERCENT,41%,TP,41%,1,1
311,REACTION_PRODUCT,"1-(3-chlorophenyl)-N-[4,4-dimethyl-1-(2-methylcyclopropyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]methanesulfonamide",TP,"1-(3-chlorophenyl)-N-[4,4-dimethyl-1-(2-methylcyclopropyl)-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl]methanesulfonamide",5,4
311,REACTION_PRODUCT,"4,4-dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",TP,"4,4-dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",5,4
311,REACTION_PRODUCT,"4,4-dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one (purified)",FP,,5,4
311,REACTION_PRODUCT,"6-amino-4,4-dimethyl-1-(2-methylcyclopropyl)-3,4-dihydroquinolin-2(1H)-one",TP,"6-amino-4,4-dimethyl-1-(2-methylcyclopropyl)-3,4-dihydroquinolin-2(1H)-one",5,4
311,REACTION_PRODUCT,"N-(3,3-dimethylacryloyl)-N-(2-methylcyclopropyl)aniline",TP,"N-(3,3-dimethylacryloyl)-N-(2-methylcyclopropyl)aniline",5,4
311,REAGENT_CATALYST,(3-chlorophenyl)methanesulfonyl chloride,FP,,5,6
311,REAGENT_CATALYST,acetic anhydride,FN,,5,6
311,REAGENT_CATALYST,aluminum chloride,FN,,5,6
311,REAGENT_CATALYST,aluminum trichloride,TP,Aluminum trichloride,5,6
311,REAGENT_CATALYST,copper(II) nitrate trihydrate,TP,copper(II) nitrate trihydrate,5,6
311,REAGENT_CATALYST,pyridine,TP,pyridine,5,6
311,REAGENT_CATALYST,tin(II) chloride dihydrate,TP,tin(II) chloride dihydrate,5,6
311,SOLVENT,acetic anhydride,FP,,7,3
311,SOLVENT,acetonitrile,TP,acetonitrile,7,3
311,SOLVENT,aqueous NaOH,FP,,7,3
311,SOLVENT,dichloromethane,TP,dichloromethane,7,3
311,SOLVENT,ethanol,TP,ethanol,7,3
311,SOLVENT,ethyl acetate,FP,,7,3
311,SOLVENT,pyridine,FP,,7,3
311,STARTING_MATERIAL,(3-chlorophenyl)methanesulfonyl chloride,FN,,5,7
311,STARTING_MATERIAL,"3,3-dimethylacryloyl chloride",TP,"3,3-dimethylacryloyl chloride",5,7
311,STARTING_MATERIAL,"4,4-dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",TP,"4,4-Dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",5,7
311,STARTING_MATERIAL,"4,4-dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",TP,"4,4-dimethyl-1-(2-methylcyclopropyl)-6-nitro-3,4-dihydroquinolin-2(1H)-one",5,7
311,STARTING_MATERIAL,"6-amino-4,4-dimethyl-1-(2-methylcyclopropyl)-3,4-dihydroquinolin-2(1H)-one",TP,"6-Amino-4,4-dimethyl-1-(2-methylcyclopropyl)-3,4-dihydroquinolin-2(1H)-one",5,7
311,STARTING_MATERIAL,N-(2-Methylcyclopropyl)aniline,TP,N-(2-Methylcyclopropyl)aniline,5,7
311,STARTING_MATERIAL,"N-(3,3-dimethylacryloyl)-N-(2-methylcyclopropyl)aniline",TP,"N-(3,3-dimethylacryloyl)-N-(2-methylcyclopropyl)aniline",5,7
311,TEMPERATURE,0° C,TP,0° C,4,4
311,TEMPERATURE,60° C,TP,60° C,4,4
311,TEMPERATURE,70° C,TP,70° C,4,4
311,TEMPERATURE,room temperature,TP,room temperature,4,4
311,TIME,1.5 h,TP,1.5 h,5,6
311,TIME,2 h,TP,2 h,5,6
311,TIME,3 h,TP,3 h,5,6
311,TIME,4 h,TP,4 h,5,6
311,TIME,5 h,TP,5 h,5,6
311,TIME,5 min,FN,,5,6
311,YIELD_OTHER,147 mg,TP,147 mg,5,5
311,YIELD_OTHER,1630 mg,TP,1630 mg,5,5
311,YIELD_OTHER,1950 mg,TP,1950 mg,5,5
311,YIELD_OTHER,2.05 g,TP,2.05 g,5,5
311,YIELD_OTHER,6.41 g,TP,6.41 g,5,5
311,YIELD_PERCENT,29%,TP,29%,5,5
311,YIELD_PERCENT,60%,TP,60%,5,5
311,YIELD_PERCENT,72%,TP,72%,5,5
311,YIELD_PERCENT,82%,TP,82%,5,5
311,YIELD_PERCENT,94%,TP,94%,5,5
312,REACTION_PRODUCT,"(R)-N-methyl-N-(1-(naphthalene-2-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(1-(naphthalene-2-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",1,1
312,REAGENT_CATALYST,"N,N-diisopropylethylamine",TP,"N,N-diisopropylethylamine",1,1
312,SOLVENT,CH2Cl2,FN,,1,2
312,SOLVENT,dichloromethane,TP,dichloromethane,1,2
312,STARTING_MATERIAL,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",2,2
312,STARTING_MATERIAL,2-naphthalenesulfonyl chloride,TP,2-naphthalenesulfonyl chloride,2,2
312,TEMPERATURE,room temperature,TP,room temperature,1,1
312,TIME,overnight,FP,,1,0
312,YIELD_OTHER,112 mg,TP,112 mg,1,1
312,YIELD_PERCENT,about 84.7%,TP,84.7%,1,1
313,REACTION_PRODUCT,36-d,FN,,1,1
313,REACTION_PRODUCT,"7-{[8-(4-Methylsulfonyl-2-methoxyphenyl)quinazolin-2-yl]amino}-2,3-dihydro-1-benzofuran-4-carboxamide (Compound 36)",FP,,1,1
313,REAGENT_CATALYST,potassium carbonate,TP,potassium carbonate,1,1
313,SOLVENT,acetonitrile,TP,acetonitrile,1,1
313,STARTING_MATERIAL,Compound 15-d,TP,15-d,2,2
313,STARTING_MATERIAL,benzyl bromide,TP,benzyl bromide,2,2
313,TEMPERATURE,80°C,TP,80°C,2,2
313,TEMPERATURE,room temperature,TP,room temperature,2,2
313,TIME,16 h,TP,16 hours,1,1
313,YIELD_OTHER,1.8 g,TP,1.8 g,1,1
313,YIELD_PERCENT,91%,TP,91%,1,1
314,REACTION_PRODUCT,"5-Methyl-6-[(2-oxo-2,3-dihydro-1H-imidazol-1-yl)methyl]-1-(tetrahydrofuran-2-ylmethyl)-3-(2,2,2-trifluoroethyl)thieno[2,3-d]pyrimidine-2,4(1H,3H)-dione (racemate)",TP,"5-Methyl-6-[(2-oxo-2,3-dihydro-1H-imidazol-1-yl)methyl]-1-(tetrahydrofuran-2-ylmethyl)-3-(2,2,2-trifluoroethyl)thieno[2,3-d]pyrimidine-2,4(1H,3H)-dione (racemate)",1,2
314,REACTION_PRODUCT,title compound,TP,,1,2
314,REAGENT_CATALYST,perchloric acid,TP,perchloric acid,2,1
314,REAGENT_CATALYST,potassium cyanate,FP,,2,1
314,SOLVENT,methanol,TP,methanol,1,2
314,SOLVENT,water,FN,,1,2
314,STARTING_MATERIAL,compound from Ex. 410A,TP,compound from Ex. 410A,1,2
314,STARTING_MATERIAL,potassium cyanate,FN,,1,2
314,TEMPERATURE,RT,TP,RT,1,1
314,TIME,4 days,TP,4 days,2,2
314,TIME,about 42 h,TP,42 h,2,2
314,YIELD_OTHER,275 mg,TP,275 mg,1,1
314,YIELD_PERCENT,47%,TP,47%,1,1
315,REACTION_PRODUCT,"[5-(2-chloro-3-fluorophenyl)-3-(2-methanesulphonyl-ethyl)-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,"[5-(2-chloro-3-fluorophenyl)-3-(2-methanesulphonyl-ethyl)-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",1,1
315,REAGENT_CATALYST,ammonium molybdate tetrahydrate,TP,ammonium molybdate tetrahydrate,2,2
315,REAGENT_CATALYST,hydrogen peroxide,TP,hydrogen peroxide,2,2
315,SOLVENT,aqueous,TP,aqueous,3,2
315,SOLVENT,ethyl acetate,FP,,3,2
315,SOLVENT,water,TP,water,3,2
315,STARTING_MATERIAL,"[5-(2-chloro-3-fluorophenyl)-3-(2-methylsulphanyl-ethyl)-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,"[5-(2-chloro-3-fluorophenyl)-3-(2-methylsulphanyl-ethyl)-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",1,1
315,TEMPERATURE,room temperature,TP,room temperature,1,1
315,TIME,2 h,TP,2 hours,1,1
315,YIELD_OTHER,320 mg,TP,320 mg,1,1
315,YIELD_PERCENT,98%,TP,98%,1,1
316,REACTION_PRODUCT,"(2S,5R)-2-((2-butyl-2-azaspiro[3.3]heptan-6-yl)carbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl hydrogen sulfate",TP,"(2S,5R)-2-((2-butyl-2-azaspiro[3.3]heptan-6-yl)carbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl hydrogen sulfate",1,2
316,REACTION_PRODUCT,title compound,TP,,1,2
316,REAGENT_CATALYST,pyridine,FN,,1,3
316,REAGENT_CATALYST,sulfur trioxide-pyridine complex,TP,sulfur trioxide-pyridine complex,1,3
316,REAGENT_CATALYST,trifluoroacetic acid,FN,,1,3
316,SOLVENT,acetonitrile,FN,,1,1
316,SOLVENT,pyridine,FP,,1,1
316,STARTING_MATERIAL,"(2S,5R)-N-(2-butyl-2-azaspiro[3.3]heptan-6-yl)-6-hydroxyl-7-oxo-1,6-diazabicyclo[3.2.1]octa ne-2-carboxamide",FN,,1,1
316,STARTING_MATERIAL,"(2S,5R)-N-(2-butyl-2-azaspiro[3.3]heptan-6-yl)-6-hydroxyl-7-oxo-1,6-diazabicyclo[3.2.1]octane-2-carboxamide",FP,,1,1
316,TEMPERATURE,25°C,TP,25°C,1,1
316,TIME,17 h,TP,17h,1,1
316,YIELD_OTHER,20 mg,TP,20 mg,1,1
316,YIELD_PERCENT,3.7%,TP,3.7%,1,1
317,REACTION_PRODUCT,27,FN,,1,3
317,REACTION_PRODUCT,"4,4'-(((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(3-hydroxybenzaldehyde",FN,,1,3
317,REACTION_PRODUCT,"4,4'-(((2,2'-Dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(3-hydroxybenzaldehyde)",TP,"4,4'-(((2,2'-dimethyl-[1,1'-biphenyl]-3,3'-diyl)bis(methylene))bis(oxy))bis(3-hydroxybenzaldehyde)",1,3
317,REAGENT_CATALYST,K2CO3,TP,K2CO3,1,1
317,SOLVENT,ACN,TP,ACN,1,1
317,STARTING_MATERIAL,21,FN,,2,3
317,STARTING_MATERIAL,"3,3'-bis(bromomethyl)-2,2'-dimethylbiphenyl",TP,"3,3'-bis(bromomethyl)-2,2'-dimethylbiphenyl",2,3
317,STARTING_MATERIAL,5-formyl-2-hydroxyphenyl acetate,TP,5-formyl-2-hydroxyphenyl acetate,2,3
317,TEMPERATURE,90° C,TP,90° C,1,2
317,TEMPERATURE,room temperature,FN,,1,2
317,TIME,4 h,TP,4 h,1,1
317,YIELD_OTHER,1.1 g,TP,1.1 g,1,1
317,YIELD_PERCENT,83%,TP,83%,1,1
318,REACTION_PRODUCT,Compound 32,TP,32,1,1
318,REAGENT_CATALYST,K2CO3,TP,K2CO3,2,3
318,REAGENT_CATALYST,Pd(PPh3)4,TP,Pd(PPh3)4,2,3
318,REAGENT_CATALYST,hydrogen peroxide,FN,,2,3
318,SOLVENT,H2O,TP,H2O,2,3
318,SOLVENT,THF,TP,THF,2,3
318,SOLVENT,dichloromethane,FN,,2,3
318,STARTING_MATERIAL,Intermediate 1-1,TP,1-1,2,2
318,STARTING_MATERIAL,"diphenyl(3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)phosphane",TP,"diphenyl(3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)phosphane",2,2
318,TEMPERATURE,80° C,TP,80° C,2,2
318,TEMPERATURE,room temperature,TP,room temperature,2,2
318,TIME,16 h,TP,16 hours,2,2
318,TIME,20 h,TP,20 hours,2,2
318,YIELD_OTHER,2.52 g,TP,2.52 g,1,1
318,YIELD_PERCENT,50%,TP,50%,1,1
319,REACTION_PRODUCT,N-(4-(2-aminothiazol-4-yl)phenyl)acetamide,TP,N-(4-(2-aminothiazol-4-yl)phenyl)acetamide,1,1
319,SOLVENT,anhydrous ethanol,TP,ethanol,2,1
319,SOLVENT,tetrahydrofuran,FP,,2,1
319,STARTING_MATERIAL,4-Chloroacetylacetanilide,TP,4-Chloroacetylacetanilide,2,2
319,STARTING_MATERIAL,thiourea,TP,thiourea,2,2
319,TEMPERATURE,120° C,TP,120° C,1,1
319,TIME,30 min,TP,30 min,2,2
319,TIME,40 min,TP,40 min,2,2
319,YIELD_OTHER,1.05 g,TP,1.05 g,1,1
319,YIELD_PERCENT,95%,TP,95%,1,1
320,REACTION_PRODUCT,Ethyl 4-(3-methylisoxazole-5)-benzoate,TP,Ethyl 4-(3-methylisoxazole-5)-benzoate,1,2
320,REACTION_PRODUCT,Ethyl 4-(3-methylisoxazole-5)-benzoate,TP,ethyl 4-(3-methylisoxazole-5)-benzoate,1,2
320,REAGENT_CATALYST,tetrakis(triphenylphosphine)palladium,TP,tetrakis(triphenylphosphine)palladium,1,1
320,SOLVENT,anhydrous dioxane,TP,dioxane,1,1
320,STARTING_MATERIAL,3-Methyl-5-(tri-n-butylmethoxy)isoxazole,TP,3-Methyl-5-(tri-n-butylmethoxy)isoxazole,2,2
320,STARTING_MATERIAL,ethyl 4-bromo-benzoate,TP,ethyl 4-bromo-benzoate,2,2
320,TEMPERATURE,100°C,TP,100°C,2,2
320,TEMPERATURE,20°C,TP,20°C,2,2
320,TIME,2 h,TP,2 hours,1,1
320,YIELD_OTHER,100 mg,TP,100 mg,1,1
320,YIELD_PERCENT,80%,TP,80%,1,1
321,REACTION_PRODUCT,"3-(2-Methoxypropyl)-5-methyl-6-[(5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)methyl]-1-(3,3,3-trifluoropropyl)thieno[2,3-d]pyrimidine-2,4(1H,3H)-dione (racemate)",TP,"3-(2-Methoxypropyl)-5-methyl-6-[(5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)methyl]-1-(3,3,3-trifluoropropyl)thieno[2,3-d]pyrimidine-2,4(1H,3H)-dione (racemate)",1,2
321,REACTION_PRODUCT,title compound,TP,,1,2
321,REAGENT_CATALYST,hydrogen chloride,TP,hydrogen chloride,1,2
