volume,article,raw_name,CAS,CIRsmiles,PubChemsmiles,PubChem_after_cas_check_smiles,PubChem_name_smiles,OPSIN_name_smiles,Processed_name,Processed_PubChemsmiles
17,3,p-benzenediazonium sulfonate ,305-80-6,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N
17,4,"1,2-Aminonaphthol hydrochloride",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2-Amino-1-naphthol hydrochloride,C1=CC=C2C(=C1)C=CC(=C2O)N.Cl
17,4,Orange II,Not Found,Not Found,Not Found,Not Found,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O.[Na+],C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O.[Na+],,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O.[Na+]
17,4,NaO3SC6H4N=NOH,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Sodium 2-hydroxy-5-nitrobenzenesulfonate,Not Found
17,4,"1,2-aminonaphthol",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2-Amino-1-naphthol,C1=CC=C2C(=C1)C=CC(=C2O)N
17,4,sulfuric acid ,7664-93-9,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,,O[S](O)(=O)=O
17,4,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
17,4,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
17,4,hydrogen ,1333-74-0,[H],[H],[H],[H],[H],,[H]
17,4,sodium hydroxide ,1310-73-2,[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],,[OH-].[Na+]
17,4,hydrogen sulfide ,7783-06-4,S,S,S,S,S,,S
17,4,sodium carbonate ,497-19-8,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,,[Na+].[Na+].[O-]C([O-])=O
17,4,sulfur dioxide ,7446-09-5,O=[S]=O,O=[S]=O,O=[S]=O,O=[S]=O,O=[S]=O,,O=[S]=O
17,4,sodium nitrite ,7632-00-0,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,,[Na+].[O-]N=O
17,4,sodium hydrosulfite ,7775-14-6,[Na+].[Na+].[O-][S](=O)[S]([O-])=O,[Na+].[Na+].[O-][S](=O)[S]([O-])=O,[Na+].[Na+].[O-][S](=O)[S]([O-])=O,[Na+].[Na+].[O-][S](=O)[S]([O-])=O,[Na+].[Na+].[O-][S](=O)[S]([O-])=O,,[Na+].[Na+].[O-][S](=O)[S]([O-])=O
17,4,aminonaphthol,Not Found,Not Found,Not Found,Not Found,C1=CC=C2C(=C1)C=CC(=C2O)N,C1=CC=C2C(=C1)C=CC(=C2O)N,,C1=CC=C2C(=C1)C=CC(=C2O)N
17,4,aminonaphthol hydrochloride ,41772-23-0,[Cl-].[NH3+]c1ccc2ccccc2c1O,[Cl-].[NH3+]c1ccc2ccccc2c1O,[Cl-].[NH3+]c1ccc2ccccc2c1O,[Cl-].[NH3+]c1ccc2ccccc2c1O,[Cl-].[NH3+]c1ccc2ccccc2c1O,,[Cl-].[NH3+]c1ccc2ccccc2c1O
17,4,β-naphthol ,135-19-3,Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,,Oc1ccc2ccccc2c1
17,4,stannous chloride,Not Found,Not Found,Not Found,Not Found,Cl[Sn]Cl,Cl[Sn]Cl,,Cl[Sn]Cl
17,4,sodium bisulfite ,7631-90-5,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,,[Na+].[O-][S]([O-])=O
17,4,Raney nickel ,7440-02-0,[Ni],[Ni],[Ni],[Ni],[Ni],,[Ni]
17,4,decolorizing carbon ,7782-42-5,Not Found,[C],[C],[C],[C],,[C]
17,4,zinc ,7440-66-6,[Zn],[Zn],[Zn],[Zn],[Zn],,[Zn]
17,4,sodium sulfide ,1313-82-2,[Na+].[Na+].[SH-],[Na+].[Na+].[SH-],[Na+].[Na+].[SH-],[Na+].[Na+].[SH-],[Na+].[Na+].[SH-],,[Na+].[Na+].[SH-]
17,4,Quinone ,106-51-4,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,,O=C1C=CC(=O)C=C1
17,4,Nitroso-β-naphthol ,131-91-9,Oc1ccc2ccccc2c1N=O,Oc1ccc2ccccc2c1N=O,Oc1ccc2ccccc2c1N=O,Oc1ccc2ccccc2c1N=O,Oc1ccc2ccccc2c1N=O,,Oc1ccc2ccccc2c1N=O
17,4,"2-Naphthol, 1-amino-, hydrochloride,
1-amino-2-naphthol hydrochloride ",1198-27-2,[Cl-].[NH3+]c1c(O)ccc2ccccc12,[Cl-].[NH3+]c1c(O)ccc2ccccc12,[Cl-].[NH3+]c1c(O)ccc2ccccc12,[Cl-].[NH3+]c1c(O)ccc2ccccc12,[Cl-].[NH3+]c1c(O)ccc2ccccc12,,[Cl-].[NH3+]c1c(O)ccc2ccccc12
17,4,sulfanilic acid dihydrate,Not Found,Not Found,Not Found,Not Found,C1=CC(=CC=C1[NH3+])S(=O)(=O)[O-].O.O,C1=CC(=CC=C1[NH3+])S(=O)(=O)[O-].O.O,,C1=CC(=CC=C1[NH3+])S(=O)(=O)[O-].O.O
17,4,stannous chloride dihydrate ,10025-69-1,O.O.[Cl-].[Cl-].[Sn++],O.O.[Cl-].[Cl-].[Sn++],O.O.[Cl-].[Cl-].[Sn++],O.O.[Cl-].[Cl-].[Sn++],O.O.[Cl-].[Cl-].[Sn++],,O.O.[Cl-].[Cl-].[Sn++]
17,4,sulfanilic acid ,121-57-3,Nc1ccc(cc1)[S](O)(=O)=O,Nc1ccc(cc1)[S](O)(=O)=O,Nc1ccc(cc1)[S](O)(=O)=O,Nc1ccc(cc1)[S](O)(=O)=O,Nc1ccc(cc1)[S](O)(=O)=O,,Nc1ccc(cc1)[S](O)(=O)=O
17,4,β-naphthylamine ,91-59-8,Nc1ccc2ccccc2c1,Nc1ccc2ccccc2c1,Nc1ccc2ccccc2c1,Nc1ccc2ccccc2c1,Nc1ccc2ccccc2c1,,Nc1ccc2ccccc2c1
17,4,sodium sulfanilate,Not Found,Not Found,Not Found,Not Found,C1=CC(=CC=C1N)S(=O)(=O)[O-].[Na+],C1=CC(=CC=C1N)S(=O)(=O)[O-].[Na+],,C1=CC(=CC=C1N)S(=O)(=O)[O-].[Na+]
17,4,1-Amino-2-naphthol,Not Found,Not Found,Not Found,Not Found,C1=CC=C2C(=C1)C=CC(=C2N)O,C1=CC=C2C(=C1)C=CC(=C2N)O,,C1=CC=C2C(=C1)C=CC(=C2N)O
17,4,p-benzenediazonium sulfonate ,305-80-6,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N,,[O-][S](=O)(=O)c1ccc(cc1)[N+]#N
27,0,"β,β'-iminopropionitrile",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"3,3'-Iminodipropionitrile",C(CNCCC#N)C#N
27,0,"diethyl-β,β'-iminopropionate",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"Diethyl 2,2'-iminodipropionate",Not Found
27,0,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
27,0,ammonia ,7664-41-7,N,N,N,N,N,,N
27,0,methanol ,67-56-1,CO,CO,CO,CO,CO,,CO
27,0,carbon dioxide ,124-38-9,O=C=O,O=C=O,O=C=O,O=C=O,O=C=O,,O=C=O
27,0,phthalic anhydride ,85-44-9,O=C1OC(=O)c2ccccc12,O=C1OC(=O)c2ccccc12,O=C1OC(=O)c2ccccc12,O=C1OC(=O)c2ccccc12,O=C1OC(=O)c2ccccc12,,O=C1OC(=O)c2ccccc12
27,0,carbon ,7782-42-5,Not Found,[C],[C],[C],[C],,[C]
27,0,Phthalimide ,85-41-6,O=C1NC(=O)c2ccccc12,O=C1NC(=O)c2ccccc12,O=C1NC(=O)c2ccccc12,O=C1NC(=O)c2ccccc12,O=C1NC(=O)c2ccccc12,,O=C1NC(=O)c2ccccc12
27,0,β-hydroxypropionitrile ,109-78-4,OCCC#N,OCCC#N,OCCC#N,OCCC#N,OCCC#N,,OCCC#N
27,0,cyanoacetic acid ,372-09-8,OC(=O)CC#N,OC(=O)CC#N,OC(=O)CC#N,OC(=O)CC#N,OC(=O)CC#N,,OC(=O)CC#N
27,0,barium hydroxide ,17194-00-2,[OH-].[OH-].[Ba++],[OH-].[OH-].[Ba++],[OH-].[OH-].[Ba++],[OH-].[OH-].[Ba++],[OH-].[OH-].[Ba++],,[OH-].[OH-].[Ba++]
27,0,barium carbonate ,513-77-9,[Ba++].[O-]C([O-])=O,[Ba++].[O-]C([O-])=O,[Ba++].[O-]C([O-])=O,[Ba++].[O-]C([O-])=O,[Ba++].[O-]C([O-])=O,,[Ba++].[O-]C([O-])=O
27,0,barium hydroxide octahydrate ,12230-71-6,Not Found,O.O.O.O.O.O.O.O.[OH-].[OH-].[Ba+2],O.O.O.O.O.O.O.O.[OH-].[OH-].[Ba+2],O.O.O.O.O.O.O.O.[OH-].[OH-].[Ba+2],O.O.O.O.O.O.O.O.[OH-].[OH-].[Ba+2],,O.O.O.O.O.O.O.O.[OH-].[OH-].[Ba+2]
27,0,β-Alanine ,107-95-9,NCCC(O)=O,NCCC(O)=O,NCCC(O)=O,NCCC(O)=O,NCCC(O)=O,,NCCC(O)=O
27,0,Succinimide ,123-56-8,O=C1CCC(=O)N1,O=C1CCC(=O)N1,O=C1CCC(=O)N1,O=C1CCC(=O)N1,O=C1CCC(=O)N1,,O=C1CCC(=O)N1
27,0,β-Aminopropionitrile ,151-18-8,NCCC#N,NCCC#N,NCCC#N,NCCC#N,NCCC#N,,NCCC#N
27,0,acrylonitrile ,107-13-1,C=CC#N,C=CC#N,C=CC#N,C=CC#N,C=CC#N,,C=CC#N
27,0,bis-(β-cyanoethyl) amine ,111-94-4,N#CCCNCCC#N,N#CCCNCCC#N,N#CCCNCCC#N,N#CCCNCCC#N,N#CCCNCCC#N,,N#CCCNCCC#N
27,0,bis-(β-cyanoethyl) ether ,1656-48-0,N#CCCOCCC#N,N#CCCOCCC#N,N#CCCOCCC#N,N#CCCOCCC#N,N#CCCOCCC#N,,N#CCCOCCC#N
27,0,bis-(β-cyanoethyl) sulfide ,111-97-7,N#CCCSCCC#N,N#CCCSCCC#N,N#CCCSCCC#N,N#CCCSCCC#N,N#CCCSCCC#N,,N#CCCSCCC#N
27,0,β-phthalimidopropionitrile,Not Found,Not Found,Not Found,Not Found,Not Found,C1(C=2C(C(N1CCC#N)=O)=CC=CC2)=O,,C1(C=2C(C(N1CCC#N)=O)=CC=CC2)=O
27,0,potassium hypobromite,Not Found,Not Found,Not Found,Not Found,[O-]Br.[K+],[O-]Br.[K+],,[O-]Br.[K+]
27,0,"β,β'-iminodipropionic acid",Not Found,Not Found,Not Found,Not Found,Not Found,N(CCC(=O)O)CCC(=O)O,,N(CCC(=O)O)CCC(=O)O
27,1,ammonia ,7664-41-7,N,N,N,N,N,,N
27,1,ammonium hydroxide ,1336-21-6,[NH4+].[OH-],[NH4+].[OH-],[NH4+].[OH-],[NH4+].[OH-],[NH4+].[OH-],,[NH4+].[OH-]
27,1,β-Alanine ,107-95-9,NCCC(O)=O,NCCC(O)=O,NCCC(O)=O,NCCC(O)=O,NCCC(O)=O,,NCCC(O)=O
27,1,"β-Aminopropionitrile,
Propionitrile, β-amino- ",151-18-8,NCCC#N,NCCC#N,NCCC#N,NCCC#N,NCCC#N,,NCCC#N
27,1,acrylonitrile ,107-13-1,C=CC#N,C=CC#N,C=CC#N,C=CC#N,C=CC#N,,C=CC#N
27,1,"bis-(β-cyanoethyl) amine,
bis-(β-CYANOETHYL)-AMINE,
propionitrile, β,β'-iminodi- ",111-94-4,N#CCCNCCC#N,N#CCCNCCC#N,N#CCCNCCC#N,N#CCCNCCC#N,N#CCCNCCC#N,,N#CCCNCCC#N
27,1,β-chloropropionitrile ,542-76-7,ClCCC#N,ClCCC#N,ClCCC#N,ClCCC#N,ClCCC#N,,ClCCC#N
27,1,tris-(β-cyanoethyl) amine,β-cyanoethyl) amine,Not Found,Not Found,Not Found,Not Found,C(#N)CCN(CCC#N)CCC#N,,C(#N)CCN(CCC#N)CCC#N
27,2,α-hydrogen,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
27,2,ethanol ,64-17-5,CCO,CCO,CCO,CCO,CCO,,CCO
27,2,methanol ,67-56-1,CO,CO,CO,CO,CO,,CO
27,2,chloroform ,67-66-3,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,,ClC(Cl)Cl
27,2,hydrogen bromide ,10035-10-6,[H+].[Br-],[H+].[Br-],[H+].[Br-],[H+].[Br-],[H+].[Br-],,[H+].[Br-]
27,2,bromine ,7726-95-6,[Br-],[Br-],[Br-],[Br-],[Br-],,[Br-]
27,2,carbon tetrachloride ,56-23-5,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,,ClC(Cl)(Cl)Cl
27,2,Benzalacetone ,122-57-6,CC(=O)\C=C\c1ccccc1,CC(=O)\C=C\c1ccccc1,CC(=O)\C=C\c1ccccc1,CC(=O)\C=C\c1ccccc1,CC(=O)\C=C\c1ccccc1,,CC(=O)\C=C\c1ccccc1
27,2,carbon disulfide ,75-15-0,S=C=S,S=C=S,S=C=S,S=C=S,S=C=S,,S=C=S
27,2,"Benzalacetone dibromide,
2-Butanone, 3,4-dibromo-4-phenyl- ",6310-44-7,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,,CC(=O)C(Br)C(Br)c1ccccc1
27,2,N-bromosuccinimide ,128-08-5,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,,BrN1C(=O)CCC1=O
27,3,calcium chloride ,10043-52-4,[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],,[Cl-].[Cl-].[Ca++]
27,3,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
27,3,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
27,3,"magnesium,
magnesium turnings ",7439-95-4,[Mg++],[Mg++],[Mg++],[Mg++],[Mg++],,[Mg++]
27,3,Allyl bromide ,106-95-6,BrCC=C,BrCC=C,BrCC=C,BrCC=C,BrCC=C,,BrCC=C
27,3,potassium cyanide ,151-50-8,[K+].[C-]#N,[K+].[C-]#N,[K+].[C-]#N,[K+].[C-]#N,[K+].[C-]#N,,[K+].[C-]#N
27,3,allyl chloride ,107-05-1,ClCC=C,ClCC=C,ClCC=C,ClCC=C,ClCC=C,,ClCC=C
27,3,allyl iodide ,556-56-9,ICC=C,ICC=C,ICC=C,ICC=C,ICC=C,,ICC=C
27,3,aluminum ,7429-90-5,[Al],[Al],[Al],[Al],[Al],,[Al]
27,3,iodine ,7553-56-2,II,II,II,II,II,,II
27,3,sodium ,13966-32-0,[22Na],[22Na],[22Na],[22Na],[22Na],,[22Na]
27,3,"1,2,3-Tribromopropane ",96-11-7,BrCC(Br)CBr,BrCC(Br)CBr,BrCC(Br)CBr,BrCC(Br)CBr,BrCC(Br)CBr,,BrCC(Br)CBr
27,3,magnesium chloride ,7786-30-3,[Mg++].[Cl-].[Cl-],[Mg++].[Cl-].[Cl-],[Mg++].[Cl-].[Cl-],[Mg++].[Cl-].[Cl-],[Mg++].[Cl-].[Cl-],,[Mg++].[Cl-].[Cl-]
27,3,diallyl ether ,557-40-4,C=CCOCC=C,C=CCOCC=C,C=CCOCC=C,C=CCOCC=C,C=CCOCC=C,,C=CCOCC=C
27,3,"Biallyl,
1,5-Hexadiene ",592-42-7,C=CCCC=C,C=CCCC=C,C=CCCC=C,C=CCCC=C,C=CCCC=C,,C=CCCC=C
27,3,allyl mercuric iodide,Not Found,Not Found,Not Found,Not Found,Not Found,C(C=C)[Hg]I,,C(C=C)[Hg]I
27,4,ethanol ,64-17-5,CCO,CCO,CCO,CCO,CCO,,CCO
27,4,acetic acid ,64-19-7,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,,CC(O)=O
27,4,ammonia ,7664-41-7,N,N,N,N,N,,N
27,4,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
27,4,sodium acetate ,127-09-3,[Na+].CC([O-])=O,[Na+].CC([O-])=O,[Na+].CC([O-])=O,[Na+].CC([O-])=O,[Na+].CC([O-])=O,,[Na+].CC([O-])=O
27,4,glycerol ,56-81-5,OCC(O)CO,OCC(O)CO,OCC(O)CO,OCC(O)CO,OCC(O)CO,,OCC(O)CO
27,4,sodium bicarbonate ,144-55-8,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,,[Na+].OC([O-])=O
27,4,sodium chloride ,7647-14-5,[Na+].[Cl-],[Na+].[Cl-],[Na+].[Cl-],[Na+].[Cl-],[Na+].[Cl-],,[Na+].[Cl-]
27,4,sodium bromide ,7647-15-6,[Na+].[Br-],[Na+].[Br-],[Na+].[Br-],[Na+].[Br-],[Na+].[Br-],,[Na+].[Br-]
27,4,sodium sulfate ,7757-82-6,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,,[Na+].[Na+].[O-][S]([O-])(=O)=O
27,4,potassium hydroxide ,1310-58-3,[OH-].[K+],[OH-].[K+],[OH-].[K+],[OH-].[K+],[OH-].[K+],,[OH-].[K+]
27,4,Benzalacetophenone dibromide ,611-91-6,BrC(C(Br)C(=O)c1ccccc1)c2ccccc2,BrC(C(Br)C(=O)c1ccccc1)c2ccccc2,BrC(C(Br)C(=O)c1ccccc1)c2ccccc2,BrC(C(Br)C(=O)c1ccccc1)c2ccccc2,BrC(C(Br)C(=O)c1ccccc1)c2ccccc2,,BrC(C(Br)C(=O)c1ccccc1)c2ccccc2
27,4,Benzalacetone dibromide ,6310-44-7,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,,CC(=O)C(Br)C(Br)c1ccccc1
27,4,α-Bromobenzalacetone,Not Found,Not Found,Not Found,Not Found,Not Found,BrC(C1=CC=CC=C1)=CC(C)=O,,BrC(C1=CC=CC=C1)=CC(C)=O
27,4,"3-Buten-2-one, 3-bromo-4-phenyl- ",31207-17-7,Not Found,CC(=O)/C(=C/C1=CC=CC=C1)/Br,CC(=O)/C(=C/C1=CC=CC=C1)/Br,CC(=O)/C(=C/C1=CC=CC=C1)/Br,CC(=O)/C(=C/C1=CC=CC=C1)/Br,,CC(=O)/C(=C/C1=CC=CC=C1)/Br
27,4,α-bromobenzalacetophenone ,6935-75-7,BrC(=C\c1ccccc1)/C(=O)c2ccccc2,BrC(=C\c1ccccc1)/C(=O)c2ccccc2,BrC(=C\c1ccccc1)/C(=O)c2ccccc2,BrC(=C\c1ccccc1)/C(=O)c2ccccc2,BrC(=C\c1ccccc1)/C(=O)c2ccccc2,,BrC(=C\c1ccccc1)/C(=O)c2ccccc2
37,0,hydrazoic acid,Not Found,Not Found,Not Found,Not Found,N=[N+]=[N-],N=[N+]=[N-],,N=[N+]=[N-]
37,0,dioxime of o-benzoquinone,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,o-benzoquinone dioxime,C1=CC=C(C(=C1)NO)N=O
37,0,o-nitrobenzenediazonium perbromide,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
37,0,o-nitrobenzenediazo-4-semicar-bazinocamphor,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
37,0,ethanol ,64-17-5,CCO,CCO,CCO,CCO,CCO,,CCO
37,0,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
37,0,ammonia ,7664-41-7,N,N,N,N,N,,N
37,0,sodium hydroxide ,1310-73-2,[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],,[OH-].[Na+]
37,0,nitric acid ,7697-37-2,O[N+]([O-])=O,O[N+]([O-])=O,O[N+]([O-])=O,O[N+]([O-])=O,O[N+]([O-])=O,,O[N+]([O-])=O
37,0,nitrogen ,7727-37-9,N#N,N#N,N#N,N#N,N#N,,N#N
37,0,sodium nitrite ,7632-00-0,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,,[Na+].[O-]N=O
37,0,carbon ,7782-42-5,Not Found,[C],[C],[C],[C],,[C]
37,0,chlorine ,7782-50-5,ClCl,ClCl,ClCl,ClCl,ClCl,,ClCl
37,0,potassium hydroxide ,1310-58-3,[OH-].[K+],[OH-].[K+],[OH-].[K+],[OH-].[K+],[OH-].[K+],,[OH-].[K+]
37,0,toluene ,108-88-3,Cc1ccccc1,Cc1ccccc1,Cc1ccccc1,Cc1ccccc1,Cc1ccccc1,,Cc1ccccc1
37,0,sodium hypochlorite ,7681-52-9,[Na+].[O-]Cl,[Na+].[O-]Cl,[Na+].[O-]Cl,[Na+].[O-]Cl,[Na+].[O-]Cl,,[Na+].[O-]Cl
37,0,hydrazine ,302-01-2,NN,NN,NN,NN,NN,,NN
37,0,sodium azide ,26628-22-8,[Na+].[N-]=[N+]=[N-],[Na+].[N-]=[N+]=[N-],[Na+].[N-]=[N+]=[N-],[Na+].[N-]=[N+]=[N-],[Na+].[N-]=[N+]=[N-],,[Na+].[N-]=[N+]=[N-]
37,0,potassium ferricyanide ,13746-66-2,[K+].[K+].[K+].[Fe-3](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N,[K+].[K+].[K+].[Fe-3](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N,[K+].[K+].[K+].[Fe-3](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N,[K+].[K+].[K+].[Fe-3](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N,[K+].[K+].[K+].[Fe-3](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N,,[K+].[K+].[K+].[Fe-3](|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)(|[C]#N)|[C]#N
37,0,"Benzofurazan oxide,
Benzofurazan 1-oxide ",480-96-6,[O-][n+]1onc2ccccc12,[O-][n+]1onc2ccccc12,[O-][n+]1onc2ccccc12,[O-][n+]1onc2ccccc12,[O-][n+]1onc2ccccc12,,[O-][n+]1onc2ccccc12
37,0,phenyl iodosoacetate,Not Found,Not Found,Not Found,Not Found,C1=CC=C(C=C1)OC(=O)CI=O,C1=CC=C(C=C1)OC(=O)CI=O,,C1=CC=C(C=C1)OC(=O)CI=O
37,0,O-benzyl-hydroxylamine hydrochloride ,2687-43-6,[H+].[Cl-].NOCc1ccccc1,[H+].[Cl-].NOCc1ccccc1,[H+].[Cl-].NOCc1ccccc1,[H+].[Cl-].NOCc1ccccc1,[H+].[Cl-].NOCc1ccccc1,,[H+].[Cl-].NOCc1ccccc1
37,0,o-NITROANILINE ,88-74-4,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,,Nc1ccccc1[N+]([O-])=O
37,0,p-nitroaniline ,100-01-6,Nc1ccc(cc1)[N+]([O-])=O,Nc1ccc(cc1)[N+]([O-])=O,Nc1ccc(cc1)[N+]([O-])=O,Nc1ccc(cc1)[N+]([O-])=O,Nc1ccc(cc1)[N+]([O-])=O,,Nc1ccc(cc1)[N+]([O-])=O
37,0,o-NITROPHENYLAZIDE ,1516-58-1,[O-][N+](=O)c1ccccc1N=[N+]=[N-],[O-][N+](=O)c1ccccc1N=[N+]=[N-],[O-][N+](=O)c1ccccc1N=[N+]=[N-],[O-][N+](=O)c1ccccc1N=[N+]=[N-],[O-][N+](=O)c1ccccc1N=[N+]=[N-],,[O-][N+](=O)c1ccccc1N=[N+]=[N-]
37,0,o-nitrobenzenediazonium sulfate,Not Found,Not Found,Not Found,Not Found,Not Found,S(=O)(=O)([O-])[O-].[N+](=O)([O-])C1=C(C=CC=C1)[N+]#N.[N+](=O)([O-])C1=C(C=CC=C1)[N+]#N,,S(=O)(=O)([O-])[O-].[N+](=O)([O-])C1=C(C=CC=C1)[N+]#N.[N+](=O)([O-])C1=C(C=CC=C1)[N+]#N
37,0,o-nitrobenzenediazonium acetate,Not Found,Not Found,Not Found,Not Found,Not Found,C(C)(=O)[O-].[N+](=O)([O-])C1=C(C=CC=C1)[N+]#N,,C(C)(=O)[O-].[N+](=O)([O-])C1=C(C=CC=C1)[N+]#N
37,0,o-nitrophenylhydrazine ,3034-19-3,[Cl-].[NH3+]Nc1ccccc1[N+]([O-])=O,[Cl-].[NH3+]Nc1ccccc1[N+]([O-])=O,[Cl-].[NH3+]Nc1ccccc1[N+]([O-])=O,[Cl-].[NH3+]Nc1ccccc1[N+]([O-])=O,[Cl-].[NH3+]Nc1ccccc1[N+]([O-])=O,,[Cl-].[NH3+]Nc1ccccc1[N+]([O-])=O
37,1,petroleum ether,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
37,1,Benzene ,71-43-2,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,,c1ccccc1
