Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume67article15_1_2,"aqueous potassium hydroxide, tetrahydrofuran, ethyl ether, 2,2-dimethyl-4-oxopentanal","600 mL, 300 mL, 1350 mL, 165.1 g (1.29 mol)","4,4-Dimethyl-2-cyclopenten-1-one",89.7 g (63%),ethyl ether,Reflux,66 hours,63%
volume67article16_1_1,"butyllithium, diisopropylamine, ethyl decanoate, diphenylmethylchlorosilane","39.2 mL (52.5 mmol), 7.4 mL (5.31 g; 52.5 mmol), 11.6 mL (10.0 g; 50 mmol), 10.3 mL (11.6 g; 50 mmol)",Ethyl 2-(diphenylmethylsilyl)decanoate,18.4-18.7 g,tetrahydrofuran,-78°C to ambient temperature,8 hours,93-94%
volume67article16_1_2,"methylmagnesium bromide, ethyl 2-(diphenylmethylsilyl)decanoate, methyllithium, potassium tert-butoxide","87 mL (260 mmol), 52 g (130 mmol), 244 mL (390 mmol), 29.2 g (260 mmol)",2-Methyl-2-undecene,11.3 g,tetrahydrofuran,reflux,24 hours,51.8%
volume67article17_1_1,"chloromethyltrimethylsilane, benzylamine","12.58 g (0.1 mol), 33.1 g (0.3 mol)",N-Benzyl-N-(trimethylsilyl)methylamine,11.6-15.3 g,ether,200°C,2.5 hours,58-72%
volume67article17_1_2,"N-benzyl-N-(trimethylsilyl)methylamine, 37% aqueous formaldehyde solution, methanol, potassium carbonate","10.0 g (51.7 mmol), 6.0 g (74 mmol), 6 mL (0.15 mol), 4.0 g",N-Benzyl-N-methoxymethyl-N-(trimethylsilyl)methylamine,6.8-8.6 g,ether,"0°C, 25°C","1 hour, 12 hours",54-69%
volume67article17_1_3,"N-benzyl-N-methoxymethyl-N-(trimethylsilyl)methylamine, N-phenylmaleimide, lithium fluoride","10.0 g (0.042 mol), 7.3 g (0.042 mol), 1.7 g (0.063 mol)","2,6-dioxo-1-phenyl-4-benzyl-1,4-diazabicyclo[3.3.0]octane",9.2-9.6 g,acetonitrile,N/A,3 hours,72-75%
volume67article18_1_1,"dimethylformamide, triethylamine, chlorotrimethylsilane, cyclohexanone","300 mL, 110.3 g (1.1 mol), 58.3 g (0.54 mol), 40.0 g (0.41 mol)",1-trimethylsiloxycyclohexene,53-54 g,pentane,reflux,48 hours,76-77%
volume67article18_1_2,"dichloromethane, 3-butyn-2-ol, dicobalt octacarbonyl","200 mL, 13.0 g (0.185 mol), 65.0 g (0.19 mol)",Hexacarbonyl(1-methyl-2-propynylium)dicobalt tetrafluoroborate,60-61 g,propionic anhydride,N/A,4-5 hours,76-77%
volume67article18_1_3,"dichloromethane, hexacarbonyl(1-methyl-2-propynylium)dicobalt tetrafluoroborate","150 mL, 60.0 g (0.141 mol)",2-(1-Methyl-2-propynyl)cyclohexanone,15.0-15.2 g,acetone,-78°C to room temperature,4 hours,71-72%
volume67article19_1_1,"p-toluenesulfonyl chloride, aluminum chloride, bis(trimethylsilyl)acetylene","41.9 g, 29.4 g, 34.0 g",p-Tolyl 2-(trimethylsilyl)ethynyl sulfone,39.7-40.4 g,dichloromethane,"0°C, room temperature",12 hours,79-80%
volume67article19_1_2,p-tolyl 2-(trimethylsilyl)ethynyl sulfone,25.2 g,Ethynyl p-tolyl sulfone,15.0 g,methanol,30°C,N/A,83%
volume67article20_1_1,"benzenesulfonyl hydrazide, phenylseleninic acid","17.2 g (100 mmol), 18.9 g (100 mmol)",Phenyl benzeneselenosulfonate,24.3-25.2 g,dichloromethane,25°C,1 hour,83-85%
volume67article20_1_2,"phenyl benzeneselenosulfonate, carbon tetrachloride, cyclopentene","15.0 g, 160 mL, 11.1 mL",1-(Phenylsulfonyl)cyclopentene,8.28-9.19 g,dichloromethane,Room temperature,45 minutes,79-87%
volume67article21_1_1,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_2,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_3,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_4,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_5,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_6,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_7,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_8,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_9,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_10,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article21_1_11,"1-(phenylsulfonyl)cyclopentene, 1-methoxy-3-(trimethylsiloxy)-1,3-butadiene, xylene","8.76 g (42.1 mmol), 8.75 g (50.9 mmol), 8 mL",4-Oxo-1-(phenylsulfonyl)-cis-bicyclo[4.3.0]non-2-ene,4.33 g,"tetrahydrofuran, 2 N hydrochloric acid",123-125°C,"3 days, 24 hours",44-49%
volume67article22_1_1,"O-methylcaprolactim, Meldrum's acid, nickel acetylacetonate monohydrate","50.8 g (0.40 mol), 57.6 g (0.40 mol), 0.25 g",Isopropylidene α-(hexahydroazepinylidene-2)malonate,77-78 g,anhydrous chloroform,reflux,12 hours,81-82%
volume67article22_1_2,"sodium ethoxide, isopropylidene α-(hexahydroazepinylidene-2)malonate","8.3 g (0.36 mol), 71.7 g (0.30 mol)",Ethyl α-(hexahydroazepinylidene-2)acetate,43-44 g,absolute ethanol,reflux,12 hours,78-80%
volume67article23_1_1,"(S)-(−)-perillyl alcohol, triisobutylaluminum, diiodomethane","10.65 g (0.07 mol), 37.3 mL (0.147 mol), 7.3 mL (0.091 mol)",1-hydroxymethyl-4-(1-methylcyclopropyl)-1-cyclohexene,10.64-11.13 g,dichloromethane,room temperature,4 hours,92-96%
volume67article24_1_1,"tetraisopropyl orthotitanate, titanium tetrachloride, methyllithium, 3-nitrobenzaldehyde","16.0 mL (57.7 mmol), 2.1 mL (19.2 mmol), 62 mL (77 mmol), 10.6 g (70 mmol)",3'-nitro-1-phenylethanol,9.9-10.4 g,tetrahydrofuran,room temperature,1 hour,85-89%
volume67article25_1_1,"rhodium on carbon, tetrahydrofuran, nitrobenzene, hydrazine hydrate","1.1 g, 200 ml, 41.0 g, 17.0 g",N-Phenylhydroxylamine,N/A,N/A,25-30°C,2 hours,N/A
volume67article25_1_2,"N-phenylhydroxylamine, sodium bicarbonate, acetyl chloride, sodium hydroxide",N/A,N-Acetyl-N-phenylhydroxylamine,39.3-40.1 g,"water, tetrahydrofuran, petroleum ether, methylene chloride","-4°C, below 0°C, below 20°C, 10°C","1 hour, 30 minutes, N/A",79-80%
volume67article26_1_1,"4-bromobutanenitrile, methanol, hydrogen chloride","29.6 g (0.20 mol), 7.7 g (0.24 mol), 18.2 g (0.50 mol)",Methyl 4-bromo-1-butanimidate hydrochloride,39.0 g,dry ether,-5°C,48 hours - 5 days,90%
volume67article26_1_2,"Methyl 4-bromo-1-butanimidate hydrochloride, hexane, methanol","38.9 g (0.18 mol), 450 mL, 17.3 g (0.54 mol)",Trimethyl ortho-4-bromobutanoate,36.4-36.7 g,dry hexane,room temperature,48 hours,89-90%
volume67article26_1_3,"Lithium wire, propargyl alcohol, trimethyl ortho-4-bromobutanoate",N/A,Methyl 7-hydroxyhept-5-ynoate,16.8 g,anhydrous ammonia,-33°C,16-18 hours,67%
volume67article27_1_1,"2,4-pentanedione, trimethyl orthoformate, p-toluenesulfonic acid","25.0 g (250 mmol), 26.53 g (250 mmol), 0.54 g (2.8 mmol)",4-Methoxy-3-penten-2-one,17.3-18.8 g,"methanol, CCl4",55°C,5 hours,61-66%
volume67article28_1_1,"1,3-dithiane, butyllithium, 2-cyclohexen-1-one","12 g (0.1 mol), 40 mL (2.5 M, 0.1 mol), 9.6 g (0.1 mol)","1-(1,3-Dithian-2-yl)-2-cyclohexen-1-ol",14.0-14.7 g,tetrahydrofuran,"-78°C, 0°C","2 hours, 18 hours",65-68%
volume67article28_1_2,"1-(1,3-Dithian-2-yl)-2-cyclohexen-1-ol, red mercuric oxide, boron trifluoride etherate","5.5 g (0.025 mol), 11 g (0.051 mol), 7.2 g (0.051 mol)",3-Hydroxy-1-cyclohexene-1-carboxaldehyde,1.5-1.6 g,tetrahydrofuran,reflux,"2 hours, 1 hour",47-50%
volume67article29_1_1,"1-ethoxy-1-trimethylsiloxycyclopropane, phosphorus tribromide, hydrobromic acid","84.1 g (0.483 mol), 35.6 mL (103 g, 0.379 mol), 0.5 mL",1-Bromo-1-ethoxycyclopropane,47.0-57.6 g,diethyl ether,Room temperature,6 hours,59-72%
volume67article29_1_2,"1-bromo-1-ethoxycyclopropane, tert-butyllithium, crotonaldehyde","26.4 g (0.16 mol), 177 mL (19.2 g, 0.30 mol), 7.0 g (0.10 mol)",(E)-1-Ethoxy-1-(1-hydroxy-2-butenyl)cyclopropane,14.2-15.6 g,diethyl ether,-78°C to 0°C,10 minutes,N/A
volume67article29_1_3,"(E)-1-ethoxy-1-(1-hydroxy-2-butenyl)cyclopropane, fluoboric acid","15.3 g (0.098 mol), 6.6 mL (4.3 g, 0.049 mol)",(E)-2-(1-Propenyl)cyclobutanone,7.2-8.3 g,diethyl ether,Room temperature,15 minutes,66-75%
volume67article30_1_1,"sodium hypochlorite, morpholine","250 mL of 1.5 M solution, 30 mL (0.34 mol)",N-Chloromorpholine,35.5-36.5 g,diethyl ether,Below 10°C,5 min,86-88%
volume67article30_1_2,"80% sulfuric acid, 2-chloromethoxybenzene, N-chloromorpholine","250 mL, 16 g (0.11 mol), 14.5 g (0.12 mol)","2,4-Dichloromethoxybenzene",15.2-16.0 g,diethyl ether,"Ice bath, 0°C",1 hr,77-81%
volume68article1_1_1,"Magnesium turnings, diethyl ether, chloromethyltrimethylsilane","10.7 g (0.44 g-atom), 40 mL, 45.4 g (0.37 mol)",Trimethylsilylmethylmagnesium chloride,N/A,diethyl ether,"Room temperature, reflux","15 min, 1 hr",N/A
volume68article1_1_2,"Diphenyl phosphorazidate, anhydrous diethyl ether","91.2 g (0.33 mol), 350 mL",Trimethylsilyldiazomethane,220-230 mmol,diethyl ether,-15°C,"2 hr, 14-16 hr, 0.5 hr",67-70%
volume68article2_1_1,"thiophenol, triethylamine, pentane, sulfuryl chloride","21 mL, 0.25 mL, 100 mL, 19 mL",Phenylsulfenyl chloride,26 g,pentane,0°C to room temperature,1 hour,87%
volume68article2_1_2,"sodium metal, absolute ethanol, nitromethane, tetrahydrofuran (THF)","4.8 g, 100 mL, 12 g, 250 mL",(Phenylthio)nitromethane,14 g,THF,N/A,10 minutes,50%
volume68article3_1_1,"butyllithium, tetrahydrofuran, acetylene, (−)-fenchone","157 mL of 2.1 M solution (0.330 mol), 70 mL, 30 mL, 48.4 mL (0.300 mol)","1-methyl-2-ethynyl-endo-3,3-dimethyl-2-norbornanol",48.2 g (90%),THF,-78°C to room temperature,3 hours,90%
volume68article4_1_1,"methyl vinyl ether, tert-butyllithium, chlorotrimethylsilane","72 g (1.2 mol), 1.0 mol, 84.6 g (0.78 mol)",1-(methoxyvinyl) trimethylsilane,89-95 g,tetrahydrofuran,-78°C to room temperature,"1.5 hours, 1 hour",88-94%
volume68article4_1_2,"1-(methoxyvinyl)trimethylsilane, acetone, 1.0 M aqueous hydrochloric acid","65 g (0.50 mol), 300 mL, N/A",acetyltrimethylsilane,45-48 g,"acetone, 1.0 M aqueous hydrochloric acid",room temperature,1 hour,78-83%
volume68article5_1_1,"zinc-copper couple, 1-hexyne, trichloroacetyl chloride","39.23 g (0.60 mol), 23.0 mL (0.20 mol), 44.6 mL (0.40 mol)","3-Butyl-4,4-dichlorocyclobutenone",29.5-30.0 g,"diethyl ether, dimethoxyethane",N/A,18 hours,76-78%
volume68article5_1_2,"zinc dust, tetramethylethylenediamine, glacial acetic acid, 3-butyl-4,4-dichlorocyclobutenone","52.6 g (0.805 mol), 121 mL, 46 mL, 26.59 g (0.138 mol)",3-Butylcyclobutenone,13.4-16.2 g,absolute ethanol,0°C,2.5 hours,78-86%
volume68article6_1_1,"1-methyl-1-cyclopentene, trichloroacetyl chloride, phosphorus oxychloride","10.5 mL (8.2 g, 100 mmol), 13.4 mL (21.8 g, 120 mmol), 11.2 mL (18.4 g, 120 mmol)","7,7-Dichloro-1-methylbicyclo[3.2.0]heptan-6-one",14.9-16.0 g,anhydrous ether,Room temperature,14 hours,77-83%
volume68article6_1_2,"7,7-Dichloro-1-methylbicyclo[3.2.0]heptan-6-one",14.5 g (75 mmol),"cis-1-Methylcyclopentane-1,2-dicarboxylic acid",7.9-8.0 g,tetrahydrofuran,Room temperature,5 hours,61-62%
volume68article7_1_1,"(S,S)-(−)-diethyl tartrate, titanium(IV) isopropoxide, distilled water, methyl p-tolyl sulfide, cumene hydroperoxide","5.35 mL (6.19 g, 0.030 mol), 4.48 mL (0.015 mol), 0.27 mL (0.015 mol), 4.09 mL (4.20 g, 0.030 mol), 5.54 mL (0.030 mol)",(S)-(−)-methyl p-tolyl sulfoxide,3.14 g,methylene chloride,"-30°C, -23°C, room temperature","15 hours, 90 minutes",85%
volume68article8_1_1,"2-methylcyclohexane-1,3-dione, Triton B, methyl iodide","50.4 g (0.4 mol), 168 mL, 60.0 g (0.423 mol)","2,2-dimethylcyclohexane-1,3-dione",30-32 g,methanol,reflux,16-20 hours,54-57%
volume68article8_1_2,"2,2-dimethylcyclohexane-1,3-dione, sucrose, dry baker's yeast","15 g (0.107 mol), 450 g, 200 g","(S)-(+)-3-Hydroxy-2,2-dimethylcyclohexanone",7.7-7.9 g,tap water,30°C,40-48 hours,47-52%
volume68article9_1_1,"bicyclo[2.2.1]hepta-2,5-diene-2,4-pentanedionatorhodium, trimethylsilyl trifluoromethanesulfonate, 1,4-bis(diphenylphosphino)butane","117.6 mg, 97.8 mg, 170.4 mg","Bicyclo[2.2.1]hepta-2,5-diene 1,4-bis(diphenylphosphino)butanerhodium tri-fluoromethanesulfonate",6.27 g,tetrahydrofuran,N/A,N/A,N/A
volume68article9_1_2,"methyl acrylate, propionaldehyde, 1,4-diazabicyclo[2.2.2]octane","50.0 mL, 60.0 mL, 3.0 g",Methyl 3-hydroxy-2-methylenepentanoate,57 g,dichloromethane,ambient temperature,7 days,71%
volume68article9_1_3,"methyl 3-hydroxy-2-methylenepentanoate, biphosphinorhodium catalyst, methanol","14.4 g, catalyst/substrate ratio 1/250, 40 mL",Methyl dl-anti-3-hydroxy-2-methylpentanoate,13.3 g,N/A,12°C ± 2°C,N/A,91%
volume68article10_1_1,"(S)-phenylalanine, boron trifluoride etherate, borane-dimethyl sulfide complex","165 g (1.00 mol), 123 mL (1.00 mol), 88 g (110 mL, 1.15 mol)",(S)-Phenylalanol,141-158 g,tetrahydrofuran,reflux,"2 hours, 6 hours",93-104%
volume68article10_1_2,"(S)-phenylalanol, anhydrous potassium carbonate, diethyl carbonate","151 g (1.00 mol), 13.8 g (0.100 mol), 250 mL (2.06 mol)",(S)-4-(Phenylmethyl)-2-oxazolidinone,136-138 g,diethyl carbonate,135°C,N/A,78-79%
volume68article11_1_1,"(S)-4-(phenylmethyl)-2-oxazolidinone, tetrahydrofuran, butyllithium, propionyl chloride","17.7 g (0.100 mol), 300 mL, 68.3 mL (0.101 mol), 9.6 mL (0.11 mol)",(S)-3-(1-Oxopropyl)-4-(phenylmethyl)-2-oxazolidinone,21.2-22.3 g,dichloromethane,"-78°C, ambient temperature","30 min, 30 min",91-96%
volume68article11_1_2,"(S)-3-(1-Oxopropyl)-4-(phenylmethyl)-2-oxazolidinone, dibutylboron triflate, triethylamine, benzaldehyde","21.2 g (0.091 mol), 27 mL (0.107 mol), 16.7 mL (0.120 mol), 10.3 mL (0.101 mol)",Aldol adduct,35-36 g,dichloromethane,"0°C, -65°C","20 min, 1 hour",84%
volume68article11_1_3,Aldol adduct,8.48 g (0.025 mol),"(2S*,3S*)-3-Hydroxy-3-phenyl-2-methylpropanoic acid",4.50 g (100%),"tetrahydrofuran, distilled water",0°C,1 hour,89-90%
volume68article12_1_1,"L-tartaric acid, 2,2-dimethoxypropane, methanol, p-toluenesulfonic acid monohydrate","101 g (0.673 mol), 190 mL (161 g, 1.54 mol), 40 mL, 0.4 g (2.1 mmol)","Dimethyl 2,3-O-isopropylidene-L-tartrate",125-135 g (0.57-0.62 mmol),cyclohexane,reflux,N/A,85-92%
volume68article12_1_2,"Dimethyl 2,3-O-isopropylidene-L-tartrate, lithium aluminum hydride","123 g (0.564 mol), 36 g (0.95 mol)","2,3-Di-O-isopropylidene-L-threitol",50.2-60.3 g (0.31-0.37 mmol),diethyl ether,reflux,3 hours,54-66%
volume68article12_1_3,"2,3-Di-O-isopropylidene-L-threitol, sodium hydride, tetrahydrofuran, benzyl bromide","55 g (0.34 mol), 33.6 g (18.5 g, 0.77 mol), 250 mL, 91 mL (130.8 g, 0.76 mol)","1,4-Di-O-benzyl-2,3-O-isopropylidene-L-threitol",115-116 g,tetrahydrofuran,reflux,2 hours,N/A
volume68article12_1_4,"1,4-Di-O-benzyl-2,3-O-isopropylidene-L-threitol, methanol, hydrochloric acid",N/A,"1,4-Di-O-benzyl-L-threitol",59-65 g,methanol,reflux,N/A,57-63%
volume68article13_1_1,"Magnesium turnings, allyl bromide, bis(tributyltin) oxide","72.6 g (3 g-atom), 158 mL, 371 g",Allyltributyltin,390-392 g,ethyl ether,"Reflux, 36-38°C","1.5 hr (each addition), overnight",94%
volume68article14_1_1,"Cycloheptene, palladium acetate, benzoquinone, manganese dioxide, acetic acid","9.61 g (0.1 mol), 1.12 g (0.005 mol), 2.16 g (0.02 mol), 10.44 g (0.12 mol), 250 mL",2-cyclohepten-1-yl acetate,11.25 g,acetic acid,60°C,28 hours,73%
volume68article15_1_1,"4-tert-butylcyclohexanone, dichloromethane, 2,6-di-tert-butyl-4-methylpyridine, trifluoromethanesulfonic anhydride","33.0 g (0.214 mol), 1.5 L, 49.5 g (0.241 mol), 40.0 mL (0.238 mol)",4-tert-Butylcyclohexen-1-yl trifluoromethanesulfonate,43-45 g,dichloromethane,0°C,10 hours,70-73%
volume68article15_1_2,"magnesium turnings, tetrahydrofuran, vinyl bromide, methyl iodide, trimethyltin chloride","11.4 g (0.469 mol), 50 mL, 3 mL, 0.3 mL, 61.3 g (0.307 mol)",Trimethylvinyltin,38-39 g,tetrahydrofuran,reflux,5 hours,64-66%
volume68article15_1_3,"4-tert-butylcyclohexen-1-yl trifluoromethanesulfonate, trimethylvinyltin","28.0 g (0.0979 mol), 19.0 g (0.0997 mol)",4-tert-Butyl-1-vinylcyclohexene,12.6-12.8 g,tetrahydrofuran,65-68°C,N/A,78-79%
volume68article15_1_4,"4-tert-butylcyclohexen-1-yl trifluoromethanesulfonate, trimethylvinyltin","28.6 g (0.100 mol), 19.1 g (0.100 mol)",1-(4-tert-Butylcyclohexen-1-yl)-2-propen-1-one,14.3-14.5 g,tetrahydrofuran,55°C,40 hours,74-75%
volume68article16_1_1,"1-hexyne, catecholborane","4.9 g (60 mmol), 6.7 mL (60 mmol)","(E)-1-Hexenyl-1,3,2-benzodioxaborole",9.5-10.5 g,N/A,60-70°C,"15 min, 2 hours",78-87%
volume68article16_1_2,"(E)-1-hexenyl-1,3,2-benzodioxaborole, (Z)-β-bromostyrene, sodium ethoxide, dichlorobis(triphenylphosphine)palladium(II)","9.5 g (47 mmol), 8.4 g (46 mmol), 50 mL, 0.28 g (0.4 mmol)","(1Z,3E)-1-Phenyl-1,3-octadiene",7.0 g,benzene,reflux,3 hours,82%
volume68article17_1_1,"2,6-di-tert-butyl-4-methylpyridine, trifluoromethanesulfonic anhydride, cholest-4-en-3-one","4.62 g (22.5 mmol), 3.08 mL (18.75 mmol), 5.77 g (15 mmol)","Cholesta-3,5-dien-3-yl trifluoromethanesulfonate",6.46-6.72 g,dichloromethane,Room temperature,1 hour,83-87%
volume68article17_1_2,"Cholesta-3,5-dien-3-yl trifluoromethanesulfonate, tributylamine, palladium acetate, triphenylphosphine","5.00 g (9.68 mmol), 6.92 mL (29.03 mmol), 0.043 g (0.19 mmol), 0.100 g (0.38 mmol)","Cholesta-3,5-diene",3.12-3.22 g,"N,N-dimethylformamide",60°C,1 hour,85-88%
volume68article18_1_1,"mercury(II) chloride, sodium benzenesulfinate, 1,3-cyclohexadiene","32.6 g (120 mmol), 24.6 g (150 mmol), 10.6 g (132 mmol)",trans-3-(Phenylsulfonyl)-4-(chloromercuri)cyclohexene,53.0 g (97%),"dimethyl sulfoxide, water",Room temperature,2 hours,N/A
volume68article18_1_2,trans-3-(phenylsulfonyl)-4-(chloromercuri)cyclohexene,53.0 g (116 mmol),"2-(Phenylsulfonyl)-1,3-cyclohexadiene",22.5-24.5 g (88-96%),diethyl ether,Room temperature,30 minutes,N/A
volume68article19_1_1,"(−)-menthol, butyllithium in hexane, methyl ester (methyl cinnamate or methyl nicotinate)","15.63 g (100 mmol), 1.60 M (55 mL, 88 mmol), 16.21 g (100 mmol) or 13.71 g (100 mmol)",(1R)-(−)-menthyl cinnamate or (1R)-(−)-menthyl nicotinate,22.6-23.9 g or 20.1-21.7 g,tetrahydrofuran,Below 20°C,1 hour,79-83% or 77-83%
volume68article20_1_1,"furfural, sodium sulfate, N,N-dimethylethanolamine, formic acid, hydrogen peroxide","480 g (5 mol), 200 g, 150 g, 460 g, 100 mL",2(5H)-Furanone,170.2 g (41%),methylene chloride,reflux,9 hours,41%
volume68article20_1_2,"2(5H)-furanone, phosphoryl chloride, ethyldiisopropylamine","42 g (0.5 mol), 85 g (0.55 mol), 65 g (0.5 mol)",Furyl phosphorodichloridate,60-65 g,methylene chloride,ambient temperature,20 hours,60-65%
volume68article20_1_3,"furyl phosphorodichloridate, dimethylamine","60 g (0.30 mol), 56.7 g (4.2 equiv)","Furyl N,N,N',N'-tetramethyldiamidophosphate",52-58 g (79-88%),diethyl ether,-30°C,20 hours,79-88%
volume68article20_1_4,"furyl tetramethyldiamidophosphate, butyllithium, methyl iodide","10.9 g (50 mmol), 21.9 mL (55 mmol), 8.9 g (63 mmol)",3-Methyl-2(5H)-furanone,3.2 g (64%),THF,-75°C to 0°C,N/A,64%
volume68article21_1_1,"Iodosobenzene diacetate, cis,cis-1,5-cyclooctadiene","100 g (0.31 mol), 25 g (0.23 mol)","2,6-diacetoxybicyclo[3.3.0]octane",29.1-30.5 g,glacial acetic acid,Reflux,16 hours,56-58%
volume68article21_1_2,"2,6-diacetoxybicyclo[3.3.0]octane",27.8 g (0.123 mol),"Bicyclo[3.3.0]octane-2,6-diol",14.5-16.2 g,10% sodium hydroxide solution,Room temperature,15 hours,83-93%
volume68article21_1_3,"Bicyclo[3.3.0]octane-2,6-diol",12.6 g (0.089 mol),"Bicyclo[3.3.0]octane-2,6-dione",6.4-7.1 g,Acetone,"0°C, Room temperature",15 hours,52-58%
volume68article22_1_1,"3-butyn-1-ol, ethylmagnesium bromide, chlorotrimethylsilane","31.4 g (0.448 mol), 493 mL of 2.0 M solution (0.986 mol), 125 mL (0.986 mol)",4-(trimethylsilyl)-3-butyn-1-ol,45.2 g (0.318 mol),tetrahydrofuran,"0°C, room temperature","1 hour, 2 hours",71%
volume68article22_1_2,"4-(trimethylsilyl)-3-butyn-1-ol, 5% palladium on barium sulfate, synthetic quinoline, methanol","8.84 g (0.062 mol), 0.4 g, 0.45 g, 78 mL",(Z)-4-(trimethylsilyl)-3-buten-1-ol,7.60 g (0.0527 mol),methanol,room temperature,until 1.46 L of hydrogen is consumed,85%
volume68article23_1_1,"(Z)-4-(trimethylsilyl)-3-buten-1-ol, p-toluenesulfonyl chloride","17.3 g (0.120 mol), 25.2 g (0.132 mol)",(Z)-4-(trimethylsilyl)-3-butenyl 4-methylbenzenesulfonate,29.2 g (82%),pyridine,0°C,24 hours,N/A
volume68article23_1_2,"4-methoxyaniline, (Z)-4-(trimethylsilyl)-3-butenyl 4-methylbenzenesulfonate","41.5 g (0.337 mol), 20.2 g (67.8 mmol)",N-(4-methoxyphenyl)-(Z)-4-(trimethylsilyl)-3-butenamine,10.6 g (63%),chloroform,65°C,3 hours,N/A
volume68article23_1_3,"N-(4-methoxyphenyl)-(Z)-4-(trimethylsilyl)-3-butenamine, paraformaldehyde, p-toluenesulfonic acid monohydrate","6.62 g (26.5 mmol), 7.45 g (260 mmol), 4.8 g (25 mmol)","1-(4-methoxyphenyl)-1,2,5,6-tetrahydropyridine",4.2 g (84%),acetonitrile,reflux,1 hour,N/A
