Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume28article36_1_1,"fluorenone, red fuming nitric acid, sulfuric acid","45 g (0.25 mole), 900 ml, 675 ml","2,4,7-trinitrofluorenone",59-61 g,glacial acetic acid,reflux,1 hour,75-78%
volume28article37_1_1,"Monochloroacetic acid, hydroquinone, yellow mercuric oxide","200 g (2.12 moles), 0.2 g, 20 g",Vinyl chloroacetate,107-125 g,N/A,"Gentle heating, 40-50°C",3 hours,42-49%
volume29article1_1_1,"1-ethynylcyclohexanol, phosphorus pentoxide","40 g (0.32 mole), 10 g",1-acetylcyclohexene,22.5-28 g,benzene,reflux,2.5 hours,56-70%
volume29article2_1_1,Ethyl acrylate,"200 g (216 ml, 2 moles)",Acrylic acid,108-116 g,N/A,590°C,2 hours,68-75%
volume29article2_2_1,"Formic acid, methyl acrylate, hydroquinone, sulfuric acid","184 g (151 ml, 4 moles), 1032 g (1060 ml, 12 moles), 30 g, 2 ml",Acrylic acid,220-230 g,N/A,85-95°C,"1-3 hours (for methyl formate), 8-10 hours (for excess methyl acrylate), N/A (for acrylic acid)",74-78%
volume29article3_1_1,"m-nitrobenzaldehyde dimethylacetal, methanol, Raney nickel catalyst","295 g (1.5 moles), 250 ml, 1 tablespoon",m-aminobenzaldehyde dimethylacetal,168-196 g,methanol,40-70°C,1.5 hours,67-78%
volume29article4_1_1,"Equimolecular mixture of 5-nitro-2,3-dihydro-1,4-phthalazinedione, sodium sulfate, sodium hydrosulfite dihydrate","52 g (about 0.15 mole), N/A, 84 g (0.4 mole)","5-amino-2,3-dihydro-1,4-phthalazinedione",25-27 g,water,"Boiling, steam bath",N/A,70-75%
volume29article5_1_1,"maleic anhydride, benzene, aluminum chloride","34 g (0.347 mole), 175 g (200 ml, 2.24 moles), 100 g (0.75 mole)",β-benzoylacrylic acid,49-52 g,benzene,reflux,1 hour,80-85%
volume29article6_1_1,"Heptaldehyde, acetic anhydride, potassium acetate","285 g (335 ml, 2.5 moles), 612 g (566 ml, 6 moles), 49 g (0.5 mole)",Heptaldehyde enol acetate,175-195 g,N/A,155-160°C,1 hour,45-50%
volume29article6_2_1,"enol acetate, bromine, carbon tetrachloride","156 g (177 ml, 1 mole), 160 g (51 ml, 1 mole), 200 ml",α-Bromoheptaldehyde dimethyl acetal,191-203 g,"carbon tetrachloride, methanol",10°C,48 hours or longer,80-85%
volume29article6_3_1,"α-bromoheptaldehyde dimethyl acetal, hydrochloric acid","119.5 g (100 ml, 0.5 mole), 80 ml",α-Bromoheptaldehyde,87-92.5 g,N/A,Boiling,N/A,90-95%
volume29article7_1_1,"2-amino-2-methyl-1-propanol, concentrated sulfuric acid, sodium hydroxide","100 g (107 ml, 1.12 moles), 110 g (60 ml, 1.06 moles), 100 g (2.5 moles)","2,2-Dimethylethylenimine",36-41 g,water,"115°C, 175°C, 125°C",N/A,45-51%
volume29article7_3_1,"concentrated sulfuric acid, urea, tert-butyl alcohol","193 g (105 ml, 1.98 moles), 60 g (1 mole), 148 g (188 ml, 2 moles)",tert-Butylurea,36-39 g,water,20-25°C,overnight,31-33%
volume29article7_5_1,"tert-butylphthalimide, hydrazine hydrate","203 g (1 mole), 59 g (1 mole)",tert-Butylamine hydrochloride,79-97 g,ethanol,Reflux,2 hours,72-88%
volume29article7_6_1,"tert-butylamine hydrochloride, sodium hydroxide, potassium carbonate","109.5 g (1 mole), 150 ml, N/A",tert-Butylamine,46-69 g,N/A,N/A,N/A,64-94%
volume29article7_7_1,"sodium hydroxide pellets, tert-butylurea","60 g (1.5 moles), 70 g (0.6 mole)",tert-butylamine,31-34 g,ethylene glycol,reflux,4 hours,71-78%
volume29article8_1_1,"sodium hydroxide pellets, Raney nickel-aluminum alloy powder","160 g, 125 g",W-6 Raney nickel catalyst,N/A,water,50°C,50 minutes,N/A
volume29article9_1_1,"benzoyl chloride, tetrahydrofuran, zinc chloride","31.4 ml (38 g, 0.27 mole), 28.2 ml (25 g, 0.35 mole), 5 g",4-chlorobutyl benzoate,45-48 g,benzene,reflux,15 minutes,78-83%
volume29article10_1_1,"thiophene, hydrochloric acid, formaldehyde solution","420 g (392 ml, 5 moles), 200 ml, 500 ml",2-chloromethylthiophene,257-267 g,ether,0°C,4 hours,40-41%
volume29article11_1_1,"trimethylene chlorohydrin, glacial acetic acid, p-toluenesulfonic acid monohydrate","189 g (167 ml, 2 moles), 180 g (172 ml, 3 moles), 2 g",γ-Chloropropyl acetate,257-260 g,benzene,Reflux,7-9 hours,93-95%
volume29article12_1_1,"ethyl 4-hydroxybenzoate, sulfuryl chloride","250 g (1.5 moles), 444 g (266 ml, 3.3 moles)","Ethyl 3,5-dichloro-4-hydroxybenzoate",315-334 g,"ethanol, water",Steam bath,1.5 hours,83-88%
volume29article12_2_1,"ethyl 3,5-dichloro-4-hydroxybenzoate hydrate, Claisen's alkali, hydrochloric acid","315 g (1.25 moles), 600 ml, 320 ml, 380 ml","3,5-Dichloro-4-hydroxybenzoic acid",240-250 g,"ethanol, water",reflux,1 hour,93-97%
volume29article12_3_1,"3,5-dichloro-4-hydroxybenzoic acid, dimethylaniline","250 g (1.2 moles), 575 g (600 ml, 4.8 moles)","2,6-Dichlorophenol",157-180 g,ether,190-200°C,2 hours,80-91%
volume29article13_1_1,"phenylacetone, bromine","37 g (36.89 ml, 0.276 mole), 45 g (14.42 ml, 0.28 mole)",α-Bromo-α-phenylacetone,N/A,benzene,N/A,3-6 hours,N/A
volume29article13_2_1,"α-bromo-α-phenylacetone, anhydrous aluminum chloride",N/A,"α,α-Diphenylacetone",31-33 g,benzene,"Boiling, 190°C","1 hour, N/A",53-57%
volume29article15_1_1,"Bromobenzene, lithium, α-picoline","105 ml (157 g, 1 mole), 13.9 g (2 gram atoms), 97 ml (93.1 g, 1 mole)",Ethyl 2-pyridylacetate,58-66 g,"absolute ether, ethanol, chloroform","Reflux, room temperature, just below boiling point","1 hour, overnight",35-40%
volume29article16_1_1,"acetylene, liquid ammonia, sodium, cyclohexanone",N/A,1-ethynylcyclohexanol,81-93 g,liquid ammonia,N/A,20 hours,65-75%
volume29article17_1_1,"technical potassium dichromate, concentrated sulfuric acid, 90% indene","243 g (0.83 mole), 1330 g (725 ml, 13 moles), 72 g (72 ml, 0.56 mole)",Homophthalic acid,67-77 g,water,65°C,2 hours,66-77%
volume29article17_2_1,"Homophthalic acid, acetic anhydride","60 g (0.33 mole), 33.7 g (31 ml, 0.33 mole)",Homophthalic anhydride,46-47.5 g,N/A,Reflux,2 hours,85-88%
volume29article18_1_1,"2-mercaptoethanol, acrylonitrile","78 g (70 ml, 1 mole), 67 ml (54.3 g, 1 mole)",β-(2-hydroxyethylmercapto)propionitrile,121-123 g,N/A,55-60°C,16 hours,92-94%
volume29article19_1_1,"anthranilic acid, hydrochloric acid, sodium nitrite","42 g (0.31 mole), 340 ml, 21.6 g (0.31 mole)",o-Hydrazinobenzoic acid hydrochloride,50-51 g,water,0°C,12 hours,86-88%
volume29article19_2_1,"o-hydrazinobenzoic acid hydrochloride, water, hydrochloric acid","47.1 g (0.25 mole), 1.25 l, 12.5 ml",Indazolone,30-33 g,water,Reflux,30 minutes,90-98%
volume29article19_3_1,"dry indazolone, dry pyridine, phosphorus oxychloride","26.8 g (0.2 mole), 15.8 g (16 ml, 0.2 mole), 46.1 g (27.6 ml, 0.3 mole)",3-chloroindazole,21-22.5 g,N/A,128-140°C,"1 hour (128-130°C), 4 hours (130-140°C)",68-74%
volume29article19_4_1,"3-chloroindazole, red phosphorus, hydriodic acid","15.3 g (0.1 mole), 18.6 g (0.15 mole), 100 ml",Indazole,9.7-10.2 g,constant-boiling hydriodic acid,reflux,24 hours,82-86%
volume29article20_1_1,"isoprene, liquid sulfur dioxide, methanol, hydroquinone","120 g (176 ml, 1.76 moles), 113 g (80 ml, 1.76 moles), 88 ml, 4 g",Isoprene cyclic sulfone,182-191 g,methanol,85°C,4 hours,78-82%
volume29article21_1_1,"98% sulfuric acid, acetone cyanohydrin","150 g (82 ml, 1.5 moles), 85 g (91 ml, 1 mole)",Methacrylamide,52-60 g,"water, benzene","75-80°C, 150°C","25 minutes, 15 minutes",61-70%
volume29article22_1_1,"m-aminobenzaldehyde dimethylacetal, sulfuric acid, sodium nitrite","167 g (1 mole), 575 ml, 71 g (1 mole)",m-Hydroxybenzaldehyde,N/A,water,"0°C, 5°C",1 hour,N/A
volume29article22_2_1,"m-hydroxybenzaldehyde, sodium hydroxide, methyl sulfate",N/A,m-Methoxybenzaldehyde,86-98 g,2 N sodium hydroxide,"40-45°C, 50°C","5 minutes, 30 minutes",63-72%
volume29article23_1_1,"technical sodium anthraquinone-α-sulfonate, sodium chlorate, 25% aqueous solution of methylamine","399 g (1.29 moles), 45 g (0.43 mole), 780 g (6.25 moles)",1-methylaminoanthraquinone,180-199 g,water,130-135°C,12 hours,59-65%
volume29article24_1_1,"1-methylaminoanthraquinone, bromine","119 g (0.5 mole), 90 g (29 ml, 0.56 mole)",1-methylamino-4-bromoanthraquinone,111-117 g,pyridine,Steam bath,6 hours,70-74%
volume29article25_1_1,"Dowtherm, ethyl β-anilinocrotonate","150 ml, 65 g (0.32 mole)",2-methyl-4-hydroxyquinoline,43-46 g,N/A,Reflux,10-15 minutes,85-90%
volume29article26_1_1,"U.S.P. benzaldehyde, concentrated sulfuric acid, fuming nitric acid","213 g (2 moles), 1.25 l, 167 ml (250 g, 4 moles)",m-Nitrobenzaldehyde,N/A,"water, benzene","5-10°C, room temperature",overnight,N/A
volume29article26_2_1,N/A,N/A,m-Nitrobenzaldehyde dimethylacetal,300-335 g,methanol,Room temperature,5 days,76-85%
volume29article27_1_1,"p-nitrobenzoic acid, p-toluenesulfonamide, phosphorus pentachloride","100.3 g (0.6 mole), 109.9 g (0.64 mole), 262.2 g (1.26 moles)",p-nitrobenzonitrile,74.5-80 g,N/A,200-205°C,N/A,85-90%
volume29article28_1_1,"3-nitrophthalic acid, sodium hydroxide, hydrazine sulfate","42.2 g (0.2 mole), 66 ml (0.4 mole), 26.0 g (0.2 mole)","5-nitro-2,3-dihydro-1,4-phthalazinedione",31-32 g,"water, tetralin, benzene, ether",160-170°C,3 hours,75-78%
volume29article29_1_1,"Ethyl oleate, sodium, absolute ethanol","200 g (230 ml, 0.65 mole), 80 g (3.5 gram atoms), 1.5 l",Oleyl alcohol,13-16 g,absolute ethanol,Reflux,1 hour,49-51%
volume29article30_1_1,"benzaldehyde, benzyl cyanide, sodium ethoxide","106 g (101 ml, 1 mole), 117 g (1 mole), 7 g",α-phenylcinnamonitrile,170-187 g,ethanol,N/A,N/A,83-91%
volume29article31_1_1,"Sodium hydroxide pellets, potassium hydroxide pellets, vanillin","84 g (2 moles), 332 g (5 moles), 152 g (1 mole)",Protocatechuic acid,135-153 g,water,160-245°C,5 minutes,89-99%
volume29article32_1_1,"acetic anhydride, tetrahydrofurfuryl alcohol, anhydrous zinc chloride","2630 ml (2856 g, 28 moles), 680 ml (714 g, 7 moles), 57 g","1,2,5-triacetoxypentane",1500-1550 g,N/A,reflux,24 hours,87-90%
volume29article32_1_2,"1,2,5-triacetoxypentane, 1% sulfuric acid, lime","1500 g (6.1 moles), 1.2 l, 10-20 g","1,2,5-trihydroxypentane",460-520 g,N/A,steam distillation,N/A,63-71%
volume29article33_1_1,"Potassium hydroxide, water, γ-chloropropyl acetate","1344 g (24 moles), 120 ml, 1092 g (8 moles)",Trimethylene oxide,195-205 g,N/A,140-150°C,1.5-3 hours,42-44%
volume30article1_1_1,"Anthracene, acetyl chloride, aluminum chloride","50 g (0.28 mole), 120 ml (1.68 moles), 75 g (0.56 mole)",9-acetylanthracene,35-37 g,benzene,-5-10°C,30 minutes,57-60%
volume30article2_1_1,"sodium hydroxide, bromine, nicotinamide","75 g (1.87 moles), 95.8 g (30.7 ml, 0.6 mole), 60 g (0.49 mole)",3-aminopyridine,30-33 g,water,"0°C, 70-75°C",45 minutes,65-71%
volume30article3_1_1,"Triphenylcarbinol, aniline hydrochloride","100 g (0.385 mole), 105 g (0.81 mole)",p-Aminotetraphenylmethane,90-95 g,"glacial acetic acid, water",Reflux,3 hours,70-74%
volume30article4_1_1,"diethyl sodium phthalimidomalonate, ethyl chloroacetate","327 g (1.0 mole), 735 g (6.0 moles)","Triethyl α-phthalimidoethane-α,α,β-tricarboxylate",373-389 g,ether,150-160°C,2.25 hours,95-99%
volume30article4_2_1,crude product,383 g,DL-Aspartic acid,54-57 g,"concentrated hydrochloric acid, glacial acetic acid, water",reflux,"2-3 hours (boiling), 13 hours (distillation)",42-43%
volume30article5_1_1,"ethylene chlorohydrin, benzoyl chloride","80.5 g (66 ml, 1 mole), 140.5 g (115.5 ml, 1 mole)",2-Chloroethyl benzoate,165-168 g,N/A,200-215°C,30 minutes,89-91%
volume30article5_2_1,"2-Chloroethyl benzoate, anhydrous sodium iodide","162 g (0.88 mole), 170 g",2-Iodoethyl benzoate,190-196 g,methyl ethyl ketone,heated on a steam bath,22-24 hours,78-81%
volume30article5_3_1,"2-iodoethyl benzoate, trimethylamine","194 g (0.70 mole), 270 ml",Benzoylcholine iodide,200-210 g,acetone,room temperature,24 hours,85-90%
volume30article5_4_1,"Silver nitrate, hydrochloric acid, benzoylcholine iodide","160 g (0.94 mole), 120 ml, 210 g (0.63 mole)",Benzoylcholine chloride,125-132 g,water,50-60°C,"1 hour, 30 minutes",82-87%
volume30article6_1_1,"Sodium, acetylene, n-butyl bromide, ammonium hydroxide","92 g (4 g atoms), N/A, 548 g (428 ml, 4.0 moles), 500 ml",n-Butylacetylene,230-252 g,liquid ammonia,N/A,2 hours,70-77%
volume30article7_1_1,"tert-butyl alcohol, potassium, benzophenone, diethyl succinate","45 ml, 2.15 g (0.055 g atom), 9.11 g (0.05 mole), 13.05 g (0.075 mole)","β-Carbethoxy-γ,γ-diphenylvinyllacetic acid",14.0-14.5 g,tert-butyl alcohol,Reflux,30 minutes,92-94%
volume30article8_1_1,"phosphorus pentoxide, chloroacetamide","170 g (1.2 moles), 187 g (2 moles)",chloroacetonitrile,93-106 g,trimethylbenzene,"reflux, 100°C",1 hour,62-70%
volume30article9_1_1,"urea, reprecipitated calcium carbonate, water, chlorine gas, cyclopentene, glacial acetic acid","150 g (2.5 moles), 125 g (1.25 moles), 150 ml, N/A, 136 g (2.0 moles), 100 ml",trans-2-chlorocyclopentanol,126-135 g,"water, glacial acetic acid, sodium chloride, ether, anhydrous sodium sulfate","0-15°C, ice bath","30-40 minutes, N/A, N/A",52-56%
volume30article10_1_1,"Tetrahydrofuran, phosphorus oxychloride, sulfuric acid","360 g (5 moles), 256 g (1.67 moles), 50 ml","4,4'-dichlorodibutyl ether",257-268 g,water,90-100°C,10 minutes,52-54%
volume30article11_1_1,"cis-Δ4-tetrahydrophthalic anhydride, ethanol, p-toluenesulfonic acid monohydrate","228 g (1.5 moles), 525 ml (9 moles), 2.5 g",Diethyl cis-Δ4-tetrahydrophthalate,280-292 g,"ethanol, toluene",95-105°C,12-16 hours,83-86%
volume30article11_2_1,"diethyl cis-Δ4-tetrahydrophthalate, Adams platinum oxide catalyst","226 g (1 mole), 0.5 g",diethyl cis-hexahydrophthalate,215-219 g,ethanol,N/A,3-5 hours,94-96%
volume30article12_1_1,"Tetrahydrofuran, potassium iodide, orthophosphoric acid, phosphoric anhydride","36 g (0.5 mole), 332 g (2 moles), 231 g (135 ml, 2 moles), 65 g","1,4-diiodobutane",143-149 g,"water, ether",reflux,3 hours,92-96%
volume30article13_1_1,"thiourea, ethylene dibromide, potassium hydroxide, sulfuric acid","609 g (8.0 moles), 751.5 g (4.0 moles), 640 g (9.7 moles), 415 ml",ethanedithiol,39-44 g,"95% ethanol, water","Reflux, boiling",N/A,55-62%
volume30article14_1_1,"β-aminoethylsulfuric acid, sodium hydroxide","564 g (4 moles), 1760 g (1230 ml)",Ethylenimine,235-250 g,N/A,Boiling,Several minutes,34-37%
volume30article15_1_1,"28% aqueous ammonium hydroxide, paraldehyde, ammonium acetate","267 g (296 ml, 4.38 moles), 207.5 g (209 ml, 1.57 moles), 5.0 g (0.065 mole)",5-ethyl-2-methylpyridine,72-76 g,chloroform,230°C,1 hour,50-53%
volume30article16_1_1,"Sodium, ethanol, diethyl carbonate, toluene, phenylacetonitrile","12.0 g (0.52 g atom), 300 ml, 300 ml (292 g, 2.5 moles), 80 ml, 58.5 g (0.50 mole)",Ethyl phenylcyanoacetate,66-74 g,"ethanol, toluene",N/A,N/A,70-78%
volume30article17_1_1,"diethyl fumarate, concentrated ammonium hydroxide, ammonium chloride","516 g (3.0 moles), 600 ml, 60 g",Fumaramide,270-300 g,water,25-30°C,7 hours,80-88%
volume30article17_2_1,"Amide, phosphorus pentoxide","228 g (2.0 moles), 613 g (4.3 moles)",Fumaronitrile,117-125 g,N/A,N/A,1.5-2 hours,75-80%
volume30article18_1_1,"propionitrile, concentrated sulfuric acid, trioxane","110 g (138 ml, 2 moles), 8 g (4.35 ml), 60 g","hexahydro-1,3,5-tripropionyl-s-triazine",105-115 g,propionitrile,90°C,3 hours,62-68%
volume30article19_1_1,"iodine, thiophene, nitric acid","38 g (0.15 mole), 42 g (39 ml, 0.50 mole), 28 ml (0.44 mole)",2-iodothiophene,43-45 g,water,reflux,30 minutes,68-72%
volume30article20_1_1,"o-phenylenediamine, potassium ethyl xanthate","32.4 g (0.3 mole), 52.8 g (0.33 mole)",2-mercaptobenzimidazole,37.8-39 g,"ethanol, water",reflux,3 hours,84-86.5%
volume30article21_1_1,"methanesulfonic acid, thionyl chloride","152 g (105 ml, 1.5 moles), 238 g (146 ml, 2.0 moles)",methanesulfonyl chloride,122-143 g,N/A,95°C,7.5 hours,71-83%
volume30article22_1_1,"2,3-dimethoxybenzaldehyde, methylamine","41.6 g (0.25 mole), 23.4 g (0.75 mole)","N-Methyl-2,3-dimethoxybenzylamine",39-42 g,"95% ethanol, water",Boiling,N/A,86-93%
volume30article23_1_1,"α-bromo-n-butyric acid, thionyl chloride","226 g (1.35 moles), 284 g (175 ml, 2.39 moles)",α-bromo-n-butyryl chloride,168-197 g,N/A,Room temperature,48 hours,67-78%
volume30article23_1_2,"methylaniline, α-bromo-n-butyryl chloride","237 g (2.21 moles), 197 g (1.06 moles)",N-methyl-α-bromo-n-butyranilide,N/A,benzene,N/A,12 hours,N/A
volume30article23_1_3,"N-methyl-α-bromo-n-butyranilide, aluminum chloride",N/A,1-methyl-3-ethloxindole,126-131 g,N/A,"80-90°C, 160-170°C",N/A,68-71%
volume30article24_1_1,"Methyl acrylate, sodium acetate trihydrate","150 g (1.74 moles), 100 g (0.73 mole)",Methyl β-thiodipropionate,128-145 g,ethanol,Reflux,25 hours,71-81%
volume30article25_1_1,"1-chloromethylnaphthalene, hexamethylenetetramine","106 g (0.6 mole), 168 g (1.2 moles)",1-naphthaldehyde,70-77 g,"glacial acetic acid, water",Reflux,2 hours,75-82%
volume30article34_1_1,"Maleic anhydride, butadiene","196 g (2 moles), N/A",cis-Δ4-tetrahydrophthalic anhydride,281.5-294.5 g,benzene,50-75°C,2-2.5 hours,93-97%
