Index,Summary
0,
volume71article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
| isopulegol, diborane, sodium hydroxide, hydrogen peroxide | 31 g (0.20 mol), 230 mL, 100 mL, 120 mL | (−)-(1R,3R,4S,8R)-p-Menthane-3,9-diol | 17.6 g | tetrahydrofuran, water, ether, hexane | Room temperature, 60°C, 30-50°C, 50°C | 3 hours, 2 hours | 51% |"
volume71article26_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (−)-(1R,3R,4S,8R)-p-menthane-3,9-diol, potassium permanganate, copper sulfate | 10 g (58 mmol), N/A, N/A | (+)-(3aS,7aR)-Hexahydro-(3S,6R)-dimethyl-2(3H)-benzofuranone | 4.8-5.0 g | dichloromethane, ether | 25°C | 6-8 hours | 49-51% |"
volume71article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dimethyl benzalmalonate | 40.0 g (0.18 mol) | dimethyl mesoxalate | 23.9 g (80%) | dichloromethane | 0°C, ambient temperature | 4.5 hr, 1 hr, 2 hr | 80% |"
volume71article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| bromobenzene, butyllithium, fluorenone | 158 mL, 767 mL of a 1.5 M solution, 180 g | 9-Phenyl-9-fluorenol | N/A | ethyl ether, THF | 0°C, room temperature | 2 hours | N/A |"
volume71article28_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Yellow solid from Step A, toluene, aqueous hydrobromic acid | N/A, 800 mL, 400 mL | 9-Bromo-9-phenylfluorene | 270 g | toluene | Room temperature | 24 hours | 84% |"
volume71article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| L-alanine, chloroform, acetonitrile, chlorotrimethylsilane, triethylamine, Pb(NO3)2, 9-bromo-9-phenylfluorene, methanol | 13.5 g (150 mmol), 375 mL, 75 mL, 19.04 mL (150 mmol), 46.0 mL (330 mmol), 33.1 g (100 mmol), 57.8 g (180 mmol), 15.2 mL (375 mmol) | (S)-N-(9-phenylfluoren-9-yl)alanine | 39.2 g (80% yield) | chloroform, acetonitrile | reflux | 48 hours | 80% |"
volume71article29_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Pb(NO3)2, K3PO4, acetonitrile, (S)-Dimethyl aspartate hydrochloride, 9-bromo-9-phenylfluorene | 28.2 g, 44.6 g, 250 mL, 19.8 g, 40.15 g | (S)-Dimethyl N-(9-phenylfluoren-9-yl)aspartate | 36.1 g | acetonitrile | N/A | 22 hours | 90% |"
volume71article30_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diisopropylamine, tetrahydrofuran, butyllithium, ethyl acetate, acrolein | 30.8 mL, 400 mL, 93.2 mL, 19.5 mL, 13.4 mL | Ethyl 3-hydroxy-4-pentenoate | N/A | tetrahydrofuran | -30°C to -78°C | 50 min | N/A |"
volume71article30_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl 3-hydroxy-4-pentenoate, Jones reagent | N/A | Ethyl 3-oxo-4-pentenoate | 14.9 g | acetone | Room temperature | 10-20 hours | 52% |"
volume72article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium (meta)periodate, water, 5,6-O-isopropylidene-L-gulono-1,4-lactone | 85.5 g (0.4 mol), 200 mL, 43.6 g (0.2 mol) | L-(S)-glyceraldehyde acetonide | 14.5 g | water, sodium hydroxide, sodium carbonate, sodium chloride, dichloromethane | 0°C, below 30°C, room temperature | 30 minutes | 56% |"
volume72article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| D-mannitol, 1,2-dimethoxyethane, 2,2-dimethoxypropane | 100 g (0.549 mol), 240 mL, 160 mL | 1,2:5,6-Diisopropylidene-D-mannitol | 72-80 g | 1,2-dimethoxyethane, 2,2-dimethoxypropane | Reflux | 30-50 min, additional 30 min | 50-56% |"
volume72article2_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crude diacetonide, dichloromethane, saturated aqueous sodium bicarbonate, sodium metaperiodate, magnesium sulfate | N/A, 700-800 mL, 30-40 mL, 130-140 g, 35-50 g | 2,3-O-Isopropylidene-D-glyceraldehyde | 50-64 g | dichloromethane | Below 35°C | 2 hours | 70-80% |"
volume72article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phthalylglycine, thionyl chloride | 102.5 g (0.5 mol), 109 mL (1.5 mol) | Phthalylglycyl chloride | Approximately 100 g | N/A | Reflux | 18 hours | 90% |"
volume72article3_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| L-(S)-glyceraldehyde acetonide, 3,4-dimethoxybenzylamine, dichloromethane, triethylamine, phthalylglycyl chloride, N-methylhydrazine | N/A, 31.1 g (0.186 mol), 200 mL, 33.5 mL (0.24 mol), 41.5 g (0.186 mol), 8.9 mL (0.170 mol) | (3S,4S)-3-amino-1-(3,4-dimethoxybenzyl)-4-[(R)-2,2-dimethyl-1,3-dioxolan-4-yl]-2-azetidinone | 30-32 g | dichloromethane, 1,2-dichloroethane, ethyl acetate, hexane | 0°C, reflux, room temperature | 20 min, 1 hour, N/A | 49-52% |"
volume72article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-bromothiazole, chlorotrimethylsilane | 25 g (0.152 mol), 16.5 g (0.152 mol) | 2-(trimethylsilyl)thiazole | 20.2 g | diethyl ether | -78°C to room temperature | 1 hour | 85% |"
volume72article4_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| D-glyceraldehyde acetonide, 2-TST | 2.0 g (0.0154 mol), 2.4 g (0.0153 mol) | (1R)-2,3-Di-O-isopropylidene-1-(2-thiazolyl)-D-glycitol | 2.85 g | dichloromethane | 0°C | 12 hours | 84% |"
volume72article4_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Alcohol (from Step B), benzyl bromide, sodium hydride, tetrabutylammonium iodide | 2.6 g (0.012 mol), 2.06 g (0.012 mol), 0.0145 mol (0.69 g), 0.48 g (0.0013 mol) | (1R)-O-Benzyl-2,3-di-O-isopropylidene-1-(2-thiazolyl)-D-glycitol | 3.53 g | tetrahydrofuran | Reflux, room temperature | 20 min, overnight | 96% |"
volume72article4_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Protected 1-(2-thiazolyl)-D-glycitol, methyl iodide, sodium borohydride, mercury chloride | 3.5 g (0.0115 mol), 24.7 g (0.173 mol), 0.65 g (0.0172 mol), 3.7 g (0.0136 mol) | 2-O-benzyl-3,4-isopropylidene-D-erythrose | 1.77 g (62%) | acetonitrile, methanol, acetone, dichloromethane, acetonitrile-water mixture | reflux, 0°C, room temperature | at least 24 hours, 30 minutes, 15 minutes | 62% |"
volume72article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, bromobenzene | 74.6 g (3.07 mol), 9.23 mL (13.76 g, 87.64 mmol) | Phenylmagnesium bromide | N/A | ether | Reflux | Several minutes, 3 hours | N/A |
"
volume72article5_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| methyl (R)-(−)-mandelate, phenylmagnesium bromide | 92.3 g (0.556 mol), N/A | (R)-(+)-1,1,2-Triphenylethanediol | 106.6 g | ether | 10°C, reflux | 1.25 hr, 2 hr, 3 hr, overnight | 66% |"
volume72article5_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| R-(+)-triphenylethanediol, acetyl chloride, pyridine | 103.04 g (0.355 mol), 32.6 mL (0.458 mol), 46.4 mL (0.574 mol) | (R)-(+)-2-Hydroxy-1,2,2-triphenylethyl acetate | 108.91 g | CH2Cl2, toluene | 0°C, ambient temperature | 4 hours, 30 minutes | 92.3% |"
volume72article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-(+)-2-hydroxy-1,2,2-triphenylethyl acetate, diisopropylamine, butyllithium, 2-methylpropanal, methanol, water, potassium hydroxide, hydrochloric acid | 40.0 g (0.120 mol), 38.4 mL (0.269 mol), 165 mL (0.264 mol), 18.3 mL (0.200 mol), 1.4 L, 0.4 L, 66.6 g, N/A | (R)-(+)-3-hydroxy-4-methylpentanoic acid | 9.7-12.4 g (61-78%) | tetrahydrofuran, 2-methylbutane, chloroform | -128°C to -106°C | 90 min | 63-78% |"
volume72article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| D-xylose, potassium carbonate, bromine, formic acid, acetic anhydride | 30.0 g (0.20 mol), 34.0 g (0.23 mol), 12 mL (0.22 mol), 2.5 mL, 180 mL (1.9 mol) | Tri-O-acetyl-D-xylono-1,4-lactone | 39.3-40.7 g | water, acetic acid, dichloromethane, sodium hydroxide, ethyl acetate, hexane | Below 10°C, 50-55°C | 30 min, overnight | 71.6-74.2% |"
volume72article7_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2, Raney nickel, triethylamine | 9.83 g (35.8 mmol), 1 g, 7.5 mL (73 mmol) | Di-O-acetyl-3-deoxy-D-arabino-1,4-lactone 3 | 5.8 g | ethyl acetate | Room temperature, 30°C | 3 hours, 24 hours | 75% |"
volume72article7_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diacetate 3, p-toluenesulfonic acid monohydrate, methanol, 2,2-dimethoxypropane | 5.4 g (25 mmol), 0.5 g (2.5 mmol), 5 mL, 18 mL | (2S,4S)-2,4,5-Trihydroxypentanoic acid 4,5-acetonide methyl ester | 4.6 g | methanol | reflux | 3 hours | 90% |"
volume72article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (1R)-(+)-α-Pinene, lead tetraacetate, potassium hydroxide, sodium dichromate dihydrate, sulfuric acid | 25.0 g (0.183 mol), 77.8 g (0.175 mol), N/A, 27.5 g (0.092 mol), 10.2 mL | (1R,5R)-(+)-Verbenone | 16.8-17.8 g | benzene, water, ether | 65°C, room temperature, 0°C | 1 hour, 24 hours, overnight | 61-65% |"
volume72article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (S)-proline, pivalaldehyde, trifluoroacetic acid | 40.0 g (0.347 mol), 225 mL (2.072 mol), 3.0 mL (38.9 mmol) | (2R,5S)-2-tert-Butyl-1-aza-3-oxabicyclo[3.3.0]octan-4-one | 42.5-47.0 g (0.232-0.257 mol) | pentane | reflux | 72 hours | 67-74% |"
volume72article9_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diisopropylamine, (2R,5S)-2-tert-butyl-1-aza-3-oxabicyclo[3.3.0]octan-4-one, butyllithium, iodomethane | 18.3 mL (0.131 mol), 20.0 g (0.109 mol), 88.6 mL (1.6 M), 8.8 mL (0.142 mol) | (2R,5S)-2-tert-Butyl-5-methyl-1-aza-3-oxabicyclo[3.3.0]octan-4-one | 19.8-20.5 g (0.100-0.104 mol) | tetrahydrofuran, hexane | -78°C, room temperature, 0°C | 20 min, 45 min, 3 hours | 93-95% |"
volume72article9_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (2R,5S)-2-tert-butyl-5-methyl-1-aza-3-oxabicyclo[3.3.0]octan-4-one, hydrochloric acid, dichloromethane, aqueous ammonia | 20.1 g (0.102 mol), 400 mL, 200 mL, 12.0-12.3 g | (S)-2-Methylproline | 93-98 mmol | 3 N hydrochloric acid, water | reflux | 1 hour | 85-90% |"
volume72article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzeneruthenium(II) chloride dimer, (R)-BINAP, sodium acetate, methanol, water, toluene | 800 mg, 1.89 g, 5.20 g, 50 mL, 50 mL, 25 mL | [(R)-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl]ruthenium diacetate | 1.8-2.2 g | DMF, 100°C, 25°C | 10 min, 5 min | 71-85% |"
volume72article10_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Geraniol, Ru(OCOCH3)2 [(R)-BINAP], methanol | 12.9 mL, 45 mg, 15 mL | (S)-(−)-Citronellol | 10.7-11.2 g | methanol | 20°C | 8-16 hours | 93-97% |"
volume72article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2,6-di-tert-butylphenol, bromine | 103.2 g (500 mmol), 28.2 mL (550 mmol) | 4-Bromo-2,6-di-tert-butylphenol | 109 g | dichloromethane | 0°C | 10-20 min | 76% |"
volume72article12_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-bromo-2,6-di-tert-butylphenol, trimethylaluminum, trans-stilbene oxide, sodium fluoride, water | 3.42 g (12 mmol), 3 mL (6 mmol), 11.8 g (60 mmol), 1.01 g (24 mmol), 324 μL (18 mmol) | Diphenylacetaldehyde | 10.3 g (87%) | dichloromethane | -20°C | 4 hours | 87% |"
volume72article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl propiolate, bromine | 9.01 g (91.8 mmol), 5.00 mL (97.0 mmol) | (Z)-2,3-dibromo-2-propenoic acid ethyl ester | 21.5-22.0 g | carbon tetrachloride | 70°C | 30 min | 91-93% |"
volume72article13_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (Z)-2,3-dibromo-2-propenoic acid ethyl ester, (trimethylsilyl)acetylene, N,N-diisopropylethylamine, cuprous iodide, tetrakis(triphenylphosphine)palladium | 21.5 g (83.4 mmol), 20.0 mL (142 mmol), 24.7 mL (142 mmol), 3.18 g (16.7 mmol), 4.82 g (4.17 mmol) | (Z)-2-Bromo-5-(trimethylsilyl)-2-penten-4-ynoic acid ethyl ester | 10.95-12.85 g | N,N-dimethylformamide | 0°C | 3-6 hours | 48-56% |"
volume72article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| lithium bromide, acetonitrile, acetic acid, ethyl 2-propynoate | 10.0 g (0.115 mol), 100 mL, 7.0 g (0.116 mol), 9.0 g (0.092 mol) | Ethyl (2Z)-3-bromopropenoate | 14.0 g | acetonitrile | reflux | 24 hours | 85% |"
volume72article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-toluic acid chloride | 240 g (1.55 mol) | Benzocyclobutenone, benzyl chloride | 58 g, 65 g | acetone, water, sodium carbonate solution, ether, 2 N sodium carbonate solution, saturated sodium chloride solution | 630°C (pyrolysis oven temperature), 200°C (evaporator temperature) | 2.5 hours | 97% (benzocyclobutenone) |"
volume72article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| anhydrous powdered sodium methoxide, diethyl oxalate, 3-methyl-4-nitroanisole | 18.8 g (0.34 mol), 47.5 mL (0.35 mol), 50 g (0.3 mol) | 5-Methoxy-2-nitrophenylacetic acid | 45.3-48.5 g | diethyl ether | reflux | 4 hours | 70-75% |"
volume72article16_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2, thionyl chloride, N,N-dimethylformamide, sodium hydride, methyl acetoacetate | 42.5 g (0.20 mol), 15.3 mL (0.21 mol), 2 mL, 10.1 g (0.49 mol), 45.3 mL (0.42 mol) | Methyl (5-methoxy-2-nitrophenylacetyl)acetoacetate | 34.8-37.3 g | toluene, tetrahydrofuran | Room temperature, 0°C | Overnight | 56-60% |"
volume72article16_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 3, methanol, ammonium hydroxide | 25.2 g (0.08 mol), 200 mL, 20 mL | Methyl 4-(5-methoxy-2-nitrophenyl)-3-oxobutyrate | 16.3-17.4 g | methanol | Room temperature | 30 min | 75-80% |"
volume72article16_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4, 10% palladium over activated carbon, ammonium formate | 19.6 g (0.07 mol), 1.9 g, 53.5 g (0.8 mol) | Methyl 5-methoxyindole-2-acetate | 13.5-14.3 g | methanol | Room temperature | 1 hour | 84-89% |"
volume72article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-(+)-pulegone, anhydrous manganese chloride, cuprous chloride, lithium chloride, butylmagnesium chloride | 7.61 g (50 mmol), 1.9 g (15 mmol), 0.15 g (1.5 mmol), 1.28 g (30 mmol), 58 mmol | 2-(dimethylpentyl)-5-methylcyclohexanone | 9.85 g | tetrahydrofuran | Room temperature | 1.5 hours | 94% |"
volume72article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| lithium, biphenyl, calcium bromide | 41.7 mg (6.01 mmol), 1.020 g (6.61 mmol), 1.213 g (6.07 mmol) | Active calcium | N/A | tetrahydrofuran | room temperature | 1 hour | N/A |"
volume72article18_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Activated calcium, 1-Bromoadamantane, cyclohexanone | N/A | 1-(1-Adamantyl)cyclohexanol | 469-476 mg | THF | -78°C to room temperature | 20 min, 30 min | 80-82% |"
volume72article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| elemental tellurium, tetrahydrofuran, butyllithium, diethylcarbamoyl chloride, 3-phenylpropanal | 13.40 g (105 mmol), 400 mL, ca. 65.5 mL (1.6 N in hexane, ca. 105 mmol), 12.7 mL (13.56 g, 100 mmol), 13.42 g (100 mmol) | N,N-diethyl-2-hydroxy-4-phenylbutanamide | 19.35 g | THF | -78°C, room temperature | 10 min, 1 hr | 82% |"
volume72article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-methoxybenzoic acid, thionyl chloride, dimethylformamide, diethylamine | 20 g (0.13 mol), 135 mL (220 g, 1.85 mol), 0.34 mL (320 mg, 4.4 mmol), 50 mL (35.3 g, 0.48 mol) | N,N-Diethyl-2-methoxybenzamide | 23.5-24.5 g | toluene, tetrahydrofuran, methylene chloride | N/A | 0.5 hr, 10 min | 86-90% |"
volume72article20_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N,N-Diethyl-2-methoxybenzamide, TMEDA, sec-butyllithium, DMF | 24.9 g (0.121 mmol), 23.5 mL (0.156 mol), 128.7 mL (0.157 mmol), 11.2 mL | N,N-Diethyl-2-formyl-6-methoxybenzamide | 26.9 g | THF | -73°C to room temperature | 16 hours | N/A |"
volume72article20_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crude product from Step B, absolute methanol, sodium borohydride, hydrochloric acid | 26.9 g, 465 mL, 7.4 g (0.20 mol), 83 mL (0.288 mol) | 7-Methoxyphthalide | 15.4 g | methylene chloride | Room temperature, reflux | 18 hours, 12 hours | 81% |"
volume72article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4,4'-di-tert-butylbiphenyl, lithium | 56 g (0.21 mol), 1.5 g (0.22 M) | Lithium 4,4'-di-tert-butylbiphenylide | N/A | tetrahydrofuran | Room temperature | 4 hours | N/A |
"
volume72article21_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Isobutylene oxide, LDBB, isobutyraldehyde | 7.2 g (0.10 mol), N/A, 7.2 g (0.10 mol) | 2,5-Dimethyl-2,4-hexanediol | 9.2 g | THF | -78°C to 0°C | 1 hour | 62-66% |"
volume72article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-octyne, trifluoromethanesulfonic acid | 11 g (0.10 mol), 4.9 mL (55 mmol) | 1-Hexylethenyl triflate | 9.6-10.4 g | hexane | -30°C, 0°C | 30 min, 10 min | 67-73% |"
volume72article22_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| CrCl2, NiCl2, 3-phenylpropanal, 1-hexylethenyl triflate | 10 g (80 mmol), 52 mg (0.40 mmol), 2.7 g (20 mmol), 10 g (40 mmol) | 2-Hexyl-5-phenyl-1-penten-3-ol | 4.0-4.6 g | DMF | 0°C, 25°C | 30 min | 82-94% |"
volume72article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Acrolein, trimethyl orthoformate, anhydrous hydrogen bromide | 22.9 g (27.2 mL, 0.408 mol), 86.6 g (89.3 mL, 0.816 mol), 33.0 g (0.408 mol) | 1-Bromo-3,3-dimethoxypropane | 38.8 g | methylene chloride, methanol | 0°C | 1 hour | 52% |"
volume72article23_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, 1-bromo-3,3-dimethoxypropane, chlorotrimethylstannane | 1.34 g (55.2 mmol), 10.10 g (55.2 mmol), 11.0 g (55.2 mmol) | 1-trimethylstannyl-3,3-dimethoxypropane | 11.9 g | tetrahydrofuran | room temperature | 18 hours | 81% |"
volume72article23_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-trimethylstannyl-3,3-dimethoxypropane, [(1-trimethylsilyloxy)methylene]cyclohexane, trimethylsilyl trifluoromethanesulfonate, titanium tetrachloride, pyridinium dichromate | 8.69 g (32.6 mmol), 6.0 g (32.6 mmol), 1.47 g (6.6 mmol), 7.40 g (39.0 mmol), 20.32 g (54.0 mmol) | 2-oxo-5-methoxyspiro[5.4]decane | 4.43 g | dichloromethane, diethyl ether, petroleum ether | -78°C, room temperature | 2 hours, overnight | 75% |"
volume72article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| potassium hydroxide, 2-methoxyethanol, allyl bromide | 51 g (0.9 mol), 65 mL (62.3 g, 0.82 mol), 72 mL (100 g, 0.82 mol) | 3-(2-Methoxyethoxy)propene | 67-69 g | hexanes | Below 10°C | Overnight | 70-73% |"
volume72article24_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1.0 M solution of borane-tetrahydrofuran complex, 3-(2-methoxyethoxy)propene, bromine, 4 M solution of sodium methoxide | 209 mL (250 g, 0.209 mol), 60 g (0.52 mol), 35 mL (107.8 g, 0.67 mol), 210 mL (0.84 mol) | 1-Bromo-3-(2-methoxyethoxy)propane | 53-57 g | methanol, hexane | -15°C to room temperature | 16 hours | 52-56% |"
volume72article24_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
