Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume57article22_2_1,"crude ethyl cyano(pentafluorophenyl)acetate, aqueous acetic acid, concentrated sulfuric acid","139.5 g (0.500 mole), 350 ml, 12.5 ml",(pentafluorophenyl)acetonitrile,74-78 g,"water, ether",reflux,15 hours,71-75%
volume57article23_1_1,"sodium azide, acetonitrile, iodine monochloride, cinnamaldehyde dimethyl acetal","75 g (1.1 moles), 450 ml, 83 g (0.51 mole), 81 g (0.45 mole)","(1-Azido-2-iodo-3,3-dimethoxypropyl)benzene",150-156 g,diethyl ether,Room temperature,12 hours,97-98%
volume57article23_2_1,"iodoazide, potassium tert-butoxide","156 g (0.450 mole), 62 g (0.55 mole)","(1-azido-3,3-dimethoxy-1-propenyl)-benzene",67-75 g,ether,0°C,4-5 hours,68-76%
volume57article23_3_1,Crude product from Part B,71-75 g (0.32-0.34 mole),2-(dimethoxymethyl)-3-phenyl-2H-azirine,48-61 g,chloroform,reflux,12 hours,78-93%
volume57article23_4_1,Product from Part C,59.0 g (0.31 mole),3-Phenyl-2H-azirine-2-carboxaldehyde,13.3 g,"1,4-dioxane, acetic acid",90°C,5 minutes,30%
volume57article24_1_1,"sodium sulfite heptahydrate, sodium hydrogen carbonate, methanesulfonyl chloride","126 g (0.500 mole), 84.0 g (1.00 mole), 57.3 g (0.500 mole)",methanesulfonyl cyanide,35.4-37.8 g,"water, benzene",10°C,"2 hours, 15 minutes",67-72%
volume57article25_1_1,"1,4-dimethoxybenzene, potassium hydroxide","27.6 g (0.200 mole), 4.0 g","3,3,6,6-tetramethoxy-1,4-cyclohexadiene",27.8-28.2 g,methanol,8-14°C,6 hours,70-71%
volume57article26_1_1,"sodium p-toluenesulfinate, formaldehyde, ethyl carbamate","178 g (1.00 mole), 100 ml (108 g), 107 g (1.20 moles)",Ethyl N-(p-toluenesulfonylmethyl)carbamate,214-232 g,"water, formic acid","70-75°C, ice bath","2 hours, 2 hours",83-90%
volume57article26_2_1,"ethyl N-(p-tolylsulfonylemthyl)carbamate, pyridine, nitrosyl chloride","154 g (0.599 mole), 600 ml, 52-65 g (0.79-0.99 mole)",Ethyl N-nitroso-N-(p-tolylsulfonylmethyl)carbamate,157-171 g,"ice, water",0°C,30 minutes,92-100%
volume57article26_3_1,"ethyl N-nitroso-N-(p-tolylsulfonylmethyl)carbamate, alumina","57.3 g (0.200 mole), 570 g",p-Tolylsulfonyldiazomethane,26-30 g,"ether, dichloromethane",10-15°C,2 hours,66-76%
volume57article27_1_1,"sodium p-toluenesulfinate, formaldehyde, formamide, formic acid","267 g (1.50 moles), 350 ml (378 g), 680 g (600 ml, 15.5 moles), 244 g (200 ml, 5.30 moles)",N-(p-tolylsulfonylmethyl)formamide,134-150 g,water,90°C,2 hours,42-47%
volume57article27_2_1,"N-(p-tolylsulfonylmethyl)formamide, 1,2-dimethoxyethane, diethyl ether, triethylamine, phosphorus oxychloride","107 g (0.502 mole), 250 ml, 100 ml, 255 g (350 ml, 2.52 moles), 84 g (50 ml, 0.55 mole)",p-Tolylsulfonylmethyl isocyanide,74-82 g,"1,2-dimethoxyethane, diethyl ether",-5-0°C,N/A,76-84%
volume57article28_1_1,"Anisole, lithium","50 g (0.46 mole), 11.5 g (1.66 g-atoms)","1-Methoxy-1,4-cyclohexadiene",38-40 g,"tetrahydrofuran, tert-butyl alcohol, liquid ammonia",Reflux,1 hour,about 75%
volume57article28_2_1,"1-methoxy-1,4-cyclohexadiene, iron pentacarbonyl","39 g (0.35 mole), 95 g (65 ml, 0.49 mole)","Tricarbonyl[(1,2,3,4-η)-1- and 2-methoxy-1,3-cyclohexadiene]iron",59-68 g,dibutyl ether,reflux,18 hours,67-78%
volume57article28_3_1,"Triphenylmethyl tetrafluoroborate, tricarbonyl (1- and 2-methoxy-1,3-cyclohexadiene)iron","34 g (0.10 mole), 18 g (0.072 mole)","Tricarbonyl[(1,2,3,4,5-η)-1- and 2-methoxy-2,4-cyclohexadien-1-yl]iron(1+) tetrafluoroborate(1−)",21-22 g,"dichloromethane, diethyl ether",N/A,20-30 minutes,87-91%
volume57article28_4_1,Anisole,N/A,"Tricarbonyl[(2,3,4,5-η)-2,4-cyclohexadian-1-one]iron",7-7.5 g,"water, ether",Steam bath,1 hour,47-51%
volume57article28_5_1,"Anisole, ammonium hexafluorophosphate",N/A,"Tricarbonyl[(1,2,3,4,5-η)-2-methoxy-2,4-cyclohexadien-1-yl]iron(1+) hexafluorophosphate(1−)",9-10 g,water,N/A,30 minutes,35-44%
volume57article29_1_1,"3,5,5-trimethyl-2-cyclohexen-1-one, 1-propen-2-yl acetate","34.5 g (0.250 mole), 500 g (5.00 moles)","7-acetoxy-4,4,6,7-tetramethylbicyclo[4.2.0]octan-2-one",65-80 g,benzene,N/A,96 hours,N/A
volume57article29_2_1,Crude photo-adduct,N/A,"7-hydroxy-4,4,6,7-tetramethylbicyclo[4.2.0]octan-2-one",23.0-27.9 g,"methanol, chloroform","Ice bath, room temperature",16 hours,47-57%
volume57article29_3_1,"7-hydroxy-4,4,6,7-tetramethylbicyclo[4.2.0]octan-2-one, ceric ammonium nitrate","9.8 g (0.050 mole), 82 g (0.15 mole)","3,5,5-Trimethyl-2-(2-oxopropyl)-2-cyclohexen-1-one",4.68-4.71 g,50% aqueous acetonitrile,170°C,5 minutes,48-50%
volume57article30_1_1,"dichloroacetyl chloride, cyclopentadiene, triethylamine","100 g (0.678 mole), 170 ml (2 moles), 70.8 g (0.701 mole)","7,7-Dichlorobicyclo[3.2.0]hept-2-en-6-one",101-102 g,pentane,reflux,"4 hours, 2 hours",84-85%
volume57article30_2_1,"7,7-dichlorobicyclo[3.2.0]hept-2-en-6-one, sodium hydroxide, hydrochloric acid","100 g (0.565 mole), 100 g, N/A",Tropolone,"53 g (77%), 8 g (12%)","glacial acetic acid, benzene","reflux, 60°C","8 hours, 13 hours",96%
volume58article1_1_1,"1-hexyne, n-butyllithium, ethyl bromide","41 g (0.50 mole), 500 ml (2.5 N solution), 88 g (0.80 mole)",3-ethyl-1-hexyne,35.2-35.8 g,pentane,"0°C, room temperature",2 days,64-65%
volume58article2_1_1,"geraniol, sodium hydride, trichloroacetonitrile","15.4 g (0.0993 mole), 410 mg (0.0103 mole), 10.0 ml (14.4 g, 0.0996 mole)",Geraniol trichloroacetimidate,27-29 g,"hexane, diethyl ether",-10 to 0°C,15 minutes,90-97%
volume58article2_2_1,Imidate 1,N/A,"3,7-Dimethyl-3-trichloroacetamido-1,6-octadiene",20-22 g,xylene,Reflux,8 hours,67-74%
volume58article2_3_1,"Octadiene 2, sodium hydroxide","9.0 g (0.030 mole), 150 ml","3,7-Dimethyl-1,6-octadien-3-amine",2.99-3.45 g,95% ethanol,Room temperature,40 hours,65-75%
volume58article3_1_1,"Phenanthrenequinone, lithium aluminum hydride","6 g (0.03 mole), 3 g","trans-9,10-Dihydro-9,10-phenanthrenediol",3.8-4.1 g,diethyl ether,N/A,16 hours,62-68%
volume58article3_2_1,"1, N,N-dimethylformamide dimethyl acetal","10.6 g (0.0500 mole), 13 g","Phenanthrene-9,10-oxide",5.6-6.2 g,"N,N-dimethylformamide, tetrahydrofuran",reflux,16 hours,58-64%
volume58article4_1_1,"3-pentanone, bromine, phosphorus tribromide","45 g (0.52 mole), 160 g (1.00 mole), 1 ml","2,4-Dibromo-3-pentanone",91 g,N/A,-10°C to 0°C,20-40 minutes,72%
volume58article4_2_1,"dibromoketone 1, sodium iodide, copper bronze, furan","24.4 g (0.100 mole), 90 g (0.60 mole), 20 g (0.31 g.-atom), 28 g (30 ml, 0.41 mole)","2α,4α-Dimethyl-8-oxabicyclo[3.2.1]oct-6-en-3-one",6.1-7.3 g (40-48%),acetonitrile,50-60°C,4 hours,40-48%
volume58article5_1_1,"n-butyllithium, hexane, 3-ethyl-3-pentanol","300 ml (1.67 M, 0.500 mole), N/A, 58 g (0.50 mole)",Lithium triethylcarboxide,N/A,N/A,0°C,N/A,N/A
volume58article5_2_1,"9-borabicyclo[3.3.1]nonane, 2,6-dimethylphenol, dichloromethyl methyl ether, sodium hydroxide, hydrogen peroxide","42.3 g (0.347 mole), 42.3 g (0.347 mole), 44 g (35 ml, 0.38 mole), 42 g, 70 ml",Bicyclo[3.3.1]nonan-9-one,35-40 g,"tetrahydrofuran, ethanol, water, pentane","Room temperature, 45-50°C","3 hours, 2 hours",78-91%
volume58article6_1_1,"hydroxylamine sulfate, chlorosulfonic acid","26.0 g (0.158 mole), 60 ml (107 g, 0.92 mole)",Hydroxylamine-O-sulfonic acid,34-35 g,diethyl ether,Room temperature,N/A,95-97%
volume58article6_2_1,"sodium borohydride, (±)-α-pinene, boron trifluoride diethyl etherate, hydroxylamine-O-sulfonic acid, phosphoric acid","3.12 g (0.0824 mole), 27.25 g (0.2004 mole), 15.6 g (0.110 mole), 24.9 g, 12 g (0.10 mole)",3-Pinanamine,5.9 g,diglyme,"Room temperature, 100°C","1 hour, 3 hours",93%
volume58article7_1_1,"α-chloro-p-xylene, ethyl vinyl ether, 2,2,6,6-tetramethylpiperidine, methyllithium","7.02 g (0.0500 mole), 45.6 g (0.633 mole), 7.06 g (0.0501 mole), 46.5 ml (0.0502 mole)",1-ethoxy-2-p-tolylcyclopropane,6.6-7.0 g,diethyl ether,Reflux,Overnight,75-80%
volume58article8_1_1,"N-methylmorpholine, 30% aqueous hydrogen peroxide","32.3 g (35.1 ml, 0.320 mole), 32.4 g (29.1 ml, 0.286 mole)",N-Methylmorpholine N-oxide,32.4-34.3 g,"methanol, acetone",75°C,20 hours,83.8-88.7%
volume58article8_2_1,"monohydrate 1, osmium tetroxide, cyclohexene","14.81 g (0.1097 mole), ca. 70 mg, 8.19 g (10.1 ml, 0.100 mole)","cis-1,2-Cyclohexanediol",10.18-10.32 g,"water, acetone",Room temperature,18 hours,89-90%
volume58article9_1_1,"acetylacetone, 2-bromobenzoic acid, copper(I) bromide, sodium hydride","150 ml, 25 g (0.12 mole), 1.0 g, 9.0 g (0.47 mole)",2-(1-acetyl-2-oxopropyl)benzoic acid,19.5-21 g,N/A,80-85°C,5 hours,71-76%
volume58article10_1_1,"diethyl ketone, hydrobromic acid, bromine","43.0 g (0.500 mole), 100 ml, 160 g (1.00 mole)","2,4-dibromo-3-pentanone",85.2-92.5 g,N/A,50-60°C,10 minutes,70-76%
volume58article10_2_1,"acetophenone, morpholine, p-toluenesulfonic acid","75.0 g (0.625 mole), 81.0 g (0.930 mole), 200 mg",α-morpholinostyrene,67.5-75.4 g,benzene,reflux,180 hours,57-64%
volume58article10_3_1,"diiron nonacarbonyl, α-morpholinostyrene, 2,4-dibromo-3-pentanone","40.0 g (0.110 mole), 56.8 g (0.300 mole), 24.4 g (0.100 mole)","2,5-Dimethyl-3-phenyl-2-cyclopenten-1-one",12.0-12.4 g,benzene,32°C,20 hours + 2.5 hours,64-67%
volume58article11_1_1,"triphenylphosphine, chlorine, triphenylphosphine, 1,2-epoxycyclohexane","95 g (0.36 mole), N/A, 10 g, 24.5 g (0.250 mole)","cis-1,2-dichlorocyclohexane",27-28 g,benzene,"Ice bath, reflux",4 hours,71-73%
volume58article12_1_1,"phosphorus pentachloride, carbon tetrachloride, 1,2-dicyanocyclobutane","562 g (2.70 moles), 750 ml, 159 g (1.50 moles)","1-Chloro-1,2-dicyanocyclobutane",166-174 g,chloroform,reflux,40-60 minutes,79-83%
volume58article12_2_1,"triethylamine, cyclobutane","131 g (1.30 moles), 168.5 g (1.199 moles)","1,2-Dicyanocyclobutene",105-110 g,benzene,reflux,2 hours,83-87%
volume58article12_3_1,"crude cyclobutene, indene, hydroquinone","10.4 g (0.100 mole), 23.3 g (0.201 mole), 0.3 g","2,3-Dicyano-1,4,4a,9a-tetrahydrofluorene",15.4-15.9 g,benzene,150°C,"4 hours, 2 hours",70-72%
volume58article13_1_1,"pyridine, anhydrous hydrogen fluoride","37.5 g (0.475 mole), 87.5 g (4.37 moles)",Pyridinium polyhydrogen fluoride,N/A,N/A,N/A,N/A,N/A
volume58article13_2_1,1-adamantanol,5.0 g (0.033 mole),1-Fluoroadamantane,4.5-4.6 g,pyridinium polyhydrogen fluoride,Ambient temperature,3 hours,88-90%
volume58article14_1_1,"diethyl maleate, propionaldehyde, benzoyl peroxide","412 g (2.40 mole), 278 g (4.79 mole), 1.2 g (0.0048 mole)",Diethyl propionylsuccinate,417-449 g,N/A,Reflux,30 hours,75-81%
volume58article14_2_1,"succinate, boric acid","276 g (1.20 mole), 74.1 g (1.20 mole)",Ethyl 4-oxohexanoate,156-162 g,toluene,150-170°C,1.5 hours,82-85%
volume58article15_1_1,"Sodium methoxide, ethyl 4-oxohexanoate","43 g (0.80 mole), 100 g (0.633 mole)","2-methyl-1,3-cyclopentanedione",50.0-50.6 g,xylene,Boiling,25 minutes,70-71%
volume58article16_1_1,"p-toluenesulfonyl chloride, diethylenetriamine","1150 g (6.037 moles), 206 g (2.00 moles)","N,N',N""-Tris(p-tolylsulfonyl)diethylenetriamine",950-1015 g,pyridine,50-60°C,"1 hour, 30 minutes",84-90%
volume58article16_2_1,triamine 1,425 g (0.752 mole),"N,N',N""-Tris(p-tolysulfonyl)diethylenetriamine-N,N""-disodium salt",400-440 g,absolute ethanol,reflux,overnight,87-96%
volume58article16_3_1,"triamine 1, ethylene carbonate, potassium hydroxide","226 g (0.400 mole), 77.5 g (0.881 mole), 0.7 g","3,6,9-Tris(p-tolylsulfonyl)-3,6,9-triazaundecane-1,11-diol",225-240 g,methanol,160-170°C,4 hours,86-92%
volume58article16_4_1,"diol 3, triethylamine, methanesulfonyl chloride","200 g (0.306 mole), 100 ml, 74 g (50 ml, 0.65 mole)","3,6,9-Tris(p-tolylsulfonyl)-3,6,9-triazaundecane-1,11-dimethanesulfonate",215-235 g,dichloromethane,"-15 to -20°C, ice bath",30 minutes,87-95%
volume58article16_5_1,"sodium salt 2, sulfonate 4","151 g (0.248 mole), 200 g (0.247 mole)","1,4,7,10,13,16-Hexakis(p-tolylsulfonyl)-1,4,7,10,13,16-hexaäzacycloöctadecane",206-225 g,"N,N-dimethylformamide",100°C,overnight,70-77%
volume58article16_6_1,"cyclic hexamine 5, concentrated sulfuric acid, diethyl ether, sodium hydroxide, activated carbon","200 g (0.169 mole), 500 ml, 1300 ml, 71 ml, 3 g","1,4,7,10,13,16-Hexaäzacycloöctadecane",19-22 g,"concentrated sulfuric acid, diethyl ether, water, sodium hydroxide, tetrahydrofuran","100°C, 70 hours",4 days,49-50%
volume58article17_1_1,"11-bromoundecanoic acid, potassium carbonate","10.0 g (0.0377 mole), 15 g (0.11 mole)","11-hydroxyundecanoic lactone, 1,13-dioxacyclotetracosane-2,14-dione","5.5-5.8 g, 0.4-0.7 g",dimethyl sulfoxide,100°C,1 hour,"79-83% for 11-hydroxyundecanoic lactone, 6-10% for 1,13-dioxacyclotetracosane-2,14-dione"
volume58article18_1_1,"methyl carbazate, cyclohexanone, hydrogen cyanide","9.0 g (0.10 mole), 9.8 g (0.10 mole), 6 ml (0.15 mole)",Methyl 2-(1-cyanocyclohexyl)hydrazine carboxylate,17.7 g,methanol,"reflux, 0°C","30 minutes, 2 hours",97%
volume58article18_2_1,"hydrazine 1, bromine, sodium hydrogen carbonate","19.1 g (0.0970 mole), N/A, 22 g (0.26 mole)",Methyl 2-(1-cyancyclohexyl)diaxenecarboxylate,17.3 g,"dichloromethane, water",N/A,N/A,93%
volume58article18_3_1,"sodium methoxide, diazene 2","2.7 g (0.050 mole), 17.3 g (0.0887 mole)",Cyclohexanecarbonitrile,8.6-9.4 g,methanol,0-10°C,30 minutes,78-86%
volume58article19_1_1,"3,7-dimethyl-6-octenal, N-methylhydroxylamine hydrochloride, sodium methoxide","25.0 g (0.16 mole), 23.4 g (0.280 mole), 15.3 g (0.282 mole)","Hexahydro-1,3,3,6-tetramethyl-2,1-benzisoxazoline",19.1-19.6 g,toluene,Reflux,3 hours,64-67%
volume58article20_1_1,"ethyl nitrite, tetrahydrofuran, pyrrolidine","4 g (0.05 mole), 4 g, 2.35 g (0.0331 mole)",2-(diphenylhydromethyl)pyrrolidine,5.06-5.20 g,tetrahydrofuran,Room temperature,2 days,58-60%
volume58article21_1_1,"N-chlorosuccinimide, methyl sulfide, 4-tert-butylcyclohexanol, triethylamine","8.0 g (0.060 mole), 6.0 ml (0.10 mole), 6.24 g (0.0400 mole), 6.0 g (0.59 mole)",4-tert-butylcyclohexanone,5.54-5.72 g,toluene,"0°C, -25°C",2 hours,90-93%
volume58article22_1_1,"magnesium turnings, 1-bromobutane, dichloro[1,3-bis(diphenylphosphino)propane]nickel(II), 1,2-dichlorobenzene","12.2 g (0.502 g-atom), 68.5 g (0.500 mole), ca. 0.25 g (ca. 0.5 mmole), 29.5 g (0.201 mole)","1,2-dibutylbenzene",30.0-31.5 g,"diethyl ether, anhydrous ether","Room temperature, ice bath, reflux","30 minutes, 2 hours, 6 hours",79-83%
volume58article23_1_1,"Sodium, diethyl phosphonate, iodobenzene","11.8 g (0.513 g-atom), 70.4 g (0.510 mole), 52.4 g (0.257 mole)",Diethyl phenylphosphonate,50.3-56.1 g,liquid ammonia,N/A,1 hour,90.4-92.5%
volume58article24_1_1,"hexamethylphosphorous triamide, benzyl disulfide","3.92 g (0.0240 mole), 4.93 g (0.0200 mole)","benzyl sulfide, tris(dimethylamino) phosphine sulfide","4.15-4.27 g, 3.94-4.06 g",benzene,reflux,1 hour,"96.7-99.5%, 101-104%"
volume58article25_1_1,"1-bromo-2,2-dimethylpropane, aqueous sodium benzenethiolate, tributylhexadecylphosphonium bromide","15.1 g (12.0 ml, 0.100 mole), 0.1 mole, 1.67 g (0.00329 mole)",Neopentyl phenyl sulfide,14.1-15.3 g,diethyl ether,70°C,3.5 hours,78-85%
volume58article26_1_1,"2-bromopropane, sodium thiosulfate pentahydrate","123 g (1.00 mole), 310 g (1.25 mole)",Sodium isopropyl thiosulfate,N/A,"methanol, water",Reflux,3.5-4.0 hours,N/A
volume58article26_2_1,"sodium hydroxide, water, 2-butanethiol","40 g (1.0 mole), 100 ml, 90 g (1.0 mole)",Sodium 2-butanethiolate,N/A,water,Room temperature,2 hours,N/A
volume58article26_3_1,"thiosulfate solution, thiolate solution, aqueous saturated sodium chloride",N/A,sec-Butyl isopropyl disulfide,118-123 g,diethyl ether,0°C,10 minutes,73-75%
volume58article27_1_1,"magnesium turnings, vinyl bromide, chlorotrimethylsilane","26.4 g (1.09 g-atom), 107 g (70.5 ml, 1.00 mole), 108 g (0.995 mole)",Vinyltrimethylsilane,67-78 g,tetrahydrofuran,reflux,2 hours,67-78%
volume58article27_2_1,"silane 1, bromine, diethylamine","89.8 g (approximately 0.90 mole), 168 g (1.06 mole), 425 g (600 ml, 5.82 moles)",(1-Bromoethynl)trimethylsilane,104-110 g,diethyl ether,reflux,12 hours,65-68%
volume58article27_3_1,"magnesium turnings, tetrahydrofuran, 1,2-dibromoethane, silane 2, acetaldehyde","9.2 g (0.38 g-atom), 100 ml, 2 g, 50 g (0.28 mole), 25.0 g (0.568 mole)",3-Trimethylsilyl-3-buten-2-ol,48-55 g,tetrahydrofuran,reflux,additional hour,N/A
volume58article27_4_1,"crude butenol 3, chromium trioxide, sulfuric acid","55 g, 95 ml, N/A",3-Trimethylsilyl-3-buten-2-one,14.7-15 g,acetone,ice-water bath,N/A,37-38%
volume58article28_1_1,"Copper(I) iodide, methyllithium, 2-methyl-2-cyclohexenone, 3-trimethylsilyl-3-buten-2-one","1.9 g (0.010 mole), 10 ml (0.02 mole), 1.10 g (0.0100 mole), 2.13 g (0.0150 mole)","cis-4,4a,5,6,7,8-hexahydro-4a,5-dimethyl-2(3H)-naphthalenone",0.76-1.02 g,"diethyl ether, methanol, 4% aqueous potassium hydroxide",-78°C to -20°C,1 hour,43-57%
volume58article29_1_1,"methyl vinyl ketone, chlorotrimethylsilane, triethylamine","25.0 g (0.357 mole), 43.4 g (0.400 mole), 40.5 g (0.400 mole)","2-Trimethylsilyloxy-1,3-butadiene",18.2-22.9 g,"N,N-dimethylformamide",80-90°C,14 hours,36-45%
volume58article29_2_1,"diene 1, diethyl fumarate","7.1 g (0.050 mole), 5.7 g (0.033 mole)","Diethyl trans-4-trimethylsilyloxy-4-cyclohexene-1,2-dicarboxylate",8.02 g,N/A,130-150°C,24 hours,77%
volume59article1_1_1,"pyridine, malonic acid, acrolein","206 g (210 ml, 2.61 moles), 208 g (2.00 moles), 126 g (150 ml, 2.25 moles)","trans-2,4-Pentadienoic acid",82-90 g,dichloromethane,reflux,1 hour,42-46%
volume59article1_2_1,"trans-2,4-pentadienoic acid, N,N-diisopropylethylamine, ethyl chloroformate, sodium azide, benzyl alcohol","49 g (0.50 mole), 80 g (0.62 mole), 55 g (0.51 mole), 65 g (1.0 mole), 43 g (0.40 mole)","Benzyl trans-1,3-butadiene-1-carbamate",50-58 g,"acetone, toluene, water, ethanol, ethyl acetate, hexane","0°C, reflux, room temperature, -25°C","30 minutes, 10-30 minutes",49-57%
volume59article2_1_1,"Acrolein, bromine, triethyl orthoformate","28.0 g (0.500 mole), 80.0 g (0.500 mole), 80 g (0.54 mole)","2,3-dibromopropionaldehyde diethyl acetal",107-112 g,ethanol,0-5°C,3 hours,74-77%
volume59article2_2_1,"tetrabutylammonium hydrogen sulfate, water, 2,3-dibromopropionaldehyde diethyl acetal, pentane, sodium hydroxide, sulfuric acid","100 g (0.295 mole), 20 ml, 29 g (0.10 mole), 75 ml, 60 g (1.5 moles), 60 ml, ca. 120 ml",Propiolaldehyde diethyl acetal,7.8-8.6 g,pentane,10-15°C,2 hours,61-67%
volume59article3_1_1,"(E)-stilbene, water, N-bromosuccinimide","18.0 g (0.100 mole), 5.0 ml (0.28 mole), 35.6 g (0.200 mole)","erythro-2-bromo-1,2-diphenylethanol",22.0-24.9 g,dimethyl sulfoxide,20-25°C,15 minutes,80-90%
volume59article4_1_1,"ε-benzoylaminocaproic acid, chlorosulfonic acid","47.1 g (0.200 mole), 25.5 g (0.219 mole)",ε-benzoylamino-α-chlorocaproic acid,26.1-28.2 g,"1,2-dichloroethane",60-70°C,3 hours,48-52%
volume59article5_1_1,"Phosgene, N,N-dimethylisobutyramide","85-100 ml, 1.2-1.4 moles, 115 g (1.00 mole)","1-Chloro-N,N,2-trimethylpropylideniminium chloride",N/A,dichloromethane,0°C to room temperature,overnight,N/A
volume59article5_2_1,"iminium chloride, triethylamine",N/A,"1-Chloro-N,N,2-trimethylpropenylamine",93-103 g,"anhydrous dichloromethane, dry low-boiling petroleum ether","45°C, room temperature","1 hour, 2 hours",69-77%
volume59article6_1_1,"aluminum powder, hexamethyldisiloxane, iodine","5.6 g (0.21 mole), 16.2 g (0.100 mole), 50.8 g (0.200 mole)",iodotrimethylsilane,32.6-35.3 g,N/A,"60°C, reflux",1.5 hours,82-88%
volume59article6_2_1,"Cyclohexyl methyl ether, chloroform, pyridine, iodotrimethylsilane","1.722 g (0.01524 mole), 4 ml, 0.5 g (0.5 ml, 0.006 mole), 4.8 g (3.5 ml, 0.024 mole)",Cyclohexanol,1.26-1.35 g,N/A,60°C,64 hours,83-89%
volume59article7_1_1,"cholest-4-en-3-one, p-toluenesulfonylhydrazide","10.19 g (0.0265 mole), 5.53 g (0.0297 mole)",cholest-4-en-3-one p-toluenesulfonylhydrazone,13.1-13.3 g,95% ethanol,reflux,10 minutes,89-91%
volume59article7_2_1,"cholest-4-en-3-one p-toluenesulfonylhydrazone, catecholborane, sodium acetate trihydrate","4.98 g (0.00950 mole), 1.29 g (1.21 ml, 0.0108 mole), 2.5 g (0.018 mole)",5β-Cholest-3-ene,2.76-2.95 g,chloroform,"0°C, reflux, room temperature","2 hours, 1 hour, ca. 30 minutes",83-88%
volume59article8_1_1,"Methyl cyclohexanecarboxylate, trimethylaluminum, dimethylamine","7.10 g (0.0500 mole), 22 ml (0.057 mole), 2.47 g (3.64 ml, 0.0549 mole)","N,N-dimethylcyclohexanecarboxamide",6.40-7.25 g,benzene,"-10°C to -15°C, reflux, room temperature",22 hours,83-93%
volume59article9_1_1,"sodium cyanide, 3-pyridinecarboxaldehyde, acrylonitrile","4.9 g (0.18 mole), 107.1 g (1.001 mole), 39.8 g (0.751 mole)",4-oxo-4-(3-pyridyl)butyronitrile,77-82 g,"N,N-dimethylformamide",35°C,3 hours,64-68%
volume59article10_1_1,"sodium hydride, 2-acetylcyclohexanone, benzeneselenenyl chloride","3.36 g (0.140 mole), 14.02 g (0.100 mole), 20.1 g (0.105 mole)",2-Acetyl-2-phenylselenocyclohexanone,29.2-30 g,tetrahydrofuran,0°C,20 minutes,N/A
volume59article10_2_1,"crude 2-acetyl-2-phenylselenocyclohexanone, hydrogen peroxide","29.2-30 g (ca. 0.1 mole), 23.8 g (7.14 g, 0.21 mole)",2-acetyl-2-cyclohexen-1-one,11.0-11.9 g,dichloromethane,30-35°C,N/A,79-85%
volume59article11_1_1,"di-tert-butyl malonate, p-toluenesulfonyl azide, methyltri-n-octylammonium chloride","10.8 g (0.0500 mole), 9.9 g (0.0502 mole), 0.5 g (0.001 mole)",di-tert-butyl diazomalonate,7.2-7.6 g,dichloromethane,N/A,2 hours,59-63%
volume59article12_1_1,"hexachlorobenzene, n-butyllithium, benzene","28.5 g (0.100 mole), 0.110 mole, 4 liters",tetrachlorobenzobarrelene,16.9-17.5 g,"diethyl ether, hexane, benzene","-72 to -78°C, -70°C, +10°C, room temperature, +30°C","14 hours, 2 hours",58-60%
volume59article12_2_1,"tert-butyl alcohol, tetrachlorobenzobarrelene, sodium wire","50 ml, 15 g (0.051 mole), 17 g (0.74 mole)",Benzobarrelene,5.9-6.8 g,tetrahydrofuran,reflux,4 hours,75-86%
volume59article13_1_1,"sodium hydroxide, pyridinium-1-sulfonate","42 g (1.1 moles), 48 g (0.30 mole)",Glutaconaldehyde sodium salt dihydrate,24-27 g,water,-20°C to 55-60°C,"20 minutes, 1 hour",50-58%
volume59article14_1_1,"phosphorus trichloride, norcamphor, phosphorus pentachloride","91.3 g (0.665 mole), 90.0 g (0.817 mole), 193 g (0.927 mole)","2,2-dichloronorbornane",111-114 g,pentane,"0°C, room temperature",overnight,82-85%
volume59article14_2_1,"2,2-dichloronorbornane, aluminum chloride","230 g (1.39 moles), 87.0 g (0.652 mole)",1-chloronorbornane,110-114 g,pentane,N/A,40 hours,60-63%
volume59article14_3_1,"Potassium, anhydrous magnesium chloride, anhydrous potassium iodide","1.5 g (0.038 g-atom), 2.01 g (0.0211 mole), 3.55 g (0.0214 mole)",Active magnesium,N/A,tetrahydrofuran,Reflux,3 hours,N/A
volume59article14_4_1,"active magnesium metal, potassium salts, 1-chloronorbornane",N/A,1-Norbornanecarboxylic acid,0.80-0.94 g,diethyl ether,reflux,6 hours,60-70%
volume59article15_1_1,"benzyl cyanide, sodium hydroxide, methyl nitrite","117 g (1.00 mole), 40.0 g (1.00 mole), N/A",2-hydroxyimino-2-phenylacetonitrile,111-120 g,methanol,0°C,2 hours,76-82%
volume59article15_2_1,"phosgene, 2-hydroxyimino-2-phenylacetonitrile, N,N-dimethylaniline, tert-butyl alcohol, pyridine","10.9 g (0.110 mole), 14.6 g (0.100 mole), 13.2 g (0.113 mole), 11.1 g (0.150 mole), 12.0 ml (0.150 mole)",2-tert-Butoxycarbonyloxyimino-2-Phenylacetonitrile,14.6-15.7 g,"benzene, dioxane","5-6°C, room temperature","6 hours, overnight",59-64%
volume59article16_1_1,"sodium, benzophenone, iron pentacarbonyl","10.6 g (0.461 g-atoms), 9.1 g (0.050 mole), 45.3 g (29.8 ml, 0.231 mole)",Disodium tetracarbonylferrate sesquidioxanate,N/A,"dioxane, hexane",Reflux,"2.5 hours, 45 minutes",N/A
