Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume77article7_4_1,"N-Boc-L-serinol, dimethyl sulfoxide, oxalyl chloride, N,N-diisopropylethylamine","8.0 g (34.6 mmol), 8.10 g (103.71 mmol), 6.58 g (51.9 mmol), 36 mL (200 mmol)","1,1-Dimethylethyl (S)-4-formyl-2,2-dimethyl-3-oxazolidinecarboxylate",7.89 g,methylene chloride,-78°C to 0°C,N/A,99% crude yield
volume77article8_1_1,"2-(trimethylsilyl)thiazole, aldehyde 1, tetrabutylammonium fluoride trihydrate","6.17 g (39.2 mmol), 7.5 g (32.7 mmol), 12.3 g (39.0 mmol)","(S)-2-{[(4S)-N-tert-Butoxycarbonyl-2,2-dimethyl-1,3-oxazolidin-4-yl]hydroxymethyl}-1,3-thiazole",7.15-7.50 g,"methylene chloride, tetrahydrofuran, cyclohexane","-35°C, room temperature, 80°C","15 hours, 30 minutes, overnight","70-73% (2), 11.6-13.6% (mixture)"
volume77article8_2_1,"alcohol 2, triethylamine, 4-dimethylaminopyridine, N,N-dimethylformamide, tert-butyldimethylsilyl trifluoromethanesulfonate","4.0 g (12.7 mmol), 3.54 mL (25.5 mmol), 0.12 g (0.98 mmol), 30 mL, 4.38 mL (19.1 mmol)","(S)-2-{[(4S)-N-tert-Butoxycarbonyl-2,2-dimethyl-1,3-oxazolidin-4-yl]-tert-butyldimethylsiloxy}-1,3-thiazole",5.18-5.30 g,"N,N-dimethylformamide",Room temperature,1 hour,95-97%
volume77article9_1_1,"anhydrous sodium iodide, isosorbide, dry acetone, dry acetonitrile, chlorotrimethylsilane","30.0 g (0.200 mol), 14.6 g (0.100 mol), 15 mL, 350 mL, 25.5 mL","O4,O5-Isopropylidene-3,6-anhydro-1-deoxy-1-iodo-D-glucitol",31.0 g,"acetone, acetonitrile",room temperature,12 hours,99%
volume77article9_1_2,"sodium hydride, tetrahydrofuran, crude iodo alcohol 1, aqueous saturated solution of ammonium chloride","2.8 g (0.117 mol), 100 mL, 31 g (0.099 mol), 30 mL","O4,O5-Isopropylidene-1,2:3,6-dianhydro-D-glucitol",13.3 g,tetrahydrofuran,room temperature,5 hours,72%
volume77article10_1_1,"THF, diisopropylamine, BuLi, tributyltin hydride, crotonaldehyde, 1,1'-(azodicarbonyl)dipiperidine","150 mL, 4.60 mL, 12.2 mL, 7.70 mL, 2.10 mL, 8.31 g","(S,E)-1-(methoxymethoxy)-1-tributylstannyl-2-butene",N/A,"THF, hexane",-78°C,1 hour,N/A
volume77article10_2_1,"lithium aluminum hydride, ethanol, (R)-1,1'-bi-2-naphthol","2.13 g (53.4 mmol), 3.13 mL (53.4 mmol), 16.0 g (55.8 mmol)","(S,E)-1-(methoxymethoxy)-1-tributylstannyl-2-butene",8.97 g,THF,reflux,2 hours,N/A
volume77article10_3_1,"hydroxy stannane, diisopropylethylamine, chloromethyl methyl ether",N/A,"(S,E)-1-(methoxymethoxy)-1-tributylstannyl-2-butene",4.1-5 g,methylene chloride,0°C,5 hours,40-49%
volume77article11_1_1,"N-bromosuccinimide, dimethyl sulfide, methyl 3-hydroxy-4-methyl-2-methylenepentanoate","25.9 g (0.15 mol), 9.29 g (0.15 mol), 15.8 g (0.10 mol)",Methyl Z-2-(bromomethyl)-4-methylpent-2-enoate,14.5 g (66%),"dichloromethane, pentane","0°C, room temperature",24 hours,66%
volume77article11_2_1,"methyl Z-2-(bromomethyl)-4-methylpent-2-enoate, formaldehyde, indium powder","11.0 g (0.05 mol), 4.1 mL (0.05 mol), 6.32 g (0.06 mol)",Methyl 3-(hydroxymethyl)-4-methyl-2-methylenepentanoate,6.45 g (75%),"tetrahydrofuran, water",room temperature,20 hours,75%
volume77article12_1_1,"Meldrum's acid, pyridine, acetyl chloride","22.0 g, 24.8 mL, 18.3 mL, 13.1 mL","5-(1-Hydroxyethylidene)-2,2-dimethyl-1,3-dioxane-4,6-dione",26.0 g,methylene chloride,-25°C to 0°C,4 hours,N/A
volume77article12_2_1,"Acylated Meldrum's acid, butyl vinyl ether, toluene (or benzene), tetrahydrofuran, water, p-toluenesulfonic acid, sodium bicarbonate",N/A,2-Methyl-4H-pyran-4-one,5.25-5.81 g,"butyl vinyl ether, toluene (or benzene), tetrahydrofuran",80°C,"7 hours (for acylation), 18 hours (for pyran formation)",38.6-42.7%
volume77article13_1_1,"chromium hexacarbonyl, acetonitrile, cycloheptatriene","45 g (0.2 mol), 300 mL, 28.3 g (0.31 mol)",Tricarbonyl(η6-cycloheptatriene)chromium(0),34.4-39.9 g,"acetonitrile, tetrahydrofuran",reflux,"24 hr, 48 hr",75-85%
volume77article13_2_1,"tricarbonyl(η6-cycloheptatriene)chromium(0), 1-acetoxy-1,3-butadiene","10.0 g (0.044 mol), 7.4 g (7.8 mL, 0.66 mol)","7α-Acetoxy-(1Hβ, 6Hβ)-bicyclo[4.4.1]undeca-2,4,8-triene",7.7 g,hexanes,N/A,6 hours or longer,86%
volume77article14_1_1,"4-iodoacetophenone, copper(I) iodide, triphenylarsine, 2-(tributylstannyl)thiophene, palladium on activated carbon","10.0 g (40.6 mmol), 770 mg (4.1 mmol), 2.5 g (8.1 mmol), 14.1 mL (44.7 mmol), 215 mg (0.2 mmol)",2-(4'-acetylphenyl)thiophene,6.6 g,1-methyl-2-pyrrolidinone,95°C,24 hours,80%
volume77article15_1_1,"potassium bromate, sulfuric acid, 2-iodobenzoic acid","80.0 g (0.48 mol), 750 mL, 80.0 g (0.323 mol)","1-Hydroxy-1,2-benziodoxol-3(1H)-one 1-oxide",88.2 g,N/A,"60°C, 65°C",2.5 hours,98%
volume77article15_2_1,"iodinane oxide, glacial acetic acid, acetic anhydride","88.2 g, 150 mL, 300 mL","1,1,1-Triacetoxy-1,1-dihydro-1,2-benziodoxol-3(1H)-one",101.0 g,"glacial acetic acid, acetic anhydride",85°C,24 hours,74%
volume77article16_1_1,"3,6-dibromocarbazole, sodium hydroxide pellets, diethyl sulfate","10.0 g (31.0 mmol), 1.2 g (30.0 mmol), 4.1 mL (31.0 mmol)","3,6-dibromo-9-ethylcarbazole",8.85 g,acetone,room temperature,8 hours,81%
volume77article16_2_1,"3,6-dibromo-9-ethylcarbazole, [1,3-bis(diphenylphosphino)propane]nickel(II) chloride, methylmagnesium bromide","7.1 g (20.0 mmol), 0.54 g (1.0 mmol), 30 mL (60.0 mmol)","9-Ethyl-3,6-dimethylcarbazole","3.62 g, 0.39 g",dry ether,reflux,2 hours,"81% yield, 9% yield"
volume77article17_1_1,"1,3,5-tri-O-benzoyl-α-D-ribofuranose, 2,6-lutidine, 3-(trifluoromethyl)benzoyl chloride","5.0 g (10.8 mmol), 1.4 g (13.0 mmol), 3.3 g (16.2 mmol)","1,3,5-O-tribenzoyl-2-O-[(3-trifluoromethyl)benzoyl]-α-D-ribofuranose",5.62 g,dichloromethane,0°C to room temperature,overnight,82%
volume77article17_2_1,"thymine, chlorotrimethylsilane, benzene, triethylamine","12.6 g (0.1 mol), N/A, 300 mL, 20.2 g (0.2 mol)","2,4-bis(trimethylsilyloxy)-5-methylpyrimidine",24.0 g,benzene,N/A,overnight,89%
volume77article17_3_1,"1,3,5-tri-O-benzoyl-2-O-[(3-trifluoromethyl)benzoyl]-α-D-ribofuranose, 2,4-bis(trimethylsilyloxy)-5-methylpyrimidine, tin(IV) chloride","5.6 g (8.8 mmol), 2.16 g (7.1 mmol), 13.75 g (52.8 mmol)","3',5'-Di-O-benzoyl-2'-O-[(3-trifluoromethyl)benzoyl]-5-methyluridine",3.52 g,acetonitrile,"0°C, room temperature",6 hours,62%
volume77article17_4_1,"3',5'-di-O-benzoyl-2'-O-[(3-trifluoromethyl)benzoyl]-5-methyluridine, magnesium perchlorate hexahydrate, 9-ethyl-3,6-dimethylcarbazole","3.82 g (6.0 mmol), 0.46 g (1.4 mmol), 200 mg (0.9 mmol)","3',5'-Di-O-benzoylthymidine, 5'-O-benzoyl-3'-deoxythymidine, recovered starting material","1.43 g, 0.32 g, 0.41 g",2-propanol/water,Ice bath,1 hour,"53% (3',5'-Di-O-benzoylthymidine), 16% (5'-O-benzoyl-3'-deoxythymidine), 11% (recovered starting material)"
volume77article18_1_1,"dimethylamine, boron tribromide","218 g (4.84 mol), 201 g (0.801 mol)",tris(dimethylamino)borane,92.7 g,pentane,-30°C to ambient temperature,16 hours,81%
volume77article18_2_1,"tris(dimethylamino)borane, boron tribromide","92.7 g (0.648 mol), 81.3 g (0.324 mol)",Bromobis(dimethylamino)borane,172.8 g,pentane,"-40°C, room temperature","1.5 hours, 30 minutes",99%
volume77article18_3_1,"sodium, bromobis(dimethylamino)borane","22.3 g (0.97 g-atom), 135.6 g (0.758 mol)",tetrakis(dimethylamino)diboron,54 g,toluene,reflux,2.5 hours,72%
volume77article18_4_1,"tetrakis(dimethylamino)diboron, pinacol, hydrogen chloride","53.7 g (0.271 mol), 64.4 g (0.545 mol), 203 mL (1.10 mol)",Bis(pinacolato)diboron,54.3 g,toluene,Room temperature,4 hours,79%
volume77article19_1_1,"thiourea, 3-chloropropionitrile","575 g (7.53 mol), 500 g (5.58 mol)",2-Cyanoethylthiouronium hydrochloride,"693.7 g (75.0%), 75.8 g (8.2%)",water,"68-70°C, 100-101°C","1 hour, 2 hours","75.0%, 8.2%"
volume77article19_2_1,"thiouronium salt 3, water, sodium hydroxide, H2SO4","369.8 g (2.23 mol), 470 mL, 4.24 mol, 6 M solution",2-Cyanoethanethiol,106.6 g,"water, ether",45-47°C,45 min,55%
volume77article20_1_1,"p-toluenesulfinic acid, sodium salt, TBME, concentrated aqueous hydrochloric acid","134.1 g (536 mmol), N/A, 670 mL, 44 mL (536 mmol)",p-Toluenesulfinic acid,71-76 g,"water, TBME, toluene",N/A,20-30 min,85-91%
volume77article20_2_1,"benzaldehyde, formamide, chlorotrimethylsilane, p-toluenesulfinic acid","10.7 mL (105.6 mmol), 10.5 mL (264 mmol), 14.7 mL (116 mmol), 24.7 g (158.3 mmol)",N-(α-Tosylbenzyl)formamide,26.6-29.1 g,"acetonitrile, toluene",50°C,4-5 hours,85-94%
volume77article20_3_1,"N-(α-tosylbenzyl)formamide, phosphorus oxychloride, triethylamine","27.6 g (94.8 mmol), 17.7 mL, 79.3 mL",α-Tosylbenzyl isocyanide,18.1-19.7 g,tetrahydrofuran,0°C,30-45 min,70-76%
volume77article21_1_1,"2,4,6-collidine, silver nitrate, potassium hexafluorophosphate","221 mL (1.67 mol), 100 g (0.588 mol), 109.3 g (0.594 mol)","Bis(2,4,6-trimethylpyridine)silver(I) hexafluorophosphate",262-291 g,water,Room temperature,1 hour,90-99%
volume77article21_2_1,"bis(trimethylpyridine)silver(I) hexafluorophosphate, iodine","82.5 g (0.166 mol), 41.9 g (0.165 mol)","Bis(2,4,6-trimethylpyridine)iodine(I) hexafluorophosphate",68-76 g,dry methylene chloride,N/A,1-2 hours,80-88%
volume77article21_3_1,"bis(trimethylpyridine)silver(I) hexafluorophosphate, bromine","82.5 g (0.166 mol), 8.3 mL (0.161 mol)","bis(2,4,6-trimethylpyridine)bromine(I) hexafluorophosphate",65-74 g,methylene chloride,N/A,1 hour,83-95%
volume77article22_1_1,"3,4-dihydro-2H-pyran, tert-butyllithium, palladium(II) chloride bis(acetonitrile) complex, copper(II) chloride","30 mL, 200 mL of a 1.7 M solution, 2.0 g, 46.3 g","6,6'-bi(3,4-dihydro-2H-pyran) (Bis-DHP)",15.0 g,tetrahydrofuran,"-78°C, 0°C",1 hour,55%
volume77article22_2_1,"methyl α-D-galactopyranoside, Bis-DHP, DL-camphorsulfonic acid, ethylene glycol","2.8 g (14.4 mmol), 5.0 g (30.1 mmol), 0.14 g (0.6 mmol), 4.6 mL (83.3 mmol)","Methyl 2,3-O-(6,6'-octahydro-6,6'-bi-2H-pyran-2,2'-diyl)-α-D-galactopyranoside",3.3 g,chloroform,reflux,"1.5 hours, 0.5 hours",64%
volume77article23_1_1,"β-cyclodextrin hydrate, sodium hydroxide, p-toluenesulfonyl chloride","50 g (44 mmol), 25 g, 20 g (105 mmol)",6A-O-p-toluenesulfonyl-β-cyclodextrin,14.0 g,water,0-5°C,"2 hours, 3 hours",25%
volume77article24_1_1,"imidazole, p-toluenesulfonyl chloride","65 g (0.95 mol), 80 g (0.42 mol)",1-(p-toluenesulfonyl)imidazole,83-84 g,dichloromethane,"0°C, room temperature",2 hours,89-90%
volume77article24_1_2,"β-cyclodextrin hydrate, 1-(p-toluenesulfonyl)imidazole, sodium hydroxide, ammonium chloride","40.0 g (35.2 mmol), 31.3 g (141 mmol), 18 g (0.45 mol), 48.2 g (0.90 mol)",6A-O-toluenesulfonyl-β-cyclodextrin,18 g,water,"60°C, room temperature",2 hours,40%
volume77article25_1_1,"5-chloro-1-pentyne, butyllithium","102 g (1.0 mol), 1.05 L (2.0 M in cyclohexane, 2.1 mol)",Cyclopropylacetylene,39-41 g,cyclohexane,reflux (78°C),3 hours,58%
volume77article26_1_1,"sodium nitrite, water, tetrahydrofuran, acrolein, acetic acid","43.5 g (0.630 mol), 125 mL, 200 mL, 33.4 mL (28.0 g, 0.500 mol), 31.5 mL (33.0 g, 0.550 mol)",3-Nitropropanal,46.0-47.0 g,ethyl acetate,0°C,3 hours,89-91%
volume77article26_2_1,"crude 3-nitropropanal, sodium borohydride","47.0 g (0.456 mol), 17.26 g (0.456 mol)",3-nitropropanol,34.3-34.8 g,methanol,-20°C,1 hour,73-74%
volume77article26_3_1,"crude 3-nitropropanal, methanol, trimethyl orthoformate","47.0 g (0.456 mol), 150 mL, 63.7 g (0.600 mol)",3-nitropropanal dimethyl acetal,46.2-48.2 g,ethyl acetate,"0°C, room temperature",4 hours,68-71% (63-65% overall)
volume77article27_1_1,"1,1-dibromo-2,2-bis(chloromethyl)cyclopropane, [1.1.1]propellane, 2,3-butanedione","50 g (0.167 mol), N/A, 15 mL","1,3-diacetylbicyclo[1.1.1]pentane",17.95 g,pentane,-10 ± 5°C,8 hours,70%
volume77article27_2_1,"diketone, sodium hydroxide, bromine","10 g (0.066 mol), 43.3 g (1.08 mol), 25.5 mL (79.1 g, 0.495 mol)","Bicyclo[1.1.1]pentane-1,3-dicarboxylic acid",9.68 g,"water, dioxane, chloroform, diethyl ether","0°C, room temperature","1 hour, overnight, 50 hours",94.5%
volume77article28_1_1,"sodium bis(trimethylsilyl)amide, toluene, allyl chloride","35.05 g (0.192 mol), 150 mL, 13.8 mL (0.169 mol)",Cyclopropene,2.6 g,toluene,Reflux,45-60 min,39%
volume77article28_2_1,"cyclopropene, cyclopentadiene","2.1 g (0.052 mol), 3.81 g (4.76 mL, 0.058 mol)","endo-tricyclo[3.2.1.02,4]oct-6-ene",3.96 g,pentane,-80°C to room temperature,2 hours,72%
volume78article1_1_1,"(R)-(+)-1,1'-bi-2-naphthol, pyridine, trifluoromethanesulfonic anhydride","14.3 g (50.0 mmol), 12.0 mL (148 mmol), 20.0 mL (33.5 g, 119 mmol)","(R)-2,2'-Bis(trifluoromethanesulfonyloxy)-1,1'-binaphthyl",26.3 g,dichloromethane,0°C,6 hours,96%
volume78article1_2_1,"(R)-2,2'-bis(trifluoromethanesulfonyloxy)-1,1'-binaphthyl, diphenylphosphine oxide, palladium acetate, 1,4-bis(diphenylphosphino)butane, diisopropylethylamine","25.0 g (45.4 mmol), 18.4 g (91.0 mmol), 1.02 g (4.54 mmol), 1.94 g (4.55 mmol), 23.4 g","(R)-(+)-2-Diphenylphosphinyl-2'-trifluoromethanesulfonyloxy-1,1'-binaphthyl",23.8 g,dimethyl sulfoxide,100°C,12 hours,87%
volume78article1_3_1,"(R)-(+)-2-diphenylphosphinyl-2'-trifluoromethanesulfonyloxy-1,1'-binaphthyl, 3 N aqueous sodium hydroxide solution","6.07 g (10.1 mmol), 14.1 mL","(R)-(−)-2-Diphenylphosphinyl-2'-hydroxy-1,1'-binaphthyl",6.19 g,"1,4-dioxane, methanol",Ambient temperature,12 hours,100%
volume78article1_4_1,"crude 4, potassium carbonate, methyl iodide","5.55 g, 40.2 mmol, 2.5 mL","(R)-(+)-2-Diphenylphosphinyl-2'-methoxy-1,1'-binaphthyl",6.88 g,acetone,reflux,3 hours,N/A
volume78article1_5_1,"crude 5, triethylamine, trichlorosilane","7 mL, 50 mmol, 4 mL (40 mmol)","(R)-(+)-2-Diphenylphosphino-2'-methoxy-1,1'-binaphthyl",4.08 g (8.71 mmol),toluene,120°C,5 hours,86%
volume78article2_1_1,"(R)-BINOL, butyllithium, lanthanum trichloride heptahydrate, sodium tert-butoxide","6.49 g (22.7 mmol), 28.4 mL (45.4 mmol), 3.12 g (8.4 mmol), 4.85 mL (2.52 mmol)",Lanthanum-lithium-(R)-BINOL complex,0.03 M solution,THF,"Room temperature, 50°C","14 hours, 48 hours",N/A
volume78article2_2_1,"(R)-LLB catalyst, THF, 2-nitroethanol, 3-phenylpropanal","0.03 M, 119 mL, 3.00 mL, 5.00 mL","(2S,3S)-2-Nitro-5-phenyl-1,3-pentanediol",4.31 g,THF,-40°C,90 hours,50%
volume78article3_1_1,"tris(dibenzylideneacetone)dipalladium(0), (±)-BINAP, sodium tert-butoxide, 4-bromo-3-methylanisole, n-hexylamine","114 mg, 233 mg, 6.73 g, 10.0 g, 7.9 mL",N-Hexyl-2-methyl-4-methoxyaniline,10.35 g,toluene,80°C,18-23 hours,94%
volume78article3_2_1,"palladium acetate, (±)-BINAP, 4-chlorophenyl trifluoromethanesulfonate, N-methylaniline, cesium carbonate","337 mg (1.5 mmol), 1.4 g (2.25 mmol), 13.0 g (50.0 mmol), 6.5 mL (60.0 mmol), 22.8 g (70.0 mmol)",N-Methyl-N-(4-chlorophenyl)aniline,9.72 g,"THF, ether, hexanes",60°C,23-45 hours,90%
volume78article4_1_1,"cyclohexanone, o-iodoaniline, 1,4-diazabicyclo[2.2.2]octane, palladium acetate","5.9 g (60 mmol), 4.4 g (20 mmol), 6.7 g (60 mmol), 2.24 mg (0.1 mmol)","1,2,3,4-tetrahydrocarbazole",2.22 g,"N,N-dimethylformamide",105°C,3 hours,65%
volume78article5_1_1,"2,7-dihydroxynaphthalene, pyridine, N,N-diethylcarbamoyl chloride","49.7 g (0.310 mol), 700 mL, 120 mL (0.900 mol)","2,7-Bis(diethylcarbamoyloxy)naphthalene",111.0 g (99% yield),N/A,100°C,2 days,99%
volume78article5_2_1,"2,7-bis(N,N-diethylcarbamoyloxy)naphthalene, NiCl2(dppp)2, methylmagnesium bromide","70.3 g (0.196 mol), 1.90 g (3.51 mmol), 235 mL (0.705 mol)","2,7-Dimethylnaphthalene",27.4 g,diethyl ether,30°C,13 hours,89%
volume78article6_1_1,"2-amino-5-methylpyridine, sodium nitrite, sulfuric acid, sodium hydroxide","18.2 g (168 mmol), 15.4 g (223 mmol), 40 g, N/A",2-hydroxy-5-methylpyridine,11.2 g,water,"0-5°C, 95°C, 60°C","45 min, 15 min",61%
volume78article6_2_1,"2-hydroxy-5-methylpyridine, pyridine, trifluoromethanesulfonic anhydride","4.85 g (44.4 mmol), 140 mL, 15.1 g (53.5 mmol)",5-Methyl-2-(trifluoromethanesulfonyl)oxypyridine,9.89 g,pyridine,-12°C,30 min,92%
volume78article6_3_1,"tert-butyllithium, 2-bromopyridine, anhydrous zinc chloride, 5-methylpyridyl triflate, lithium chloride, tetrakis(triphenylphosphine) palladium","52 mL (91.0 mmol), 7.13 g (4.3 mL, 45.1 mmol), 13.3 g (97.4 mmol), 8.95 g (37.1 mmol), 3.18 g (75.2 mmol), 1.75 g (1.5 mmol)","5-Methyl-2,2'-bipyridine",5.94 g,tetrahydrofuran,"-78°C, reflux","30 min, 2 hr, 18 hr",94%
volume78article7_1_1,"2-fluoro-4-iodoaniline, p-toluenesulfonic acid, acetonylacetone","50.0 g (211 mmol), 0.40 g (2.1 mmol), 29.7 mL (253 mmol)","1-(2-Fluoro-4-iodophenyl)-2,5-dimethyl-1H-pyrrole",67.5 g,toluene,reflux,1 hour,101.5%
volume78article7_2_1,"1-(2-fluoro-4-iodophenyl)-2,5-dimethyl-1H-pyrrole, sodium methoxide, copper(I) chloride","66.6 g (211 mmol), 34.2 g (633 mmol), 3.13 g (31.7 mmol)","1-(2-fluoro-4-methoxyphenyl)-2,5-dimethyl-1H-pyrrole",34.7 g,"methanol, dimethylformamide",80°C,90 min,75%
volume78article7_3_1,"1-(2-fluoro-4-methoxyphenyl)-2,5-dimethyl-1H-pyrrole, hydroxylamine hydrochloride, triethylamine","34.7 g (158 mmol), 110 g (1.58 mol), 44.0 mL (316 mmol)",2-Fluoro-4-methoxyaniline,13.0 g,"95% ethanol, water",Reflux,20 hours,58%
volume78article8_1_1,"dithiooxamide, triethylenetetramine","10.0 g (83.2 mmol), 12.2 g (83.2 mmol)","2,3,5,6,8,9-Hexahydrodiimidazo[1,2-a:2',1'-c]pyrazine",10.4 g,"ethanol, chloroform, toluene",reflux,4 hours,76%
volume78article8_2_1,"2,3,5,6,8,9-hexahydrodiimidazo[1,2-a:2',1'-c]pyrazine, diisobutylaluminum hydride, toluene, potassium hydroxide","8.96 g (54.6 mmol), 218 mL (327 mmol), 200 mL, 20 mL","1,4,7,10-Tetraazacyclododecane",5.44 g,toluene,reflux,16 hours,58%
volume78article9_1_1,"4,4'-dimethyl-2,2'-bipyridine, diisopropylamine, butyllithium, chlorotrimethylsilane","5.14 g (27.9 mmol), 9.8 mL, 36.0 mL, 8.85 mL","4,4'-Bis[(trimethylsilyl)methyl]-2,2'-bipyridine",8.85 g,THF,-78°C,1 hour,97%
volume78article9_2_1,"4,4'-bis[(trimethylsilyl)methyl]-2,2'-bipyridine, hexachloroethane, cesium fluoride","5.22 g (15.9 mmol), 15.1 g (63.6 mmol), 9.65 g (63.6 mmol)","4,4'-Bis(chloromethyl)-2,2'-bipyridine",3.67 g,acetonitrile,60°C,≈3.5 hours,91%
volume78article10_1_1,"N,N'-di-Boc-guanidine, dichloromethane, triethylamine, triflic anhydride","7.5 g (29 mmol), 100 mL, 5.0 mL (36 mmol), 5.9 mL (35 mmol)","N,N'-di-Boc-N""-triflylguanidine",10 g,dichloromethane,-78°C to -20°C,4 hours,90%
volume78article10_2_1,"N,N'-di-Boc-N""-triflylguanidine, benzylamine","1.00 g (2.55 mmol), 0.31 mL (2.8 mmol)","N,N'-di-Boc-N""-benzylguanidine",0.89 g,dichloromethane,Room temperature,30 min,Quantitative yield
volume78article11_1_1,"zinc dust, 1,2-dibromoethane, chlorotrimethylsilane, methanesulfonyl chloride, acetyl chloride","49 g (0.75 mol), 1.0 mL (0.012 mol), 2.0 mL (0.016 mol), 38.7 mL (0.500 mol), 35.7 mL (0.502 mol)",S-methyl methanethiosulfonate,24.1 g,ethyl acetate,reflux,"1 hour (methanesulfonyl chloride), 15 minutes (acetyl chloride)",76%
volume78article12_1_1,"magnesium turnings, hexamethylphosphoramide, 1,2-dichlorobenzene, iodine, chlorotrimethylsilane","9.72 g (0.400 mol), 70 mL, 11.25 mL (0.100 mol), 0.254 g (1.00 mmol), 51.0 mL (0.400 mol)","1,2-Bis(trimethylsilyl)benzene",16.5-16.7 g,"HMPA, hexamethylphosphoramide","70°C, 100°C",2 days,74-75%
volume78article12_2_1,"(diacetoxyiodo)benzene, trifluoromethanesulfonic acid, 1,2-bis(trimethylsilyl)benzene","12.9 g (40.0 mmol), 6.9 mL (78 mmol), 8.9 mL (40.0 mmol)",(phenyl)[2-(trimethylsilyl)phenyl]iodonium triflate,14.7-15.7 g,dichloromethane,"0°C, room temperature","2 hours, 12 hours",73-78%
volume78article12_3_1,"(phenyl)[2-(trimethylsilyl)phenyl]iodonium triflate, furan, tetrabutylammonium fluoride","1.51 g (3.00 mmol), 1.10 mL (15.1 mmol), 3.6 mL (3.6 mmol)","1,4-dihydronaphthalene 1,4-oxide",0.415-0.418 g,"dichloromethane, tetrahydrofuran",Room temperature,30 min,96-97%
volume78article13_1_1,"Ethyl [2-13C]acetate, hexamethyldisilazane, butyllithium, ethyl chloroformate","1.00 g (11.2 mmol), 5.8 mL (28 mmol), 9.4 mL (23.5 mmol), 1.07 mL (11.2 mmol)",Diethyl [2-13C]malonate,1.66 g (10.3 mmol),tetrahydrofuran,-78°C to room temperature,1 hour,92%
volume78article13_2_1,"4H-pyran-4-one, diethyl [2-13C]malonate, potassium tert-butoxide","1.01 g (10.5 mmol), 1.61 g (10.0 mmol), 0.22 g (2.0 mmol)",Ethyl 4-hydroxy[1-13C]benzoate,1.34 g (8.01 mmol),tert-butyl alcohol,105°C,15 hours,80%
volume78article13_3_1,"ethyl 4-hydroxy[1-13C]benzoate, sodium hydroxide, HCl","1.25 g (7.50 mmol), 11.3 mL (22.5 mmol), 17 mL",4-Hydroxy[1-13C]benzoic acid,1.02 g (7.34 mmol),N/A,Room temperature,24 hours,98%
volume78article14_1_1,"D-glucose, paraldehyde, concentrated sulfuric acid","81.8 g (454 mmol), 68.0 g (514 mmol), 0.5 mL","(1'R)-(−)-4,6-O-ethylidene-D-glucose",61.9 g,ethanol,Room temperature,3 days,66%
volume78article14_2_1,"sodium metaperiodate, (−)-4,6-O-ethylidene-D-glucose","59.2 g (277 mmol), 29.2 g (142 mmol)","(−)-2,4-O-Ethylidene-D-erythrose",20.1 g,water,0°C,"3 hours at 10°C, 2 hours at room temperature",97%
volume78article14_3_1,"sodium hydride, triethyl phosphonoacetate, (−)-2,4-O-ethylidene-D-erythrose","3.72 g (ca. 155 mmol), 39.2 g (175 mmol), 14.6 g (100 mmol)","Ethyl (E)-(−)-4,6-O-ethylidene-4,5,6-trihydroxy-2-hexenoate",15.4 g,tetrahydrofuran,-78°C to room temperature,"15 min at -78°C, 45 min at room temperature",71%
volume78article15_1_1,"triphenylphosphine, bromine, acetylacetone, triethylamine","151 g (0.58 mol), 92 g (0.58 mol), 57.2 g (0.570 mol), 56.7 g (0.56 mol)","Penta-1,2-dien-4-one (acetylallene)",30.5 g (65%),"dichloromethane, diethyl ether",-5°C to room temperature,17 hours,65%
volume78article16_1_1,"methyl cyclopropanecarboxylate, titanium tetraisopropoxide, ethylmagnesium bromide","120.2 g (122 mL, 1.2 mol), 85.3 g (89.3 mL, 0.30 mol), 840 mL (2.52 mol)",1-Cyclopropylcyclopropanol,116 g,ether,20-25°C,4 hours,99%
volume78article16_2_1,"triphenylphosphine, bromine, 1-cyclopropylcyclopropanol, pyridine","327 g (1.24 mol), 199 g (64.1 mL, 1.25 mol), 116 g (1.18 mol), 93.5 g (95.6 mL, 1.18 mol)",1-Bromo-1-cyclopropylcyclopropane,117.1 g (62%),dichloromethane,"-30°C to -15°C, 20°C",24 hours,62%
volume78article16_3_1,"potassium tert-butoxide, 1-bromo-1-cyclopropylcyclopropane","109 g (0.971 mol), 105 g (0.65 mol)",Bicyclopropylidene,44 g,dimethyl sulfoxide,20-25°C,24 hours,84%
volume78article17_1_1,"acetylacetaldehyde dimethyl acetal, dimethylamine","19.8 g (0.15 mol), 85 mL (0.17 mol)",(E)-4-Dimethylamino-3-buten-2-one,15.3 g,methanol,Room temperature,4 hours,90%
volume78article17_2_1,"sodium bis(trimethylsilyl)amide, (E)-4-dimethylamino-3-buten-2-one, tert-butylchlorodimethylsilane","100 mL (1.0 M), 11.3 g (0.100 mol), 15.8 g (0.105 mol)","(E)-1-Dimethylamino-3-tert-butyldimethylsiloxy-1,3-butadiene",20.4 g (90%),tetrahydrofuran,-78°C to room temperature,1.0 hour,90%
volume78article18_1_1,"1-dimethylamino-3-tert-butyldimethylsiloxy-1,3-butadiene, methyl acrylate","16.6 g (0.073 mol), 13.5 mL (0.15 mol)",4-Carbomethoxy-3-dimethylamino-1-tert-butyldimethylsiloxy-1-cyclohexene,22.4 g,ether,room temperature,20 hours,98%
